,L_Mn_drive,L_Mn_tail1,L_Mp_stg1,mul_cap,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Slew Rate Value
0,2.0,10.0,2.0,10.0,1.0,12.0,10.0,6.0,21.6,7.510000000000001,11.4,3.73,79.21,18.8,3.59,19.0,10.200000000000001,48.26,16.4
1,2.0,10.0,2.5,10.0,1.0,12.0,10.0,6.0,27.0,7.67,11.3,3.09,73.8,17.7,3.19,18.0,10.200000000000001,48.88,15.8
2,2.0,10.0,3.0,10.0,1.0,12.0,10.0,6.0,32.4,7.839999999999999,11.3,2.71,68.45,16.7,2.87,16.9,10.200000000000001,49.35,14.4
3,2.0,10.0,3.5,10.0,1.0,12.0,10.0,6.0,37.800000000000004,8.0,11.3,2.4499999999999997,62.39,15.5,2.58,15.6,10.200000000000001,49.73,14.2
4,2.0,10.0,4.0,10.0,1.0,12.0,10.0,6.0,43.2,8.17,11.3,2.29,56.59,14.2,2.33,14.4,10.200000000000001,50.06,13.3
5,2.0,10.0,4.5,10.0,1.0,12.0,10.0,6.0,48.6,8.33,11.4,2.17,51.23,13.0,2.11,13.0,10.200000000000001,50.36,12.5
6,2.0,11.0,2.0,10.0,1.0,12.0,11.0,6.6000000000000005,21.6,7.25,11.3,3.74,79.68,20.2,3.85,20.3,11.100000000000001,48.13,17.9
7,2.0,11.0,2.5,10.0,1.0,12.0,11.0,6.6000000000000005,27.0,7.4,11.2,3.1,74.1,19.1,3.44,19.3,11.100000000000001,48.76,17.2
8,2.0,11.0,3.0,10.0,1.0,12.0,11.0,6.6000000000000005,32.4,7.55,11.1,2.72,68.01,17.8,3.08,18.1,11.100000000000001,49.23,15.8
9,2.0,11.0,3.5,10.0,1.0,12.0,11.0,6.6000000000000005,37.800000000000004,7.699999999999999,11.1,2.47,61.96,16.6,2.78,16.8,11.100000000000001,49.62,15.6
10,2.0,11.0,4.0,10.0,1.0,12.0,11.0,6.6000000000000005,43.2,7.839999999999999,11.2,2.3,56.02,15.2,2.49,15.3,11.100000000000001,49.95,14.5
11,2.0,11.0,4.5,10.0,1.0,12.0,11.0,6.6000000000000005,48.6,7.990000000000001,11.2,2.18,50.87,13.8,2.27,13.9,11.100000000000001,50.25,13.6
12,2.0,12.0,2.0,10.0,1.0,12.0,12.0,7.2,21.6,7.03,11.2,3.7499999999999996,80.16,21.6,4.12,21.9,11.999999999999998,48.01,19.2
13,2.0,12.0,2.5,10.0,1.0,12.0,12.0,7.2,27.0,7.17,11.1,3.12,73.29,20.1,3.69,20.2,11.999999999999998,48.64,18.8
14,2.0,12.0,3.0,10.0,1.0,12.0,12.0,7.2,32.4,7.3,11.0,2.73,67.54,18.8,3.29,19.0,11.999999999999998,49.12,17.6
15,2.0,12.0,3.5,10.0,1.0,12.0,12.0,7.2,37.800000000000004,7.44,11.0,2.48,61.6,17.6,2.97,17.8,11.999999999999998,49.51,16.8
16,2.0,12.0,4.0,10.0,1.0,12.0,12.0,7.2,43.2,7.569999999999999,11.0,2.31,55.56,16.2,2.67,16.3,11.999999999999998,49.85,15.9
17,2.0,12.0,4.5,10.0,1.0,12.0,12.0,7.2,48.6,7.6899999999999995,11.0,2.19,50.27,14.7,2.42,14.8,11.999999999999998,50.15,14.7
18,2.0,13.0,2.0,10.0,1.0,12.0,13.0,7.800000000000001,21.6,6.840000000000001,11.1,3.76,78.57,22.5,4.41,22.8,12.899999999999999,47.88,20.7
19,2.0,13.0,2.5,10.0,1.0,12.0,13.0,7.800000000000001,27.0,6.96,11.0,3.1300000000000003,73.53,21.4,3.9,21.6,12.899999999999999,48.53,19.9
20,2.0,13.0,3.0,10.0,1.0,12.0,13.0,7.800000000000001,32.4,7.09,10.9,2.7399999999999998,67.54,20.1,3.51,20.1,12.899999999999999,49.01,19.0
21,2.0,13.0,3.5,10.0,1.0,12.0,13.0,7.800000000000001,37.800000000000004,7.21,10.9,2.4899999999999998,61.29,18.5,3.14,18.7,12.899999999999999,49.4,17.5
22,2.0,13.0,4.0,10.0,1.0,12.0,13.0,7.800000000000001,43.2,7.33,10.9,2.3200000000000003,55.21,17.1,2.84,17.2,12.899999999999999,49.74,17.1
23,2.0,13.0,4.5,10.0,1.0,12.0,13.0,7.800000000000001,48.6,7.44,10.9,2.1999999999999997,49.79,15.5,2.57,15.5,12.899999999999999,50.05,15.9
24,2.0,14.0,2.0,10.0,1.0,12.0,14.0,8.4,21.6,6.67,11.0,3.78,78.92,23.7,4.66,23.9,13.799999999999999,47.76,22.3
25,2.0,14.0,2.5,10.0,1.0,12.0,14.0,8.4,27.0,6.78,10.9,3.1399999999999997,73.76,22.6,4.13,22.9,13.799999999999999,48.41,21.0
26,2.0,14.0,3.0,10.0,1.0,12.0,14.0,8.4,32.4,6.8999999999999995,10.8,2.75,67.04,20.9,3.71,21.0,13.799999999999999,48.9,20.4
27,2.0,14.0,3.5,10.0,1.0,12.0,14.0,8.4,37.800000000000004,7.010000000000001,10.8,2.5,61.03,19.3,3.33,19.4,13.799999999999999,49.3,18.5
28,2.0,14.0,4.0,10.0,1.0,12.0,14.0,8.4,43.2,7.12,10.8,2.33,54.98,17.9,3.0,18.1,13.799999999999999,49.64,17.5
29,2.0,14.0,4.5,10.0,1.0,12.0,14.0,8.4,48.6,7.220000000000001,10.8,2.21,49.45,16.2,2.72,16.3,13.799999999999999,49.95,17.0
30,2.0,15.0,2.0,10.0,1.0,12.0,15.0,9.0,21.6,6.52,11.0,3.79,79.27,24.9,4.9,25.0,14.6,47.64,23.4
31,2.0,15.0,2.5,10.0,1.0,12.0,15.0,9.0,27.0,6.63,10.8,3.15,72.73,23.3,4.37,23.6,14.6,48.3,22.5
32,2.0,15.0,3.0,10.0,1.0,12.0,15.0,9.0,32.4,6.74,10.8,2.76,67.04,22.0,3.89,22.3,14.6,48.79,21.7
33,2.0,15.0,3.5,10.0,1.0,12.0,15.0,9.0,37.800000000000004,6.840000000000001,10.7,2.5100000000000002,60.76,20.4,3.51,20.5,14.6,49.19,19.8
34,2.0,15.0,4.0,10.0,1.0,12.0,15.0,9.0,43.2,6.9399999999999995,10.7,2.34,54.85,18.6,3.15,18.8,14.6,49.54,18.7
35,2.0,15.0,4.5,10.0,1.0,12.0,15.0,9.0,48.6,7.0200000000000005,10.8,2.22,49.24,16.9,2.87,17.1,14.6,49.85,17.3
36,2.0,16.0,2.0,10.0,1.0,12.0,16.0,9.600000000000001,21.6,6.39,10.9,3.8000000000000003,79.63,26.1,5.14,26.3,15.5,47.52,25.0
37,2.0,16.0,2.5,10.0,1.0,12.0,16.0,9.600000000000001,27.0,6.489999999999999,10.8,3.16,72.93,24.4,4.58,24.6,15.5,48.19,23.7
38,2.0,16.0,3.0,10.0,1.0,12.0,16.0,9.600000000000001,32.4,6.59,10.7,2.77,67.02,23.1,4.07,23.4,15.5,48.68,22.6
39,2.0,16.0,3.5,10.0,1.0,12.0,16.0,9.600000000000001,37.800000000000004,6.6899999999999995,10.7,2.52,60.58,21.0,3.68,21.2,15.5,49.09,21.8
40,2.0,16.0,4.0,10.0,1.0,12.0,16.0,9.600000000000001,43.2,6.78,10.7,2.3499999999999996,54.28,19.5,3.31,19.6,15.5,49.44,20.3
41,2.0,16.0,4.5,10.0,1.0,12.0,16.0,9.600000000000001,48.6,6.8500000000000005,10.7,2.23,49.14,17.6,3.01,17.8,15.5,49.76,18.5
42,2.0,17.0,2.0,10.0,1.0,12.0,17.0,10.200000000000001,21.6,6.28,10.9,3.8099999999999996,80.03,27.3,5.39,27.6,16.4,47.41,26.4
43,2.0,17.0,2.5,10.0,1.0,12.0,17.0,10.200000000000001,27.0,6.37,10.7,3.17,73.13,25.5,4.78,25.6,16.4,48.08,25.4
44,2.0,17.0,3.0,10.0,1.0,12.0,17.0,10.200000000000001,32.4,6.46,10.600000000000001,2.7800000000000002,66.53,23.6,4.27,23.8,16.4,48.58,24.3
45,2.0,17.0,3.5,10.0,1.0,12.0,17.0,10.200000000000001,37.800000000000004,6.55,10.600000000000001,2.53,60.36,22.0,3.83,22.2,16.4,48.99,22.9
46,2.0,17.0,4.0,10.0,1.0,12.0,17.0,10.200000000000001,43.2,6.63,10.600000000000001,2.3600000000000003,54.34,20.1,3.47,20.1,16.4,49.35,20.8
47,2.0,17.0,4.5,10.0,1.0,12.0,17.0,10.200000000000001,48.6,6.71,10.600000000000001,2.2399999999999998,49.16,18.2,3.14,18.4,16.4,49.66,19.5
48,2.0,18.0,2.0,10.0,1.0,12.0,18.0,10.8,21.6,6.17,10.9,3.82,80.44,28.4,5.62,28.8,17.2,47.3,27.5
49,2.0,18.0,2.5,10.0,1.0,12.0,18.0,10.8,27.0,6.260000000000001,10.7,3.18,73.33,26.6,4.96,26.9,17.2,47.97,26.6
50,2.0,18.0,3.0,10.0,1.0,12.0,18.0,10.8,32.4,6.35,10.600000000000001,2.79,66.54,24.6,4.46,24.7,17.2,48.48,25.5
51,2.0,18.0,3.5,10.0,1.0,12.0,18.0,10.8,37.800000000000004,6.430000000000001,10.600000000000001,2.54,60.1,22.9,3.98,23.2,17.2,48.89,23.4
52,2.0,18.0,4.0,10.0,1.0,12.0,18.0,10.8,43.2,6.51,10.600000000000001,2.37,53.83,21.0,3.62,21.2,17.2,49.25,21.9
53,2.0,18.0,4.5,10.0,1.0,12.0,18.0,10.8,48.6,6.58,10.600000000000001,2.25,48.53,18.9,3.28,19.1,17.2,49.57,20.3
56,2.0,19.0,3.0,10.0,1.0,12.0,19.0,11.4,32.4,6.25,10.600000000000001,2.8,66.54,25.6,4.62,25.7,18.1,48.38,26.9
57,2.0,19.0,3.5,10.0,1.0,12.0,19.0,11.4,37.800000000000004,6.33,10.5,2.54,60.09,23.3,4.15,23.6,18.1,48.8,24.7
58,2.0,19.0,4.0,10.0,1.0,12.0,19.0,11.4,43.2,6.4,10.5,2.37,54.06,21.4,3.76,21.7,18.1,49.16,23.0
59,2.0,19.0,4.5,10.0,1.0,12.0,19.0,11.4,48.6,6.46,10.5,2.2600000000000002,48.73,19.4,3.42,19.5,18.1,49.48,21.4
60,2.0,20.0,2.0,10.0,2.0,12.0,20.0,12.0,21.6,7.67,11.5,3.72,77.73,18.0,3.37,18.3,9.42,48.53,15.5
61,2.0,20.0,2.5,10.0,2.0,12.0,20.0,12.0,27.0,7.839999999999999,11.4,3.0800000000000005,72.25,17.0,3.0,17.2,9.42,49.16,14.8
62,2.0,20.0,3.0,10.0,2.0,12.0,20.0,12.0,32.4,8.0,11.4,2.6999999999999997,66.86,16.0,2.7,16.0,9.42,49.63,14.2
63,2.0,20.0,3.5,10.0,2.0,12.0,20.0,12.0,37.800000000000004,8.15,11.4,2.4499999999999997,60.89,14.8,2.43,15.0,9.42,50.01,13.5
64,2.0,20.0,4.0,10.0,2.0,12.0,20.0,12.0,43.2,8.280000000000001,11.4,2.28,55.19,13.6,2.19,13.7,9.42,50.34,12.2
65,2.0,20.0,4.5,10.0,2.0,12.0,20.0,12.0,48.6,8.41,11.5,2.16,49.93,12.4,1.98,12.4,9.42,50.64,11.5
66,2.0,20.999999999999996,2.0,10.0,2.0,12.0,21.0,12.600000000000001,21.6,7.53,11.5,3.72,77.92,18.7,3.5,18.9,9.85,48.47,16.2
67,2.0,20.999999999999996,2.5,10.0,2.0,12.0,21.0,12.600000000000001,27.0,7.6899999999999995,11.3,3.09,72.36,17.7,3.11,17.9,9.85,49.1,15.8
68,2.0,20.999999999999996,3.0,10.0,2.0,12.0,21.0,12.600000000000001,32.4,7.839999999999999,11.3,2.71,66.43,16.4,2.81,16.6,9.85,49.57,14.9
69,2.0,20.999999999999996,3.5,10.0,2.0,12.0,21.0,12.600000000000001,37.800000000000004,7.990000000000001,11.3,2.4499999999999997,60.65,15.3,2.51,15.4,9.85,49.96,14.1
70,2.0,20.999999999999996,4.0,10.0,2.0,12.0,21.0,12.600000000000001,43.2,8.12,11.3,2.28,55.01,14.0,2.28,14.2,9.85,50.29,12.7
71,2.0,20.999999999999996,4.5,10.0,2.0,12.0,21.0,12.600000000000001,48.6,8.23,11.4,2.17,49.72,12.8,2.05,12.8,9.85,50.59,12.0
72,2.0,22.0,2.0,10.0,2.0,12.0,22.0,13.200000000000001,21.6,7.4,11.4,3.73,78.1,19.4,3.63,19.5,10.3,48.41,17.0
73,2.0,22.0,2.5,10.0,2.0,12.0,22.0,13.200000000000001,27.0,7.55,11.3,3.1,72.48,18.3,3.23,18.5,10.3,49.04,16.4
74,2.0,22.0,3.0,10.0,2.0,12.0,22.0,13.200000000000001,32.4,7.699999999999999,11.2,2.71,66.42,17.1,2.91,17.3,10.3,49.52,15.3
75,2.0,22.0,3.5,10.0,2.0,12.0,22.0,13.200000000000001,37.800000000000004,7.839999999999999,11.2,2.46,60.47,15.9,2.61,15.9,10.3,49.9,14.5
76,2.0,22.0,4.0,10.0,2.0,12.0,22.0,13.200000000000001,43.2,7.96,11.3,2.29,54.67,14.5,2.36,14.7,10.3,50.24,13.3
77,2.0,22.0,4.5,10.0,2.0,12.0,22.0,13.200000000000001,48.6,8.07,11.3,2.17,49.56,13.2,2.13,13.3,10.3,50.54,12.8
78,2.0,23.0,2.0,10.0,2.0,12.0,23.0,13.8,21.6,7.279999999999999,11.3,3.74,78.29,20.0,3.76,20.0,10.7,48.35,17.5
79,2.0,23.0,2.5,10.0,2.0,12.0,23.0,13.8,27.0,7.430000000000001,11.2,3.1,71.64,18.7,3.35,18.9,10.7,48.98,17.1
80,2.0,23.0,3.0,10.0,2.0,12.0,23.0,13.8,32.4,7.569999999999999,11.2,2.72,66.41,17.7,3.0,17.9,10.7,49.46,15.6
81,2.0,23.0,3.5,10.0,2.0,12.0,23.0,13.8,37.800000000000004,7.699999999999999,11.2,2.46,60.25,16.3,2.7,16.3,10.7,49.85,15.1
82,2.0,23.0,4.0,10.0,2.0,12.0,23.0,13.8,43.2,7.82,11.2,2.3,54.55,14.9,2.43,15.1,10.7,50.19,14.5
83,2.0,23.0,4.5,10.0,2.0,12.0,23.0,13.8,48.6,7.920000000000001,11.2,2.18,49.44,13.6,2.21,13.7,10.7,50.49,13.5
84,2.0,24.0,2.0,10.0,2.0,12.0,24.0,14.4,21.6,7.17,11.3,3.74,78.48,20.7,3.88,20.8,11.100000000000001,48.28,18.3
85,2.0,24.0,2.5,10.0,2.0,12.0,24.0,14.4,27.0,7.31,11.1,3.11,71.72,19.3,3.47,19.4,11.100000000000001,48.92,17.8
86,2.0,24.0,3.0,10.0,2.0,12.0,24.0,14.4,32.4,7.449999999999999,11.1,2.72,65.94,18.0,3.1,18.3,11.100000000000001,49.4,16.4
87,2.0,24.0,3.5,10.0,2.0,12.0,24.0,14.4,37.800000000000004,7.569999999999999,11.1,2.47,60.1,16.8,2.79,17.0,11.100000000000001,49.79,15.8
88,2.0,24.0,4.0,10.0,2.0,12.0,24.0,14.4,43.2,7.68,11.1,2.3,54.22,15.5,2.5,15.5,11.100000000000001,50.14,15.2
89,2.0,24.0,4.5,10.0,2.0,12.0,24.0,14.4,48.6,7.779999999999999,11.1,2.18,49.0,14.0,2.28,14.2,11.100000000000001,50.44,13.9
90,2.0,25.000000000000004,2.0,10.0,2.0,12.0,25.0,15.0,21.6,7.069999999999999,11.2,3.7499999999999996,76.94,21.0,4.0,21.2,11.5,48.22,19.2
91,2.0,25.000000000000004,2.5,10.0,2.0,12.0,25.0,15.0,27.0,7.2,11.1,3.11,71.79,19.9,3.58,19.9,11.5,48.87,18.3
92,2.0,25.000000000000004,3.0,10.0,2.0,12.0,25.0,15.0,32.4,7.33,11.0,2.73,65.93,18.6,3.19,18.8,11.5,49.35,17.4
93,2.0,25.000000000000004,3.5,10.0,2.0,12.0,25.0,15.0,37.800000000000004,7.46,11.0,2.47,59.89,17.2,2.88,17.4,11.5,49.74,16.5
94,2.0,25.000000000000004,4.0,10.0,2.0,12.0,25.0,15.0,43.2,7.56,11.0,2.31,54.17,15.8,2.59,15.8,11.5,50.08,15.8
95,2.0,25.000000000000004,4.5,10.0,2.0,12.0,25.0,15.0,48.6,7.65,11.1,2.19,48.96,14.4,2.35,14.5,11.5,50.39,14.2
96,2.0,26.0,2.0,10.0,2.0,12.0,26.0,15.600000000000001,21.6,6.97,11.2,3.7499999999999996,77.06,21.6,4.14,21.9,11.999999999999998,48.16,20.0
97,2.0,26.0,2.5,10.0,2.0,12.0,26.0,15.600000000000001,27.0,7.1,11.0,3.12,71.89,20.5,3.69,20.6,11.999999999999998,48.81,18.8
98,2.0,26.0,3.0,10.0,2.0,12.0,26.0,15.600000000000001,32.4,7.220000000000001,11.0,2.73,65.92,19.2,3.29,19.3,11.999999999999998,49.29,18.4
99,2.0,26.0,3.5,10.0,2.0,12.0,26.0,15.600000000000001,37.800000000000004,7.34,11.0,2.48,59.76,17.7,2.97,17.9,11.999999999999998,49.69,16.5
100,2.0,26.0,4.0,10.0,2.0,12.0,26.0,15.600000000000001,43.2,7.44,11.0,2.31,53.87,16.3,2.67,16.4,11.999999999999998,50.03,16.3
101,2.0,26.0,4.5,10.0,2.0,12.0,26.0,15.600000000000001,48.6,7.53,11.0,2.19,48.54,14.8,2.42,14.9,11.999999999999998,50.34,15.4
102,2.0,27.0,2.0,10.0,2.0,12.0,27.0,16.2,21.6,6.88,11.1,3.76,77.19,22.2,4.27,22.5,12.4,48.1,20.6
103,2.0,27.0,2.5,10.0,2.0,12.0,27.0,16.2,27.0,7.0,11.0,3.12,71.97,21.1,3.79,21.3,12.4,48.75,20.0
104,2.0,27.0,3.0,10.0,2.0,12.0,27.0,16.2,32.4,7.12,10.9,2.7399999999999998,65.89,19.8,3.4,19.8,12.4,49.24,19.1
105,2.0,27.0,3.5,10.0,2.0,12.0,27.0,16.2,37.800000000000004,7.24,10.9,2.48,59.6,18.2,3.05,18.4,12.4,49.64,18.2
106,2.0,27.0,4.0,10.0,2.0,12.0,27.0,16.2,43.2,7.34,10.9,2.3200000000000003,53.86,16.6,2.76,16.7,12.4,49.98,17.0
107,2.0,27.0,4.5,10.0,2.0,12.0,27.0,16.2,48.6,7.42,11.0,2.1999999999999997,48.58,15.1,2.49,15.2,12.4,50.29,15.9
108,2.0,28.0,2.0,10.0,2.0,12.0,28.0,16.8,21.6,6.79,11.1,3.77,77.32,22.8,4.4,23.1,12.8,48.04,21.3
109,2.0,28.0,2.5,10.0,2.0,12.0,28.0,16.8,27.0,6.91,10.9,3.1300000000000003,72.06,21.7,3.89,22.0,12.8,48.7,20.6
110,2.0,28.0,3.0,10.0,2.0,12.0,28.0,16.8,32.4,7.03,10.9,2.7399999999999998,65.4,20.0,3.5,20.0,12.8,49.19,19.8
111,2.0,28.0,3.5,10.0,2.0,12.0,28.0,16.8,37.800000000000004,7.14,10.9,2.4899999999999998,59.44,18.5,3.13,18.7,12.8,49.58,18.4
112,2.0,28.0,4.0,10.0,2.0,12.0,28.0,16.8,43.2,7.23,10.9,2.3200000000000003,53.59,17.1,2.83,17.3,12.8,49.93,17.7
113,2.0,28.0,4.5,10.0,2.0,12.0,28.0,16.8,48.6,7.31,10.9,2.1999999999999997,48.18,15.6,2.56,15.6,12.8,50.24,16.0
114,2.0,29.000000000000004,2.0,10.0,2.0,12.0,29.0,17.400000000000002,21.6,6.71,11.1,3.77,77.45,23.4,4.52,23.6,13.2,47.98,22.2
115,2.0,29.000000000000004,2.5,10.0,2.0,12.0,29.0,17.400000000000002,27.0,6.83,10.9,3.1399999999999997,71.03,21.9,4.0,22.2,13.2,48.64,21.8
116,2.0,29.000000000000004,3.0,10.0,2.0,12.0,29.0,17.400000000000002,32.4,6.9399999999999995,10.8,2.75,65.38,20.5,3.59,20.7,13.2,49.13,20.5
117,2.0,29.000000000000004,3.5,10.0,2.0,12.0,29.0,17.400000000000002,37.800000000000004,7.05,10.8,2.4899999999999998,59.32,19.0,3.21,19.1,13.2,49.53,19.2
118,2.0,29.000000000000004,4.0,10.0,2.0,12.0,29.0,17.400000000000002,43.2,7.14,10.8,2.33,53.63,17.3,2.91,17.5,13.2,49.88,18.5
119,2.0,29.000000000000004,4.5,10.0,2.0,12.0,29.0,17.400000000000002,48.6,7.220000000000001,10.9,2.21,48.29,15.8,2.63,15.8,13.2,50.19,16.8
120,2.0,30.0,2.0,10.0,3.0,12.0,30.0,18.0,21.6,7.75,11.6,3.71,76.92,17.7,3.27,17.9,9.11,48.67,15.2
121,2.0,30.0,2.5,10.0,3.0,12.0,30.0,18.0,27.0,7.909999999999999,11.5,3.0800000000000005,71.39,16.7,2.93,16.8,9.11,49.3,14.8
122,2.0,30.0,3.0,10.0,3.0,12.0,30.0,18.0,32.4,8.07,11.4,2.6999999999999997,65.94,15.7,2.62,15.7,9.11,49.77,14.1
123,2.0,30.0,3.5,10.0,3.0,12.0,30.0,18.0,37.800000000000004,8.23,11.5,2.44,59.99,14.5,2.36,14.7,9.11,50.15,13.1
124,2.0,30.0,4.0,10.0,3.0,12.0,30.0,18.0,43.2,8.36,11.5,2.28,54.32,13.3,2.13,13.4,9.11,50.49,12.7
125,2.0,30.0,4.5,10.0,3.0,12.0,30.0,18.0,48.6,8.47,11.5,2.16,49.11,12.1,1.93,12.2,9.11,50.79,11.9
126,2.25,10.0,2.0,10.0,1.0,14.0,10.0,6.0,21.6,7.33,10.7,3.6,78.87,19.1,3.56,19.2,10.200000000000001,48.59,16.1
127,2.25,10.0,2.5,10.0,1.0,14.0,10.0,6.0,27.0,7.489999999999999,10.600000000000001,2.96,73.37,18.0,3.16,18.2,10.200000000000001,49.21,15.8
128,2.25,10.0,3.0,10.0,1.0,14.0,10.0,6.0,32.4,7.65,10.600000000000001,2.56,67.92,17.0,2.85,17.2,10.200000000000001,49.68,14.5
129,2.25,10.0,3.5,10.0,1.0,14.0,10.0,6.0,37.800000000000004,7.82,10.600000000000001,2.3,61.78,15.8,2.55,15.8,10.200000000000001,50.06,14.2
130,2.25,10.0,4.0,10.0,1.0,14.0,10.0,6.0,43.2,7.9799999999999995,10.600000000000001,2.13,55.96,14.4,2.31,14.6,10.200000000000001,50.39,13.3
131,2.25,10.0,4.5,10.0,1.0,14.0,10.0,6.0,48.6,8.14,10.600000000000001,2.0100000000000002,50.58,13.1,2.09,13.2,10.200000000000001,50.69,12.1
132,2.25,11.0,2.0,10.0,1.0,14.0,11.0,6.6000000000000005,21.6,7.06,10.600000000000001,3.6100000000000003,79.34,20.6,3.82,20.7,11.100000000000001,48.46,17.9
133,2.25,11.0,2.5,10.0,1.0,14.0,11.0,6.6000000000000005,27.0,7.21,10.4,2.97,73.66,19.5,3.41,19.5,11.100000000000001,49.09,17.3
134,2.25,11.0,3.0,10.0,1.0,14.0,11.0,6.6000000000000005,32.4,7.36,10.4,2.5700000000000003,67.48,18.1,3.05,18.3,11.100000000000001,49.56,15.9
135,2.25,11.0,3.5,10.0,1.0,14.0,11.0,6.6000000000000005,37.800000000000004,7.510000000000001,10.4,2.31,61.34,16.9,2.75,17.0,11.100000000000001,49.95,15.6
136,2.25,11.0,4.0,10.0,1.0,14.0,11.0,6.6000000000000005,43.2,7.65,10.4,2.1399999999999997,55.36,15.5,2.47,15.5,11.100000000000001,50.28,14.5
137,2.25,11.0,4.5,10.0,1.0,14.0,11.0,6.6000000000000005,48.6,7.800000000000001,10.5,2.02,50.22,14.0,2.25,14.1,11.100000000000001,50.59,13.6
138,2.25,12.0,2.0,10.0,1.0,14.0,12.0,7.2,21.6,6.840000000000001,10.5,3.62,79.81,22.0,4.09,22.3,11.999999999999998,48.34,19.3
139,2.25,12.0,2.5,10.0,1.0,14.0,12.0,7.2,27.0,6.97,10.299999999999999,2.98,72.83,20.5,3.66,20.6,11.999999999999998,48.97,18.8
140,2.25,12.0,3.0,10.0,1.0,14.0,12.0,7.2,32.4,7.109999999999999,10.299999999999999,2.58,67.0,19.1,3.26,19.3,11.999999999999998,49.45,17.7
141,2.25,12.0,3.5,10.0,1.0,14.0,12.0,7.2,37.800000000000004,7.24,10.299999999999999,2.3200000000000003,60.97,17.9,2.94,18.1,11.999999999999998,49.84,16.9
142,2.25,12.0,4.0,10.0,1.0,14.0,12.0,7.2,43.2,7.37,10.299999999999999,2.15,54.88,16.4,2.65,16.5,11.999999999999998,50.18,15.9
143,2.25,12.0,4.5,10.0,1.0,14.0,12.0,7.2,48.6,7.499999999999999,10.299999999999999,2.03,49.59,14.9,2.4,15.0,11.999999999999998,50.48,14.8
144,2.25,13.0,2.0,10.0,1.0,14.0,13.0,7.800000000000001,21.6,6.640000000000001,10.4,3.6300000000000003,78.21,22.9,4.37,23.2,12.899999999999999,48.21,20.8
145,2.25,13.0,2.5,10.0,1.0,14.0,13.0,7.800000000000001,27.0,6.76,10.200000000000001,2.9899999999999998,73.06,21.8,3.87,22.1,12.899999999999999,48.86,19.9
146,2.25,13.0,3.0,10.0,1.0,14.0,13.0,7.800000000000001,32.4,6.89,10.200000000000001,2.59,66.97,20.4,3.48,20.5,12.899999999999999,49.34,19.1
147,2.25,13.0,3.5,10.0,1.0,14.0,13.0,7.800000000000001,37.800000000000004,7.010000000000001,10.1,2.33,60.66,18.8,3.11,19.0,12.899999999999999,49.73,17.5
148,2.25,13.0,4.0,10.0,1.0,14.0,13.0,7.800000000000001,43.2,7.13,10.200000000000001,2.16,54.52,17.3,2.82,17.5,12.899999999999999,50.08,17.1
149,2.25,13.0,4.5,10.0,1.0,14.0,13.0,7.800000000000001,48.6,7.24,10.200000000000001,2.04,49.1,15.7,2.54,15.7,12.899999999999999,50.38,15.9
150,2.25,14.0,2.0,10.0,1.0,14.0,14.0,8.4,21.6,6.470000000000001,10.299999999999999,3.6399999999999997,78.55,24.2,4.63,24.3,13.799999999999999,48.09,22.1
151,2.25,14.0,2.5,10.0,1.0,14.0,14.0,8.4,27.0,6.58,10.1,3.0,73.28,23.1,4.09,23.3,13.799999999999999,48.74,21.4
152,2.25,14.0,3.0,10.0,1.0,14.0,14.0,8.4,32.4,6.699999999999999,10.1,2.5999999999999996,66.48,21.2,3.68,21.4,13.799999999999999,49.23,20.6
153,2.25,14.0,3.5,10.0,1.0,14.0,14.0,8.4,37.800000000000004,6.8100000000000005,10.0,2.34,60.39,19.6,3.3,19.7,13.799999999999999,49.63,18.7
154,2.25,14.0,4.0,10.0,1.0,14.0,14.0,8.4,43.2,6.92,10.0,2.17,54.29,18.1,2.98,18.3,13.799999999999999,49.98,18.2
155,2.25,14.0,4.5,10.0,1.0,14.0,14.0,8.4,48.6,7.010000000000001,10.1,2.04,48.75,16.5,2.7,16.6,13.799999999999999,50.29,17.1
156,2.25,15.0,2.0,10.0,1.0,14.0,15.0,9.0,21.6,6.319999999999999,10.200000000000001,3.65,78.89,25.4,4.86,25.5,14.7,47.97,23.7
157,2.25,15.0,2.5,10.0,1.0,14.0,15.0,9.0,27.0,6.42,10.0,3.01,72.25,23.8,4.33,24.0,14.7,48.63,22.8
158,2.25,15.0,3.0,10.0,1.0,14.0,15.0,9.0,32.4,6.53,9.969999999999999,2.61,66.45,22.4,3.86,22.7,14.7,49.13,21.9
159,2.25,15.0,3.5,10.0,1.0,14.0,15.0,9.0,37.800000000000004,6.640000000000001,9.95,2.3499999999999996,60.09,20.7,3.48,20.9,14.7,49.53,19.9
160,2.25,15.0,4.0,10.0,1.0,14.0,15.0,9.0,43.2,6.7299999999999995,9.95,2.17,54.16,18.9,3.12,19.0,14.7,49.88,19.4
161,2.25,15.0,4.5,10.0,1.0,14.0,15.0,9.0,48.6,6.82,9.969999999999999,2.05,48.53,17.2,2.85,17.4,14.7,50.19,18.0
