Point,Corner,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg1,nf_Mp_stg2,nf_Rz,nf_Mp3,nf_Mp4,Pass/Fail,CMRR_DC,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value,PSRR_DC
35,nom,2,26,22,460,11,432,211,4,2,pass,70.86,6.476e-9,8.673e-9,37.5e-6,84.52,203.4e6,4.05e6,204.3e6,3.476e-3,47.3,2,2,2,2,2,2,2,1,2,2,2,2,157.1e6,-46.97
36,nom,2,26,22,460,21,864,421,8,4,pass,64.52,6.698e-9,8.566e-9,31.61e-6,81.46,170.8e6,3.138e6,172.9e6,3.477e-3,48.42,2,2,2,2,2,2,2,1,2,2,2,2,137.8e6,-48.92
37,nom,2,26,44,115,42,216,106,8,4,pass,62.09,5.095e-9,7.341e-9,27.44e-6,57.74,492.1e6,7.824e6,493e6,1.126e-3,47.41,2,2,2,2,2,2,2,1,2,2,2,2,390.7e6,-47.97
38,nom,2,26,44,115,83,432,211,16,8,pass,61.26,5.248e-9,7.284e-9,23.05e-6,52.31,384.6e6,6.902e6,386.3e6,1.126e-3,47.88,2,2,2,2,2,2,2,1,2,2,2,2,383.7e6,-48.75
39,nom,2,26,44,115,166,864,421,32,16,pass,60.98,5.402e-9,7.275e-9,19.37e-6,47.68,286.1e6,5.78e6,289e6,1.126e-3,48,2,2,2,2,2,2,2,1,2,2,2,2,336.2e6,-49.01
40,nom,2,26,44,230,21,216,106,4,2,pass,63.97,4.952e-9,7.469e-9,32.69e-6,73.97,403.7e6,8.295e6,404.9e6,1.957e-3,46.38,2,2,2,2,2,2,2,1,2,2,2,2,363.2e6,-46.47
41,nom,2,26,44,230,42,432,211,8,4,pass,62.15,5.1e-9,7.34e-9,27.44e-6,69.97,381.4e6,7.011e6,384e6,1.957e-3,47.41,2,2,2,2,2,2,2,1,2,2,2,2,357.4e6,-47.95
42,nom,2,26,44,230,83,864,421,16,8,pass,61.31,5.259e-9,7.284e-9,23.05e-6,64.04,299e6,5.711e6,301.5e6,1.957e-3,47.88,2,2,2,2,2,2,2,1,2,2,2,2,312.5e6,-48.73
44,nom,2,26,44,460,21,432,211,4,2,pass,64.03,4.957e-9,7.469e-9,32.68e-6,74.63,330.4e6,7.252e6,333.2e6,3.62e-3,46.38,2,2,2,2,2,2,2,1,2,2,2,2,325.5e6,-46.46
45,nom,2,26,44,460,42,864,421,8,4,pass,62.19,5.112e-9,7.341e-9,27.44e-6,70.43,273.4e6,5.675e6,276.8e6,3.62e-3,47.41,2,2,2,2,2,2,2,1,2,2,2,2,287.5e6,-47.94
46,nom,2,26,88,115,83,216,106,8,4,pass,58.28,4.062e-9,6.781e-9,25.13e-6,36.93,687.3e6,13.48e6,694.3e6,1.407e-3,46.04,2,2,2,2,2,2,2,1,2,2,2,2,480.9e6,-46.65
47,nom,2,26,88,115,166,432,211,16,8,pass,57.98,4.143e-9,6.697e-9,21.32e-6,39.05,466.3e6,11.96e6,470.9e6,1.407e-3,46.44,2,2,2,2,2,2,2,1,2,2,2,2,918.1e6,-47.28
48,nom,2,26,88,115,331,864,421,32,16,pass,57.74,4.215e-9,6.648e-9,18.25e-6,31.31,385.3e6,10.02e6,387.4e6,1.408e-3,46.5,2,2,2,2,2,2,2,1,2,2,2,2,759.7e6,-47.5
49,nom,2,26,88,230,42,216,106,4,2,pass,59.79,3.984e-9,6.91e-9,29.58e-6,55.48,760.7e6,14.36e6,763.6e6,2.238e-3,45.09,2,2,2,2,2,2,2,1,2,2,2,2,625.7e6,-45.18
50,nom,2,26,88,230,83,432,211,8,4,pass,58.33,4.064e-9,6.781e-9,25.13e-6,51.58,596.7e6,12.18e6,600.4e6,2.238e-3,46.04,2,2,2,2,2,2,2,1,2,2,2,2,737.9e6,-46.63
51,nom,2,26,88,230,166,864,421,16,8,pass,58.02,4.147e-9,6.696e-9,21.31e-6,48.49,395.4e6,9.987e6,395.9e6,2.239e-3,46.44,2,2,2,2,2,2,2,1,2,2,2,2,644.1e6,-47.27
53,nom,2,26,88,460,42,432,211,4,2,pass,59.83,3.987e-9,6.91e-9,29.58e-6,68.74,584e6,12.6e6,589.6e6,3.901e-3,45.09,2,2,2,2,2,2,2,1,2,2,2,2,660.9e6,-45.17
54,nom,2,26,88,460,83,864,421,8,4,pass,58.36,4.07e-9,6.78e-9,25.13e-6,63.79,458.7e6,9.943e6,463.6e6,3.902e-3,46.04,2,2,2,2,2,2,2,1,2,2,2,2,584e6,-46.63
64,nom,2,52,44,115,42,216,106,8,4,pass,64.97,4.33e-9,5.766e-9,22.35e-6,47.11,563.4e6,8.714e6,567.8e6,1.129e-3,48.42,2,2,2,2,2,2,2,1,2,2,2,2,406.2e6,-48.98
65,nom,2,52,44,115,83,432,211,16,8,pass,63.72,4.453e-9,5.708e-9,18.57e-6,43.21,439.5e6,7.606e6,443.7e6,1.129e-3,48.95,2,2,2,2,2,2,2,1,2,2,2,2,388.5e6,-49.84
66,nom,2,52,44,115,166,864,421,32,16,pass,63.31,4.577e-9,5.695e-9,15.37e-6,39.95,325.6e6,6.324e6,327.4e6,1.129e-3,49.13,2,2,2,2,2,2,2,1,2,2,2,2,340.6e6,-50.16
67,nom,2,52,44,230,21,216,106,4,2,pass,68.22,4.217e-9,5.89e-9,26.81e-6,67.35,565e6,9.274e6,569.7e6,1.96e-3,47.3,2,2,2,2,2,2,2,1,2,2,2,2,385.3e6,-47.37
68,nom,2,52,44,230,42,432,211,8,4,pass,65.06,4.334e-9,5.766e-9,22.35e-6,61.75,459.1e6,7.757e6,463.3e6,1.96e-3,48.41,2,2,2,2,2,2,2,1,2,2,2,2,368.2e6,-48.96
69,nom,2,52,44,230,83,864,421,16,8,pass,63.79,4.462e-9,5.708e-9,18.57e-6,56.89,353.6e6,6.279e6,357.5e6,1.961e-3,48.95,2,2,2,2,2,2,2,1,2,2,2,2,318.2e6,-49.82
71,nom,2,52,44,460,21,432,211,4,2,pass,68.3,4.221e-9,5.89e-9,26.81e-6,74.71,428.3e6,8.073e6,433.2e6,3.623e-3,47.3,2,2,2,2,2,2,2,1,2,2,2,2,341.6e6,-47.35
72,nom,2,52,44,460,42,864,421,8,4,pass,65.1,4.344e-9,5.766e-9,22.35e-6,70.02,347.5e6,6.274e6,351.8e6,3.624e-3,48.41,2,2,2,2,2,2,2,1,2,2,2,2,295.7e6,-48.95
73,nom,2,52,88,115,83,216,106,8,4,pass,62.62,3.229e-9,4.943e-9,19.46e-6,27.42,772.4e6,15.18e6,776e6,1.416e-3,47.41,2,2,2,2,2,2,2,1,2,2,2,2,1.019e9,-48.06
74,nom,2,52,88,115,166,432,211,16,8,pass,61.83,3.29e-9,4.859e-9,16.3e-6,24.91,596.7e6,13.42e6,602e6,1.417e-3,47.88,2,2,2,2,2,2,2,1,2,2,2,2,943.2e6,-48.76
75,nom,2,52,88,115,331,864,421,32,16,pass,61.42,3.346e-9,4.809e-9,13.71e-6,23.39,437.8e6,11.28e6,443.9e6,1.417e-3,48,2,2,2,2,2,2,2,1,2,2,2,2,771.5e6,-49.04
76,nom,2,52,88,230,42,216,106,4,2,pass,65.83,3.17e-9,5.07e-9,23.1e-6,49.16,768.4e6,16.31e6,771.9e6,2.247e-3,46.37,2,2,2,2,2,2,2,1,2,2,2,2,771.4e6,-46.48
77,nom,2,52,88,230,83,432,211,8,4,pass,62.69,3.23e-9,4.942e-9,19.45e-6,40.57,704.5e6,13.83e6,711.5e6,2.248e-3,47.41,2,2,2,2,2,2,2,1,2,2,2,2,773.5e6,-48.04
78,nom,2,52,88,230,166,864,421,16,8,pass,61.9,3.294e-9,4.858e-9,16.29e-6,38.34,525.4e6,11.31e6,529.6e6,2.248e-3,47.87,2,2,2,2,2,2,2,1,2,2,2,2,661.8e6,-48.75
80,nom,2,52,88,460,42,432,211,4,2,pass,65.91,3.172e-9,5.069e-9,23.1e-6,58.07,630.8e6,14.49e6,630.9e6,3.91e-3,46.37,2,2,2,2,2,2,2,1,2,2,2,2,691.9e6,-46.47
81,nom,2,52,88,460,83,864,421,8,4,pass,62.73,3.235e-9,4.942e-9,19.45e-6,54.93,565.7e6,11.35e6,571.7e6,3.911e-3,47.41,2,2,2,2,2,2,2,1,2,2,2,2,604.7e6,-48.03
82,nom,4,13,22,115,21,216,106,16,8,pass,62.55,10.41e-9,12.62e-9,37.02e-6,84.54,125.8e6,2.15e6,125.8e6,489e-6,48.75,2,2,2,2,2,2,2,1,2,2,2,2,94.66e6,-49.72
83,nom,4,13,22,115,42,432,211,32,16,pass,62.28,10.88e-9,12.79e-9,30.6e-6,73.73,104.9e6,1.921e6,105.9e6,489.2e-6,48.93,2,2,2,2,2,2,2,1,2,2,2,2,91.35e6,-50.06
84,nom,4,13,22,115,83,864,414,62,31,pass,61.87,11.32e-9,13.01e-9,25.45e-6,70.66,88.56e6,1.625e6,89.69e6,489.4e-6,48.89,2,2,2,2,2,2,2,1,2,2,2,2,78.33e6,-50.15
85,nom,4,13,22,230,11,216,106,8,4,pass,64.66,10.03e-9,12.56e-9,44.17e-6,84.46,115.2e6,2.215e6,116.6e6,898.7e-6,48.19,2,2,2,2,2,2,2,1,2,2,2,2,90.27e6,-48.64
86,nom,4,13,22,230,21,432,211,16,8,pass,62.61,10.44e-9,12.62e-9,37.01e-6,83.3,105.4e6,1.918e6,106.4e6,899e-6,48.74,2,2,2,2,2,2,2,1,2,2,2,2,85.8e6,-49.71
87,nom,4,13,22,230,42,864,421,32,16,pass,62.33,10.93e-9,12.8e-9,30.6e-6,75.85,85.64e6,1.589e6,86.66e6,899.2e-6,48.93,2,2,2,2,2,2,2,1,2,2,2,2,74.06e6,-50.04
88,nom,4,13,22,460,6,216,106,4,2,pass,75.31,9.707e-9,12.64e-9,51.94e-6,86.3,110.5e6,2.341e6,111.9e6,1.718e-3,47.06,2,2,2,2,2,2,2,1,2,2,2,2,84.09e6,-46.41
89,nom,4,13,22,460,11,432,211,8,4,pass,64.71,10.05e-9,12.56e-9,44.17e-6,86,101.1e6,1.943e6,101.4e6,1.719e-3,48.19,2,2,2,2,2,2,2,1,2,2,2,2,79.15e6,-48.63
90,nom,4,13,22,460,21,864,421,16,8,pass,62.64,10.48e-9,12.62e-9,37.01e-6,83.48,84.87e6,1.564e6,85.84e6,1.719e-3,48.74,2,2,2,2,2,2,2,1,2,2,2,2,68.47e6,-49.7
91,nom,4,13,44,115,42,216,106,16,8,pass,60.73,8.107e-9,10.79e-9,32.44e-6,70.43,207.2e6,3.856e6,208.6e6,558.7e-6,47.67,2,2,2,2,2,2,2,1,2,2,2,2,189.1e6,-48.67
92,nom,4,13,44,115,83,432,211,32,16,pass,60.3,8.418e-9,10.87e-9,27.33e-6,63.45,188.8e6,3.476e6,190.2e6,558.9e-6,47.81,2,2,2,2,2,2,2,1,2,2,2,2,190.2e6,-49
93,nom,4,13,44,115,166,864,414,62,31,pass,60.09,8.721e-9,10.99e-9,23.16e-6,56.67,142.6e6,2.956e6,144.3e6,559.1e-6,47.71,2,2,2,2,2,2,2,1,2,2,2,2,165.6e6,-48.99
94,nom,4,13,44,230,21,216,106,8,4,pass,61.22,7.798e-9,10.79e-9,38.76e-6,83.88,208.9e6,3.947e6,210.8e6,968.4e-6,47.2,2,2,2,2,2,2,2,1,2,2,2,2,180.3e6,-47.95
95,nom,4,13,44,230,42,432,211,16,8,pass,60.78,8.119e-9,10.79e-9,32.44e-6,72.48,171.3e6,3.478e6,173.4e6,968.7e-6,47.67,2,2,2,2,2,2,2,1,2,2,2,2,178.2e6,-48.66
96,nom,4,13,44,230,83,864,421,32,16,pass,60.34,8.443e-9,10.87e-9,27.33e-6,70.4,147e6,2.901e6,148.6e6,969e-6,47.81,2,2,2,2,2,2,2,1,2,2,2,2,155.6e6,-48.99
97,nom,4,13,44,460,11,216,106,4,2,pass,65,7.538e-9,10.89e-9,45.7e-6,87.4,191.6e6,4.15e6,193e6,1.788e-3,46.16,2,2,2,2,2,2,2,1,2,2,2,2,165e6,-46.15
98,nom,4,13,44,460,21,432,211,8,4,pass,61.25,7.809e-9,10.79e-9,38.76e-6,82.71,172.1e6,3.498e6,174.3e6,1.789e-3,47.2,2,2,2,2,2,2,2,1,2,2,2,2,161.1e6,-47.94
99,nom,4,13,44,460,42,864,421,16,8,pass,60.81,8.145e-9,10.79e-9,32.44e-6,74.85,138.9e6,2.847e6,140.7e6,1.789e-3,47.67,2,2,2,2,2,2,2,1,2,2,2,2,143.4e6,-48.65
100,nom,4,13,88,115,83,216,106,16,8,pass,58.06,6.546e-9,9.895e-9,30.06e-6,50.48,359.9e6,6.687e6,362.6e6,695.5e-6,46.25,2,2,2,2,2,2,2,1,2,2,2,2,394.5e6,-47.29
101,nom,4,13,88,115,166,432,211,32,16,pass,57.86,6.745e-9,9.9e-9,25.7e-6,47.35,247.4e6,6.056e6,248e6,695.8e-6,46.32,2,2,2,2,2,2,2,1,2,2,2,2,402.2e6,-47.5
102,nom,4,13,88,115,331,864,414,62,31,pass,57.62,6.921e-9,9.93e-9,22.3e-6,41.51,184.8e6,5.172e6,186.8e6,696.1e-6,46.18,2,2,2,2,2,2,2,1,2,2,2,2,355.2e6,-47.45
103,nom,4,13,88,230,42,216,106,8,4,pass,58.69,6.346e-9,9.94e-9,35.34e-6,71.06,364.8e6,6.902e6,368e6,1.105e-3,45.84,2,2,2,2,2,2,2,1,2,2,2,2,345.9e6,-46.58
104,nom,4,13,88,230,83,432,211,16,8,pass,58.1,6.553e-9,9.895e-9,30.06e-6,61.7,264.5e6,6.081e6,266.8e6,1.106e-3,46.24,2,2,2,2,2,2,2,1,2,2,2,2,359.5e6,-47.27
105,nom,4,13,88,230,166,864,421,32,16,pass,57.9,6.757e-9,9.9e-9,25.69e-6,55.35,207.4e6,5.1e6,209e6,1.106e-3,46.32,2,2,2,2,2,2,2,1,2,2,2,2,323.2e6,-47.48
106,nom,4,13,88,460,21,216,106,4,2,pass,59.8,6.15e-9,10.06e-9,41.75e-6,83.08,324.3e6,7.208e6,326.1e6,1.925e-3,44.9,2,2,2,2,2,2,2,1,2,2,2,2,302.2e6,-45.2
107,nom,4,13,88,460,42,432,211,8,4,pass,58.71,6.352e-9,9.939e-9,35.34e-6,76.13,282.5e6,6.104e6,286.1e6,1.925e-3,45.84,2,2,2,2,2,2,2,1,2,2,2,2,329.8e6,-46.57
108,nom,4,13,88,460,83,864,421,16,8,pass,58.13,6.565e-9,9.894e-9,30.05e-6,70.38,228.1e6,4.983e6,230.9e6,1.926e-3,46.25,2,2,2,2,2,2,2,1,2,2,2,2,295.9e6,-47.27
118,nom,4,26,44,115,42,216,106,16,8,pass,62.65,6.965e-9,8.595e-9,26.16e-6,63.52,249.2e6,4.272e6,249.5e6,560.4e-6,48.74,2,2,2,2,2,2,2,1,2,2,2,2,201.9e6,-49.75
119,nom,4,26,44,115,83,432,211,32,16,pass,62.13,7.216e-9,8.656e-9,21.7e-6,55.78,200.9e6,3.822e6,201.2e6,560.7e-6,48.93,2,2,2,2,2,2,2,1,2,2,2,2,196.2e6,-50.14
120,nom,4,26,44,115,166,864,414,62,31,pass,61.9,7.457e-9,8.749e-9,18e-6,49.89,166.7e6,3.236e6,168e6,560.9e-6,48.88,2,2,2,2,2,2,2,1,2,2,2,2,169.6e6,-50.18
121,nom,4,26,44,230,21,216,106,8,4,pass,63.3,6.72e-9,8.604e-9,31.6e-6,79.35,261.1e6,4.411e6,263e6,970.1e-6,48.2,2,2,2,2,2,2,2,1,2,2,2,2,198.4e6,-48.95
122,nom,4,26,44,230,42,432,211,16,8,pass,62.7,6.974e-9,8.595e-9,26.16e-6,68,204.9e6,3.839e6,206.1e6,970.5e-6,48.74,2,2,2,2,2,2,2,1,2,2,2,2,186.4e6,-49.73
123,nom,4,26,44,230,83,864,421,32,16,pass,62.18,7.237e-9,8.656e-9,21.7e-6,62.19,164.6e6,3.183e6,165.8e6,970.7e-6,48.92,2,2,2,2,2,2,2,1,2,2,2,2,160.4e6,-50.13
124,nom,4,26,44,460,11,216,106,4,2,pass,68.47,6.517e-9,8.709e-9,37.5e-6,80.96,226e6,4.654e6,229e6,1.79e-3,47.07,2,2,2,2,2,2,2,1,2,2,2,2,182.7e6,-47
125,nom,4,26,44,460,21,432,211,8,4,pass,63.33,6.73e-9,8.604e-9,31.59e-6,79.97,209.5e6,3.877e6,211.5e6,1.79e-3,48.2,2,2,2,2,2,2,2,1,2,2,2,2,174.4e6,-48.94
126,nom,4,26,44,460,42,864,421,16,8,pass,62.74,6.996e-9,8.596e-9,26.16e-6,71.37,165.9e6,3.135e6,167.4e6,1.791e-3,48.73,2,2,2,2,2,2,2,1,2,2,2,2,150.4e6,-49.73
127,nom,4,26,88,115,83,216,106,16,8,pass,60.75,5.295e-9,7.313e-9,23e-6,44.71,377.4e6,7.52e6,380e6,700.2e-6,47.68,2,2,2,2,2,2,2,1,2,2,2,2,429.6e6,-48.75
128,nom,4,26,88,115,166,432,211,32,16,pass,60.49,5.446e-9,7.306e-9,19.32e-6,39.18,291.6e6,6.791e6,294.7e6,700.5e-6,47.8,2,2,2,2,2,2,2,1,2,2,2,2,421.3e6,-49.02
129,nom,4,26,88,115,331,864,414,62,31,pass,60.22,5.58e-9,7.324e-9,16.39e-6,32.3,234.5e6,5.784e6,236.8e6,700.7e-6,47.71,2,2,2,2,2,2,2,1,2,2,2,2,366.1e6,-49.02
130,nom,4,26,88,230,42,216,106,8,4,pass,61.42,5.141e-9,7.365e-9,27.39e-6,59.15,465.9e6,7.782e6,468.9e6,1.11e-3,47.2,2,2,2,2,2,2,2,1,2,2,2,2,391.8e6,-47.95
131,nom,4,26,88,230,83,432,211,16,8,pass,60.8,5.298e-9,7.312e-9,22.99e-6,54.14,323.1e6,6.863e6,324.5e6,1.11e-3,47.67,2,2,2,2,2,2,2,1,2,2,2,2,379e6,-48.73
132,nom,4,26,88,230,166,864,421,32,16,pass,60.53,5.454e-9,7.306e-9,19.32e-6,48.29,275.8e6,5.74e6,278.7e6,1.111e-3,47.8,2,2,2,2,2,2,2,1,2,2,2,2,334.2e6,-49
133,nom,4,26,88,460,21,216,106,4,2,pass,63.35,4.994e-9,7.491e-9,32.64e-6,76.65,430e6,8.197e6,434.5e6,1.93e-3,46.16,2,2,2,2,2,2,2,1,2,2,2,2,355.1e6,-46.47
134,nom,4,26,88,460,42,432,211,8,4,pass,61.44,5.146e-9,7.365e-9,27.39e-6,69.55,363e6,6.937e6,367.1e6,1.93e-3,47.19,2,2,2,2,2,2,2,1,2,2,2,2,356.2e6,-47.94
135,nom,4,26,88,460,83,864,421,16,8,pass,60.83,5.31e-9,7.312e-9,22.99e-6,60.69,263.8e6,5.651e6,266.1e6,1.931e-3,47.67,2,2,2,2,2,2,2,1,2,2,2,2,309.9e6,-48.73
154,nom,4,52,88,115,83,216,106,16,8,pass,62.79,4.498e-9,5.743e-9,18.56e-6,36.97,420.1e6,8.276e6,423.9e6,703.7e-6,48.74,2,2,2,2,2,2,2,1,2,2,2,2,442.6e6,-49.83
155,nom,4,52,88,115,166,432,211,32,16,pass,62.44,4.62e-9,5.731e-9,15.35e-6,32.44,324.8e6,7.454e6,326.8e6,704e-6,48.92,2,2,2,2,2,2,2,1,2,2,2,2,427.2e6,-50.16
156,nom,4,52,88,115,331,864,414,62,31,pass,62.12,4.728e-9,5.743e-9,12.74e-6,25.84,259.9e6,6.299e6,261.9e6,704.2e-6,48.88,2,2,2,2,2,2,2,1,2,2,2,2,369.5e6,-50.21
157,nom,4,52,88,230,42,216,106,8,4,pass,63.94,4.375e-9,5.797e-9,22.33e-6,48.7,536.8e6,8.661e6,540.5e6,1.113e-3,48.19,2,2,2,2,2,2,2,1,2,2,2,2,408.7e6,-48.95
158,nom,4,52,88,230,83,432,211,16,8,pass,62.85,4.501e-9,5.742e-9,18.55e-6,47.02,370.7e6,7.567e6,374.3e6,1.114e-3,48.74,2,2,2,2,2,2,2,1,2,2,2,2,387.6e6,-49.82
159,nom,4,52,88,230,166,864,421,32,16,pass,62.49,4.627e-9,5.731e-9,15.34e-6,42.06,283.8e6,6.286e6,287.3e6,1.114e-3,48.92,2,2,2,2,2,2,2,1,2,2,2,2,339.2e6,-50.15
160,nom,4,52,88,460,21,216,106,4,2,pass,66.65,4.259e-9,5.919e-9,26.8e-6,66.48,461.2e6,9.19e6,466e6,1.933e-3,47.08,2,2,2,2,2,2,2,1,2,2,2,2,375.9e6,-47.35
161,nom,4,52,88,460,42,432,211,8,4,pass,63.98,4.379e-9,5.797e-9,22.33e-6,61.83,435.5e6,7.684e6,439.9e6,1.934e-3,48.19,2,2,2,2,2,2,2,1,2,2,2,2,364.8e6,-48.94
162,nom,4,52,88,460,83,864,421,16,8,pass,62.88,4.51e-9,5.742e-9,18.55e-6,54.99,307e6,6.22e6,308.6e6,1.934e-3,48.73,2,2,2,2,2,2,2,1,2,2,2,2,315.4e6,-49.81
172,nom,8,13,44,115,42,216,106,32,16,pass,61.18,10.9e-9,12.83e-9,30.58e-6,73.69,133e6,2.141e6,134.1e6,283.7e-6,48.7,2,2,2,2,2,2,2,1,2,2,2,2,103.1e6,-50.05
173,nom,8,13,44,115,83,432,207,62,31,pass,60.84,11.34e-9,13.05e-9,25.43e-6,62.9,100.8e6,1.945e6,101e6,283.9e-6,48.67,2,2,2,2,2,2,2,1,2,2,2,2,97.51e6,-50.15
175,nom,8,13,44,230,21,216,106,16,8,pass,61.42,10.47e-9,12.65e-9,37e-6,80.12,117.1e6,2.169e6,118.4e6,487.3e-6,48.51,2,2,2,2,2,2,2,1,2,2,2,2,97.6e6,-49.7
176,nom,8,13,44,230,42,432,211,32,16,pass,61.22,10.93e-9,12.83e-9,30.58e-6,73.34,102.4e6,1.935e6,103e6,487.5e-6,48.7,2,2,2,2,2,2,2,1,2,2,2,2,93.82e6,-50.03
177,nom,8,13,44,230,83,864,414,62,31,pass,60.88,11.38e-9,13.05e-9,25.43e-6,70.48,86.29e6,1.636e6,87.35e6,487.7e-6,48.67,2,2,2,2,2,2,2,1,2,2,2,2,80.77e6,-50.13
178,nom,8,13,44,460,11,216,106,8,4,pass,63.13,10.07e-9,12.59e-9,44.15e-6,83.74,112.4e6,2.229e6,113.9e6,894.7e-6,47.94,2,2,2,2,2,2,2,1,2,2,2,2,92.13e6,-48.61
179,nom,8,13,44,460,21,432,211,16,8,pass,61.44,10.49e-9,12.65e-9,36.99e-6,79.28,100.5e6,1.93e6,100.7e6,895.1e-6,48.5,2,2,2,2,2,2,2,1,2,2,2,2,87.2e6,-49.69
180,nom,8,13,44,460,42,864,421,32,16,pass,61.25,10.97e-9,12.83e-9,30.58e-6,78.57,85.31e6,1.598e6,86.31e6,895.4e-6,48.7,2,2,2,2,2,2,2,1,2,2,2,2,76.04e6,-50.03
181,nom,8,13,88,115,83,216,106,32,16,pass,59.44,8.46e-9,10.9e-9,27.29e-6,52.23,218.4e6,3.793e6,220.2e6,352e-6,47.59,2,2,2,2,2,2,2,1,2,2,2,2,210.3e6,-48.98
182,nom,8,13,88,115,166,432,207,62,31,pass,59.26,8.756e-9,11.02e-9,23.12e-6,46.13,166.2e6,3.479e6,167.4e6,352.2e-6,47.51,2,2,2,2,2,2,2,1,2,2,2,2,201.3e6,-48.98
184,nom,8,13,88,230,42,216,106,16,8,pass,59.86,8.154e-9,10.82e-9,32.4e-6,72.1,221.2e6,3.865e6,223.5e6,555.6e-6,47.44,2,2,2,2,2,2,2,1,2,2,2,2,190.1e6,-48.63
185,nom,8,13,88,230,83,432,211,32,16,pass,59.48,8.471e-9,10.9e-9,27.28e-6,63.66,181.7e6,3.483e6,183.6e6,555.8e-6,47.59,2,2,2,2,2,2,2,1,2,2,2,2,191.2e6,-48.97
186,nom,8,13,88,230,166,864,414,62,31,pass,59.29,8.777e-9,11.02e-9,23.12e-6,56.86,138.3e6,2.959e6,139.9e6,556.1e-6,47.51,2,2,2,2,2,2,2,1,2,2,2,2,167.9e6,-48.97
187,nom,8,13,88,460,21,216,106,8,4,pass,60.21,7.843e-9,10.82e-9,38.71e-6,82.8,200.9e6,3.945e6,201.2e6,963e-6,46.96,2,2,2,2,2,2,2,1,2,2,2,2,181.5e6,-47.9
188,nom,8,13,88,460,42,432,211,16,8,pass,59.88,8.164e-9,10.82e-9,32.39e-6,75.88,175.7e6,3.473e6,178e6,963.4e-6,47.44,2,2,2,2,2,2,2,1,2,2,2,2,181.4e6,-48.63
189,nom,8,13,88,460,83,864,421,32,16,pass,59.5,8.495e-9,10.9e-9,27.28e-6,69.99,142.1e6,2.897e6,143.9e6,963.7e-6,47.59,2,2,2,2,2,2,2,1,2,2,2,2,157.9e6,-48.96
208,nom,8,26,88,115,83,216,106,32,16,pass,61.12,7.252e-9,8.692e-9,21.68e-6,43.5,250e6,4.173e6,250.2e6,353.9e-6,48.7,2,2,2,2,2,2,2,1,2,2,2,2,218.3e6,-50.12
209,nom,8,26,88,115,166,432,207,62,31,pass,60.93,7.489e-9,8.787e-9,17.98e-6,38.62,189.4e6,3.809e6,190.7e6,354.2e-6,48.67,2,2,2,2,2,2,2,1,2,2,2,2,207.6e6,-50.17
211,nom,8,26,88,230,42,216,106,16,8,pass,61.59,7.009e-9,8.628e-9,26.14e-6,63.6,239.7e6,4.289e6,241.3e6,557.5e-6,48.5,2,2,2,2,2,2,2,1,2,2,2,2,201e6,-49.71
212,nom,8,26,88,230,83,432,211,32,16,pass,61.16,7.26e-9,8.691e-9,21.68e-6,56.03,216.1e6,3.83e6,218.1e6,557.8e-6,48.7,2,2,2,2,2,2,2,1,2,2,2,2,197.1e6,-50.11
213,nom,8,26,88,230,166,864,414,62,31,pass,60.97,7.506e-9,8.786e-9,17.97e-6,50.28,161.7e6,3.242e6,162.3e6,558e-6,48.67,2,2,2,2,2,2,2,1,2,2,2,2,173e6,-50.15
214,nom,8,26,88,460,21,216,106,8,4,pass,62.07,6.761e-9,8.634e-9,31.58e-6,78.47,249.4e6,4.41e6,249.8e6,965e-6,47.95,2,2,2,2,2,2,2,1,2,2,2,2,200.4e6,-48.9
215,nom,8,26,88,460,42,432,211,16,8,pass,61.62,7.018e-9,8.628e-9,26.14e-6,67.39,198.4e6,3.837e6,198.6e6,965.3e-6,48.5,2,2,2,2,2,2,2,1,2,2,2,2,189.9e6,-49.7
216,nom,8,26,88,460,83,864,421,32,16,pass,61.18,7.281e-9,8.691e-9,21.68e-6,64.94,170.3e6,3.179e6,172.1e6,965.6e-6,48.7,2,2,2,2,2,2,2,1,2,2,2,2,163.2e6,-50.1

