Point,Corner,L_Mn_drive,L_Mn_tail1,L_Mp_stg1,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,Pass/Fail,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value
418,nom,275e-9,1.6e-6,350e-9,1,22,19.2,115.2,454,pass,5.514e-9,7.882e-9,19.41e-6,55.59,241e6,4.05e6,242.6e6,1.861e-3,49.92,2,2,2,2,2,2,2,1,2,2,2,2,237.8e6
419,nom,275e-9,1.6e-6,400e-9,1,22,19.2,115.2,520,pass,5.582e-9,7.875e-9,17.73e-6,49.33,219.5e6,3.651e6,222e6,1.861e-3,50.28,2,2,2,2,2,2,2,1,2,2,2,2,219.4e6
420,nom,275e-9,1.6e-6,450e-9,1,22,19.2,115.2,585,near,5.646e-9,7.881e-9,16.53e-6,44.69,194.9e6,3.303e6,195.7e6,1.861e-3,50.59,2,2,2,2,2,2,2,1,2,2,2,2,210.4e6
421,nom,275e-9,1.7e-6,200e-9,1,22,20.4,122.4,260,pass,5.155e-9,8.13e-9,31.79e-6,76.33,329.6e6,6.069e6,332.3e6,1.965e-3,48.25,2,2,2,2,2,2,2,1,2,2,2,2,311.3e6
422,nom,275e-9,1.7e-6,250e-9,1,22,20.4,122.4,325,pass,5.234e-9,7.932e-9,25.78e-6,68.73,303.5e6,5.342e6,305.6e6,1.965e-3,48.92,2,2,2,2,2,2,2,1,2,2,2,2,291.2e6
423,nom,275e-9,1.7e-6,300e-9,1,22,20.4,122.4,390,pass,5.315e-9,7.847e-9,21.98e-6,61.7,275.5e6,4.744e6,278.8e6,1.965e-3,49.42,2,2,2,2,2,2,2,1,2,2,2,2,279.5e6
424,nom,275e-9,1.7e-6,350e-9,1,22,20.4,122.4,454,pass,5.388e-9,7.814e-9,19.47e-6,55.24,252e6,4.245e6,252.1e6,1.965e-3,49.82,2,2,2,2,2,2,2,1,2,2,2,2,251.9e6
425,nom,275e-9,1.7e-6,400e-9,1,22,20.4,122.4,520,pass,5.45e-9,7.805e-9,17.79e-6,49.44,226.3e6,3.815e6,228.9e6,1.965e-3,50.18,2,2,2,2,2,2,2,1,2,2,2,2,240.4e6
426,nom,275e-9,1.7e-6,450e-9,1,22,20.4,122.4,585,near,5.509e-9,7.808e-9,16.59e-6,44.73,201.5e6,3.468e6,202e6,1.965e-3,50.5,2,2,2,2,2,2,2,1,2,2,2,2,217.5e6
427,nom,275e-9,1.8e-6,200e-9,1,22,21.6,129.6,260,pass,5.043e-9,8.078e-9,31.87e-6,76.56,345.5e6,6.343e6,349.9e6,2.071e-3,48.13,2,2,2,2,2,2,2,1,2,2,2,2,329.8e6
428,nom,275e-9,1.8e-6,250e-9,1,22,21.6,129.6,325,pass,5.116e-9,7.874e-9,25.86e-6,68.72,318.1e6,5.604e6,318.6e6,2.071e-3,48.81,2,2,2,2,2,2,2,1,2,2,2,2,314.7e6
429,nom,275e-9,1.8e-6,300e-9,1,22,21.6,129.6,390,pass,5.191e-9,7.784e-9,22.05e-6,61.49,288.5e6,4.952e6,291.8e6,2.071e-3,49.31,2,2,2,2,2,2,2,1,2,2,2,2,294.8e6
430,nom,275e-9,1.8e-6,350e-9,1,22,21.6,129.6,454,pass,5.259e-9,7.747e-9,19.54e-6,54.73,264e6,4.454e6,266.2e6,2.071e-3,49.72,2,2,2,2,2,2,2,1,2,2,2,2,264.6e6
431,nom,275e-9,1.8e-6,400e-9,1,22,21.6,129.6,520,pass,5.317e-9,7.735e-9,17.85e-6,48.74,236.8e6,3.984e6,238.7e6,2.071e-3,50.08,2,2,2,2,2,2,2,1,2,2,2,2,245.5e6
432,nom,275e-9,1.8e-6,450e-9,1,22,21.6,129.6,585,near,5.37e-9,7.736e-9,16.65e-6,43.96,210.4e6,3.636e6,212.3e6,2.071e-3,50.4,2,2,2,2,2,2,2,1,2,2,2,2,225.7e6
433,nom,275e-9,1.9e-6,200e-9,1,22,22.8,136.8,260,near,4.955e-9,8.039e-9,31.94e-6,74.6,346.7e6,6.647e6,351.2e6,2.172e-3,48.03,2,2,2,2,2,2,2,1,1,2,2,2,345.9e6
434,nom,275e-9,1.9e-6,250e-9,1,22,22.8,136.8,325,near,5.023e-9,7.83e-9,25.93e-6,67.79,321e6,5.839e6,322.1e6,2.173e-3,48.71,2,2,2,2,2,2,2,1,1,2,2,2,328.9e6
435,nom,275e-9,1.9e-6,300e-9,1,22,22.8,136.8,390,pass,5.094e-9,7.737e-9,22.11e-6,61.36,299.9e6,5.151e6,302.3e6,2.173e-3,49.21,2,2,2,2,2,2,2,1,2,2,2,2,305.9e6
436,nom,275e-9,1.9e-6,350e-9,1,22,22.8,136.8,454,pass,5.159e-9,7.697e-9,19.6e-6,54.93,268.7e6,4.638e6,271.5e6,2.173e-3,49.63,2,2,2,2,2,2,2,1,2,2,2,2,278.2e6
437,nom,275e-9,1.9e-6,400e-9,1,22,22.8,136.8,520,pass,5.213e-9,7.682e-9,17.9e-6,49.04,242.2e6,4.168e6,243.6e6,2.173e-3,50,2,2,2,2,2,2,2,1,2,2,2,2,258.6e6
438,nom,275e-9,1.9e-6,450e-9,1,22,22.8,136.8,585,near,5.262e-9,7.682e-9,16.7e-6,44.18,216e6,3.784e6,218.4e6,2.173e-3,50.32,2,2,2,2,2,2,2,1,2,2,2,2,236.3e6
439,nom,275e-9,2e-6,200e-9,2,22,24,144,260,near,6.485e-9,8.901e-9,31.22e-6,74.42,216.3e6,3.79e6,219e6,1.129e-3,49.35,2,3,2,2,2,2,2,1,2,2,2,2,180.5e6
440,nom,275e-9,2e-6,250e-9,2,22,24,144,325,pass,6.629e-9,8.775e-9,25.22e-6,68.26,201.1e6,3.351e6,201.4e6,1.129e-3,49.97,2,2,2,2,2,2,2,1,2,2,2,2,172.7e6
441,nom,275e-9,2e-6,300e-9,2,22,24,144,390,pass,6.768e-9,8.745e-9,21.46e-6,62.19,186.2e6,2.98e6,188e6,1.129e-3,50.43,2,2,2,2,2,2,2,1,2,2,2,2,161.3e6
442,nom,275e-9,2e-6,350e-9,2,22,24,144,454,pass,6.892e-9,8.753e-9,18.98e-6,55.98,169.9e6,2.664e6,171.7e6,1.129e-3,50.81,2,2,2,2,2,2,2,1,2,2,2,2,144.8e6
443,nom,275e-9,2e-6,400e-9,2,22,24,144,520,pass,6.998e-9,8.776e-9,17.31e-6,50.42,152.8e6,2.386e6,153.7e6,1.129e-3,51.15,2,2,2,2,2,2,2,1,2,2,2,2,143.9e6
444,nom,275e-9,2e-6,450e-9,2,22,24,144,585,pass,7.095e-9,8.808e-9,16.11e-6,45.48,137.4e6,2.151e6,139e6,1.129e-3,51.45,2,2,2,2,2,2,2,1,2,2,2,2,130.3e6
445,nom,275e-9,2.1e-6,200e-9,2,22,25.2,151.2,260,pass,6.358e-9,8.819e-9,31.25e-6,74.55,224.2e6,3.922e6,227.2e6,1.18e-3,49.29,2,2,2,2,2,2,2,1,2,2,2,2,189.7e6
446,nom,275e-9,2.1e-6,250e-9,2,22,25.2,151.2,325,pass,6.496e-9,8.687e-9,25.25e-6,68.3,208.6e6,3.48e6,210.4e6,1.18e-3,49.91,2,2,2,2,2,2,2,1,2,2,2,2,177.4e6
447,nom,275e-9,2.1e-6,300e-9,2,22,25.2,151.2,390,pass,6.63e-9,8.651e-9,21.49e-6,61.85,191.1e6,3.085e6,192.5e6,1.18e-3,50.38,2,2,2,2,2,2,2,1,2,2,2,2,171.4e6
448,nom,275e-9,2.1e-6,350e-9,2,22,25.2,151.2,454,pass,6.748e-9,8.656e-9,19.01e-6,55.81,174.7e6,2.767e6,176.8e6,1.18e-3,50.76,2,2,2,2,2,2,2,1,2,2,2,2,151.5e6
449,nom,275e-9,2.1e-6,400e-9,2,22,25.2,151.2,520,pass,6.848e-9,8.676e-9,17.34e-6,50.28,157.5e6,2.467e6,157.7e6,1.18e-3,51.1,2,2,2,2,2,2,2,1,2,2,2,2,149.8e6
450,nom,275e-9,2.1e-6,450e-9,2,22,25.2,151.2,585,pass,6.938e-9,8.704e-9,16.15e-6,45.29,141.7e6,2.233e6,143.4e6,1.18e-3,51.4,2,2,2,2,2,2,2,1,2,2,2,2,135e6
451,nom,275e-9,2.2e-6,200e-9,2,22,26.4,158.4,260,pass,6.241e-9,8.745e-9,31.29e-6,74.72,232.1e6,4.065e6,234.7e6,1.231e-3,49.23,2,2,2,2,2,2,2,1,2,2,2,2,200e6
452,nom,275e-9,2.2e-6,250e-9,2,22,26.4,158.4,325,pass,6.373e-9,8.605e-9,25.29e-6,68.35,216.1e6,3.603e6,218.7e6,1.231e-3,49.86,2,2,2,2,2,2,2,1,2,2,2,2,186.2e6
453,nom,275e-9,2.2e-6,300e-9,2,22,26.4,158.4,390,pass,6.5e-9,8.565e-9,21.52e-6,61.77,198.1e6,3.187e6,198.3e6,1.231e-3,50.32,2,2,2,2,2,2,2,1,2,2,2,2,169e6
454,nom,275e-9,2.2e-6,350e-9,2,22,26.4,158.4,454,pass,6.613e-9,8.566e-9,19.04e-6,55.55,181.2e6,2.864e6,183.3e6,1.231e-3,50.71,2,2,2,2,2,2,2,1,2,2,2,2,157.8e6
455,nom,275e-9,2.2e-6,400e-9,2,22,26.4,158.4,520,pass,6.708e-9,8.583e-9,17.37e-6,49.89,163.2e6,2.553e6,164.1e6,1.231e-3,51.05,2,2,2,2,2,2,2,1,2,2,2,2,152e6
456,nom,275e-9,2.2e-6,450e-9,2,22,26.4,158.4,585,pass,6.793e-9,8.609e-9,16.18e-6,45.16,145.9e6,2.312e6,147.5e6,1.231e-3,51.35,2,2,2,2,2,2,2,1,2,2,2,2,139.7e6
457,nom,275e-9,2.3e-6,200e-9,2,22,27.6,165.6,260,pass,6.112e-9,8.664e-9,31.33e-6,74.81,241.2e6,4.241e6,242.9e6,1.284e-3,49.16,2,2,2,2,2,2,2,1,2,2,2,2,207e6
458,nom,275e-9,2.3e-6,250e-9,2,22,27.6,165.6,325,pass,6.238e-9,8.518e-9,25.33e-6,67.56,221.7e6,3.749e6,224.5e6,1.284e-3,49.8,2,2,2,2,2,2,2,1,2,2,2,2,195.3e6
459,nom,275e-9,2.3e-6,300e-9,2,22,27.6,165.6,390,pass,6.359e-9,8.472e-9,21.56e-6,61.58,206.1e6,3.324e6,207.4e6,1.284e-3,50.27,2,2,2,2,2,2,2,1,2,2,2,2,188.3e6
460,nom,275e-9,2.3e-6,350e-9,2,22,27.6,165.6,454,pass,6.468e-9,8.469e-9,19.08e-6,55.31,186.4e6,2.975e6,188.2e6,1.284e-3,50.65,2,2,2,2,2,2,2,1,2,2,2,2,165.1e6
461,nom,275e-9,2.3e-6,400e-9,2,22,27.6,165.6,520,pass,6.557e-9,8.483e-9,17.41e-6,49.7,168.3e6,2.664e6,169.9e6,1.284e-3,51,2,2,2,2,2,2,2,1,2,2,2,2,158.3e6
462,nom,275e-9,2.3e-6,450e-9,2,22,27.6,165.6,585,near,6.637e-9,8.507e-9,16.22e-6,44.93,150.7e6,2.402e6,151.8e6,1.284e-3,51.3,2,2,2,2,2,2,2,1,2,2,2,2,146.2e6
463,nom,275e-9,2.4e-6,200e-9,2,22,28.8,172.8,260,pass,6.011e-9,8.602e-9,31.36e-6,74.94,248.9e6,4.385e6,249.4e6,1.334e-3,49.1,2,2,2,2,2,2,2,1,2,2,2,2,215.2e6
464,nom,275e-9,2.4e-6,250e-9,2,22,28.8,172.8,325,pass,6.132e-9,8.45e-9,25.36e-6,67.59,228.7e6,3.861e6,231.4e6,1.334e-3,49.74,2,2,2,2,2,2,2,1,2,2,2,2,206.9e6
465,nom,275e-9,2.4e-6,300e-9,2,22,28.8,172.8,390,pass,6.249e-9,8.401e-9,21.59e-6,61.25,210e6,3.44e6,211.9e6,1.334e-3,50.21,2,2,2,2,2,2,2,1,2,2,2,2,195.8e6
466,nom,275e-9,2.4e-6,350e-9,2,22,28.8,172.8,454,pass,6.352e-9,8.395e-9,19.11e-6,55.08,192.6e6,3.063e6,193.7e6,1.334e-3,50.6,2,2,2,2,2,2,2,1,2,2,2,2,182.1e6
467,nom,275e-9,2.4e-6,400e-9,2,22,28.8,172.8,520,pass,6.437e-9,8.406e-9,17.44e-6,49.33,173.8e6,2.753e6,175.8e6,1.334e-3,50.95,2,2,2,2,2,2,2,1,2,2,2,2,164.1e6
468,nom,275e-9,2.4e-6,450e-9,2,22,28.8,172.8,585,near,6.514e-9,8.427e-9,16.25e-6,44.49,155.5e6,2.474e6,156e6,1.334e-3,51.25,2,2,2,2,2,2,2,1,2,2,2,2,151.9e6
469,nom,275e-9,2.5e-6,200e-9,2,22,30,180,260,pass,5.916e-9,8.545e-9,31.4e-6,73.52,252.3e6,4.535e6,252.6e6,1.384e-3,49.05,2,2,2,2,2,2,2,1,2,2,2,2,227.8e6
470,nom,275e-9,2.5e-6,250e-9,2,22,30,180,325,pass,6.033e-9,8.388e-9,25.39e-6,67.62,235.6e6,3.97e6,237.9e6,1.384e-3,49.69,2,2,2,2,2,2,2,1,2,2,2,2,213.7e6
471,nom,275e-9,2.5e-6,300e-9,2,22,30,180,390,pass,6.145e-9,8.334e-9,21.62e-6,61.18,216.6e6,3.547e6,219.1e6,1.384e-3,50.16,2,2,2,2,2,2,2,1,2,2,2,2,198.6e6
472,nom,275e-9,2.5e-6,350e-9,2,22,30,180,454,pass,6.244e-9,8.325e-9,19.14e-6,54.99,196.4e6,3.152e6,197e6,1.384e-3,50.55,2,2,2,2,2,2,2,1,2,2,2,2,188.8e6
473,nom,275e-9,2.5e-6,400e-9,2,22,30,180,520,pass,6.326e-9,8.335e-9,17.47e-6,49.33,177.6e6,2.841e6,179.7e6,1.384e-3,50.9,2,2,2,2,2,2,2,1,2,2,2,2,176.9e6
474,nom,275e-9,2.5e-6,450e-9,2,22,30,180,585,near,6.399e-9,8.354e-9,16.28e-6,44.48,159.2e6,2.553e6,159.3e6,1.384e-3,51.21,2,2,2,2,2,2,2,1,2,2,2,2,161.9e6
475,nom,275e-9,2.6e-6,200e-9,2,22,31.2,187.2,260,pass,5.827e-9,8.492e-9,31.43e-6,73.62,259.5e6,4.669e6,261.3e6,1.434e-3,48.99,2,2,2,2,2,2,2,1,2,2,2,2,236.8e6
476,nom,275e-9,2.6e-6,250e-9,2,22,31.2,187.2,325,pass,5.939e-9,8.33e-9,25.43e-6,67.64,242.6e6,4.098e6,244e6,1.434e-3,49.63,2,2,2,2,2,2,2,1,2,2,2,2,218.5e6
477,nom,275e-9,2.6e-6,300e-9,2,22,31.2,187.2,390,pass,6.047e-9,8.273e-9,21.65e-6,61.08,223.1e6,3.65e6,225.9e6,1.434e-3,50.11,2,2,2,2,2,2,2,1,2,2,2,2,206.6e6
478,nom,275e-9,2.6e-6,350e-9,2,22,31.2,187.2,454,pass,6.143e-9,8.261e-9,19.17e-6,54.79,202.3e6,3.253e6,202.9e6,1.434e-3,50.5,2,2,2,2,2,2,2,1,2,2,2,2,197.4e6
479,nom,275e-9,2.6e-6,400e-9,2,22,31.2,187.2,520,pass,6.221e-9,8.268e-9,17.5e-6,48.99,182.9e6,2.924e6,184.9e6,1.434e-3,50.85,2,2,2,2,2,2,2,1,2,2,2,2,176.3e6
480,nom,275e-9,2.6e-6,450e-9,2,22,31.2,187.2,585,near,6.291e-9,8.286e-9,16.31e-6,44.06,163.8e6,2.637e6,164.8e6,1.434e-3,51.16,2,2,2,2,2,2,2,1,2,2,2,2,165.9e6
481,nom,275e-9,2.7e-6,200e-9,2,22,32.4,194.4,260,pass,5.743e-9,8.443e-9,31.47e-6,73.71,266.5e6,4.798e6,269.3e6,1.485e-3,48.93,2,2,2,2,2,2,2,1,2,2,2,2,245.3e6
482,nom,275e-9,2.7e-6,250e-9,2,22,32.4,194.4,325,pass,5.851e-9,8.277e-9,25.46e-6,67.67,249.5e6,4.225e6,249.9e6,1.485e-3,49.58,2,2,2,2,2,2,2,1,2,2,2,2,233.6e6
483,nom,275e-9,2.7e-6,300e-9,2,22,32.4,194.4,390,pass,5.955e-9,8.216e-9,21.69e-6,60.99,229.7e6,3.75e6,232.3e6,1.485e-3,50.06,2,2,2,2,2,2,2,1,2,2,2,2,219.9e6
484,nom,275e-9,2.7e-6,350e-9,2,22,32.4,194.4,454,pass,6.047e-9,8.202e-9,19.2e-6,54.57,208.2e6,3.352e6,209.8e6,1.485e-3,50.45,2,2,2,2,2,2,2,1,2,2,2,2,197.3e6
485,nom,275e-9,2.7e-6,400e-9,2,22,32.4,194.4,520,pass,6.123e-9,8.207e-9,17.53e-6,49.06,186.4e6,3.008e6,188.1e6,1.484e-3,50.8,2,2,2,2,2,2,2,1,2,2,2,2,191e6
486,nom,275e-9,2.7e-6,450e-9,2,22,32.4,194.4,585,near,6.19e-9,8.222e-9,16.34e-6,44.12,167.2e6,2.721e6,168.8e6,1.484e-3,51.11,2,2,2,2,2,2,2,1,2,2,2,2,175.2e6
487,nom,275e-9,2.8e-6,200e-9,2,22,33.6,201.6,260,pass,5.651e-9,8.391e-9,31.51e-6,73.75,274.6e6,4.942e6,278.1e6,1.537e-3,48.87,2,2,2,2,2,2,2,1,2,2,2,2,258.1e6
488,nom,275e-9,2.8e-6,250e-9,2,22,33.6,201.6,325,pass,5.754e-9,8.22e-9,25.5e-6,67.63,257.4e6,4.365e6,258.8e6,1.537e-3,49.52,2,2,2,2,2,2,2,1,2,2,2,2,245.2e6
489,nom,275e-9,2.8e-6,300e-9,2,22,33.6,201.6,390,pass,5.855e-9,8.155e-9,21.72e-6,60.6,233.2e6,3.869e6,235.7e6,1.537e-3,50,2,2,2,2,2,2,2,1,2,2,2,2,228.8e6
490,nom,275e-9,2.8e-6,350e-9,2,22,33.6,201.6,454,pass,5.944e-9,8.138e-9,19.23e-6,54.45,212e6,3.47e6,214.1e6,1.537e-3,50.4,2,2,2,2,2,2,2,1,2,2,2,2,209.4e6
491,nom,275e-9,2.8e-6,400e-9,2,22,33.6,201.6,520,pass,6.016e-9,8.141e-9,17.56e-6,48.65,192.2e6,3.098e6,193.3e6,1.537e-3,50.75,2,2,2,2,2,2,2,1,2,2,2,2,197.5e6
492,nom,275e-9,2.8e-6,450e-9,2,22,33.6,201.6,585,near,6.08e-9,8.154e-9,16.37e-6,43.63,172.3e6,2.812e6,174.2e6,1.537e-3,51.06,2,2,2,2,2,2,2,1,2,2,2,2,178.7e6
493,nom,275e-9,2.9e-6,200e-9,2,22,34.8,208.8,260,pass,5.577e-9,8.35e-9,31.54e-6,73.87,281.5e6,5.074e6,285.2e6,1.587e-3,48.81,2,2,2,2,2,2,2,1,2,2,2,2,270.6e6
494,nom,275e-9,2.9e-6,250e-9,2,22,34.8,208.8,325,pass,5.677e-9,8.174e-9,25.54e-6,66.81,259.5e6,4.494e6,261.3e6,1.587e-3,49.47,2,2,2,2,2,2,2,1,2,2,2,2,258.8e6
495,nom,275e-9,2.9e-6,300e-9,2,22,34.8,208.8,390,pass,5.774e-9,8.107e-9,21.75e-6,60.53,239.3e6,3.962e6,241.2e6,1.587e-3,49.95,2,2,2,2,2,2,2,1,2,2,2,2,239.1e6
496,nom,275e-9,2.9e-6,350e-9,2,22,34.8,208.8,454,pass,5.86e-9,8.087e-9,19.26e-6,54.27,217.6e6,3.562e6,220.1e6,1.587e-3,50.35,2,2,2,2,2,2,2,1,2,2,2,2,219.2e6
497,nom,275e-9,2.9e-6,400e-9,2,22,34.8,208.8,520,pass,5.93e-9,8.088e-9,17.59e-6,48.77,195.2e6,3.181e6,195.9e6,1.587e-3,50.71,2,2,2,2,2,2,2,1,2,2,2,2,206.4e6
498,nom,275e-9,2.9e-6,450e-9,2,22,34.8,208.8,585,near,5.992e-9,8.1e-9,16.4e-6,43.76,175.4e6,2.892e6,177.5e6,1.587e-3,51.02,2,2,2,2,2,2,2,1,2,2,2,2,185.9e6
499,nom,275e-9,3e-6,200e-9,3,22,36,216,260,near,6.557e-9,8.95e-9,31.2e-6,73.53,212.1e6,3.687e6,214.4e6,1.092e-3,49.48,2,3,2,2,2,2,2,1,2,2,2,2,184.4e6
500,nom,275e-9,3e-6,250e-9,3,22,36,216,325,near,6.705e-9,8.828e-9,25.2e-6,67.32,197e6,3.249e6,197.5e6,1.092e-3,50.11,3,3,2,2,2,2,2,1,2,2,2,2,173.5e6
501,nom,275e-9,3e-6,300e-9,3,22,36,216,390,near,6.845e-9,8.8e-9,21.44e-6,61.23,182.1e6,2.899e6,184.2e6,1.092e-3,50.57,3,3,2,2,2,2,2,1,2,2,2,2,162.9e6
502,nom,275e-9,3e-6,350e-9,3,22,36,216,454,near,6.968e-9,8.811e-9,18.96e-6,55.05,166.1e6,2.584e6,167.4e6,1.092e-3,50.95,3,3,2,2,2,2,2,1,2,2,2,2,150e6
503,nom,275e-9,3e-6,400e-9,3,22,36,216,520,near,7.07e-9,8.836e-9,17.29e-6,49.53,149.4e6,2.321e6,150.7e6,1.092e-3,51.29,3,3,2,2,2,2,2,1,2,2,2,2,140.5e6
504,nom,275e-9,3e-6,450e-9,3,22,36,216,585,near,7.16e-9,8.869e-9,16.1e-6,44.61,134.3e6,2.086e6,135.7e6,1.092e-3,51.6,3,3,2,2,2,2,2,1,2,2,2,2,125.3e6
505,nom,300e-9,1e-6,200e-9,1,24,12,72,260,pass,6.271e-9,8.539e-9,30.89e-6,75.79,226.9e6,4.004e6,229.8e6,1.224e-3,49.22,2,2,2,2,2,2,2,1,2,2,2,2,194.7e6
506,nom,300e-9,1e-6,250e-9,1,24,12,72,325,pass,6.412e-9,8.4e-9,24.83e-6,69.65,211e6,3.556e6,213.2e6,1.224e-3,49.84,2,2,2,2,2,2,2,1,2,2,2,2,183.8e6
507,nom,300e-9,1e-6,300e-9,1,24,12,72,390,pass,6.556e-9,8.361e-9,21.02e-6,63.55,195.9e6,3.144e6,196.6e6,1.224e-3,50.29,2,2,2,2,2,2,2,1,2,2,2,2,171.2e6
508,nom,300e-9,1e-6,350e-9,1,24,12,72,454,pass,6.698e-9,8.365e-9,18.49e-6,57.21,178.9e6,2.827e6,181e6,1.224e-3,50.67,2,2,2,2,2,2,2,1,2,2,2,2,160.9e6
509,nom,300e-9,1e-6,400e-9,1,24,12,72,520,pass,6.835e-9,8.385e-9,16.78e-6,51.61,160.6e6,2.516e6,161e6,1.224e-3,51.01,2,2,2,2,2,2,2,1,2,2,2,2,149.8e6
510,nom,300e-9,1e-6,450e-9,1,24,12,72,585,pass,6.979e-9,8.414e-9,15.55e-6,46.62,144e6,2.281e6,145.6e6,1.224e-3,51.31,2,2,2,2,2,2,2,1,2,2,2,2,136.1e6
511,nom,300e-9,1.1e-6,200e-9,1,24,13.2,79.2,260,pass,6.033e-9,8.385e-9,30.96e-6,76.17,243.9e6,4.324e6,245.2e6,1.331e-3,49.1,2,2,2,2,2,2,2,1,2,2,2,2,211.2e6
512,nom,300e-9,1.1e-6,250e-9,1,24,13.2,79.2,325,pass,6.162e-9,8.233e-9,24.9e-6,69.78,227.4e6,3.808e6,230.2e6,1.331e-3,49.72,2,2,2,2,2,2,2,1,2,2,2,2,201.5e6
513,nom,300e-9,1.1e-6,300e-9,1,24,13.2,79.2,390,pass,6.293e-9,8.184e-9,21.08e-6,63.13,208.4e6,3.39e6,210e6,1.331e-3,50.19,2,2,2,2,2,2,2,1,2,2,2,2,180.1e6
514,nom,300e-9,1.1e-6,350e-9,1,24,13.2,79.2,454,pass,6.419e-9,8.18e-9,18.55e-6,56.76,190.9e6,3.025e6,192.2e6,1.331e-3,50.57,2,2,2,2,2,2,2,1,2,2,2,2,175.1e6
515,nom,300e-9,1.1e-6,400e-9,1,24,13.2,79.2,520,pass,6.539e-9,8.194e-9,16.84e-6,51.01,171.7e6,2.715e6,173.5e6,1.331e-3,50.91,2,2,2,2,2,2,2,1,2,2,2,2,163.7e6
516,nom,300e-9,1.1e-6,450e-9,1,24,13.2,79.2,585,pass,6.662e-9,8.219e-9,15.61e-6,46.3,153.1e6,2.442e6,153.9e6,1.331e-3,51.21,2,2,2,2,2,2,2,1,2,2,2,2,150.2e6
517,nom,300e-9,1.2e-6,200e-9,1,24,14.4,86.4,260,pass,5.827e-9,8.256e-9,31.03e-6,76.52,260.6e6,4.616e6,262.6e6,1.438e-3,48.98,2,2,2,2,2,2,2,1,2,2,2,2,228.1e6
518,nom,300e-9,1.2e-6,250e-9,1,24,14.4,86.4,325,pass,5.945e-9,8.092e-9,24.97e-6,69.06,238.8e6,4.06e6,240.8e6,1.438e-3,49.61,2,2,2,2,2,2,2,1,2,2,2,2,218.4e6
519,nom,300e-9,1.2e-6,300e-9,1,24,14.4,86.4,390,pass,6.065e-9,8.035e-9,21.14e-6,62.71,219.6e6,3.62e6,222.3e6,1.438e-3,50.08,2,2,2,2,2,2,2,1,2,2,2,2,193.8e6
520,nom,300e-9,1.2e-6,350e-9,1,24,14.4,86.4,454,pass,6.178e-9,8.025e-9,18.61e-6,56.4,201.9e6,3.219e6,202.4e6,1.438e-3,50.47,2,2,2,2,2,2,2,1,2,2,2,2,189e6
521,nom,300e-9,1.2e-6,400e-9,1,24,14.4,86.4,520,pass,6.283e-9,8.034e-9,16.9e-6,50.54,182e6,2.898e6,184e6,1.438e-3,50.81,2,2,2,2,2,2,2,1,2,2,2,2,177.9e6
522,nom,300e-9,1.2e-6,450e-9,1,24,14.4,86.4,585,pass,6.389e-9,8.053e-9,15.67e-6,45.71,162.4e6,2.609e6,163.2e6,1.438e-3,51.11,2,2,2,2,2,2,2,1,2,2,2,2,163e6
523,nom,300e-9,1.3e-6,200e-9,1,24,15.6,93.6,260,pass,5.619e-9,8.13e-9,31.1e-6,74.99,273e6,4.941e6,276.4e6,1.549e-3,48.85,2,2,2,2,2,2,2,1,2,2,2,2,249e6
524,nom,300e-9,1.3e-6,250e-9,1,24,15.6,93.6,325,pass,5.726e-9,7.955e-9,25.05e-6,69.04,256e6,4.365e6,257e6,1.549e-3,49.49,2,2,2,2,2,2,2,1,2,2,2,2,235.5e6
525,nom,300e-9,1.3e-6,300e-9,1,24,15.6,93.6,390,pass,5.834e-9,7.889e-9,21.22e-6,62.37,235.8e6,3.863e6,238e6,1.549e-3,49.96,2,2,2,2,2,2,2,1,2,2,2,2,220.7e6
526,nom,300e-9,1.3e-6,350e-9,1,24,15.6,93.6,454,pass,5.936e-9,7.872e-9,18.68e-6,55.95,213.7e6,3.465e6,215.9e6,1.549e-3,50.35,2,2,2,2,2,2,2,1,2,2,2,2,204.6e6
527,nom,300e-9,1.3e-6,400e-9,1,24,15.6,93.6,520,pass,6.028e-9,7.876e-9,16.97e-6,49.98,193.1e6,3.095e6,194.1e6,1.549e-3,50.7,2,2,2,2,2,2,2,1,2,2,2,2,192.5e6
528,nom,300e-9,1.3e-6,450e-9,1,24,15.6,93.6,585,pass,6.118e-9,7.891e-9,15.74e-6,45.03,172.5e6,2.809e6,174.4e6,1.549e-3,51.01,2,2,2,2,2,2,2,1,2,2,2,2,177.3e6
529,nom,300e-9,1.4e-6,200e-9,1,24,16.8,100.8,260,pass,5.463e-9,8.04e-9,31.17e-6,75.24,287.7e6,5.228e6,291.3e6,1.654e-3,48.73,2,2,2,2,2,2,2,1,2,2,2,2,258.6e6
530,nom,300e-9,1.4e-6,250e-9,1,24,16.8,100.8,325,pass,5.562e-9,7.856e-9,25.11e-6,69.13,270.8e6,4.605e6,274e6,1.654e-3,49.38,2,2,2,2,2,2,2,1,2,2,2,2,247.8e6
