Point,Corner,ibias,mul_cap,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg1,nf_Mp_stg2,nf_Rz,nf_Mp3,nf_Mp4,Pass/Fail,CMRR_DC,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value,PSRR_DC
4.709e3,nom,14e-6,14,4,13,44,115,83,432,260,32,16,pass,59.62,7.439e-9,10.29e-9,28.46e-6,71.09,167e6,3.429e6,168.5e6,769e-6,47.27,2,2,2,2,2,2,2,1,2,2,2,2,184.9e6,-48.31
4.71e3,nom,14e-6,14,4,13,44,115,124,648,382,46,23,pass,59.45,7.587e-9,10.32e-9,25.89e-6,69.5,160.7e6,3.182e6,161.2e6,769.2e-6,47.27,2,2,2,2,2,2,2,1,2,2,2,2,181.8e6,-48.4
4.711e3,nom,14e-6,14,4,13,44,230,21,216,130,8,4,pass,60.81,6.926e-9,10.33e-9,39.96e-6,89.29,187e6,3.881e6,189e6,1.332e-3,46.38,2,2,2,2,2,2,2,1,2,2,2,2,164.2e6,-46.85
4.712e3,nom,14e-6,14,4,13,44,230,42,432,260,16,8,pass,60.16,7.185e-9,10.27e-9,33.62e-6,83.12,171.1e6,3.449e6,173.3e6,1.333e-3,47.03,2,2,2,2,2,2,2,1,2,2,2,2,169.1e6,-47.82
4.713e3,nom,14e-6,14,4,13,44,230,62,648,390,24,12,pass,59.68,7.34e-9,10.27e-9,30.54e-6,79.54,157.7e6,3.155e6,157.9e6,1.333e-3,47.21,2,2,2,2,2,2,2,1,2,2,2,2,166.8e6,-48.19
4.714e3,nom,14e-6,14,4,13,44,345,14,216,138,6,3,pass,61.8,6.791e-9,10.42e-9,44.15e-6,92.44,183.5e6,4.009e6,185.8e6,1.896e-3,45.7,2,2,2,2,2,2,2,1,2,2,2,2,155e6,-45.88
4.715e3,nom,14e-6,14,4,13,44,345,28,432,276,12,6,pass,60.48,7.036e-9,10.29e-9,37.19e-6,87,169e6,3.479e6,170.9e6,1.896e-3,46.71,2,2,2,2,2,2,2,1,2,2,2,2,156.6e6,-47.34
4.716e3,nom,14e-6,14,4,13,44,345,42,648,390,16,8,pass,60.18,7.196e-9,10.27e-9,33.62e-6,82.63,153.8e6,3.153e6,154.6e6,1.897e-3,47.03,2,2,2,2,2,2,2,1,2,2,2,2,155.4e6,-47.82
4.717e3,nom,14e-6,14,4,13,66,115,62,216,130,16,8,pass,57.95,6.389e-9,9.886e-9,32.38e-6,75.6,291e6,5.156e6,293.6e6,862.9e-6,46.15,2,2,2,2,2,2,2,1,2,2,2,2,233.4e6,-47.03
4.718e3,nom,14e-6,14,4,13,66,115,124,432,260,32,16,pass,57.77,6.59e-9,9.868e-9,27.58e-6,64.43,214.1e6,4.744e6,216.3e6,863.3e-6,46.35,2,2,2,2,2,2,2,1,2,2,2,2,277e6,-47.39
4.719e3,nom,14e-6,14,4,13,66,115,186,648,382,46,23,pass,57.67,6.701e-9,9.875e-9,25.23e-6,59.17,187.4e6,4.441e6,189.2e6,863.5e-6,46.33,2,2,2,2,2,2,2,1,2,2,2,2,273.6e6,-47.44
4.72e3,nom,14e-6,14,4,13,66,230,31,216,130,8,4,pass,58.38,6.193e-9,9.968e-9,38.23e-6,87.18,255.1e6,5.365e6,256e6,1.426e-3,45.55,2,2,2,2,2,2,2,1,2,2,2,2,225.6e6,-46.11
4.721e3,nom,14e-6,14,4,13,66,230,62,432,260,16,8,pass,57.99,6.395e-9,9.886e-9,32.37e-6,79.38,228.8e6,4.771e6,231.7e6,1.427e-3,46.15,2,2,2,2,2,2,2,1,2,2,2,2,255.1e6,-47.01
4.722e3,nom,14e-6,14,4,13,66,230,93,648,390,24,12,pass,57.88,6.516e-9,9.869e-9,29.44e-6,74.87,208.4e6,4.408e6,210.2e6,1.427e-3,46.3,2,2,2,2,2,2,2,1,2,2,2,2,254.4e6,-47.28
4.723e3,nom,14e-6,14,4,13,66,345,21,216,138,6,3,pass,59.61,6.088e-9,10.05e-9,41.95e-6,91.7,251.4e6,5.549e6,251.4e6,1.99e-3,44.89,2,2,2,2,2,2,2,1,2,2,2,2,215.7e6,-45.07
4.724e3,nom,14e-6,14,4,13,66,345,42,432,276,12,6,pass,58.55,6.283e-9,9.922e-9,35.53e-6,84.71,227.3e6,4.807e6,230.3e6,1.991e-3,45.85,2,2,2,2,2,2,2,1,2,2,2,2,232.4e6,-46.47
4.725e3,nom,14e-6,14,4,13,66,345,62,648,390,16,8,pass,58.01,6.403e-9,9.886e-9,32.37e-6,79.62,202.6e6,4.397e6,203.4e6,1.991e-3,46.15,2,2,2,2,2,2,2,1,2,2,2,2,239.5e6,-47.01
4.735e3,nom,14e-6,14,4,26,44,115,42,216,130,16,8,pass,62.59,6.018e-9,7.914e-9,26.65e-6,76.98,272e6,4.183e6,274.6e6,771.3e-6,48.22,2,2,2,2,2,2,2,1,2,2,2,2,191.7e6,-49.04
4.736e3,nom,14e-6,14,4,26,44,115,83,432,260,32,16,pass,61.93,6.225e-9,7.918e-9,22.24e-6,65.49,204.1e6,3.806e6,205e6,771.7e-6,48.51,2,2,2,2,2,2,2,1,2,2,2,2,196.2e6,-49.58
4.737e3,nom,14e-6,14,4,26,44,115,124,648,382,46,23,pass,61.74,6.342e-9,7.941e-9,20.02e-6,62.72,197.8e6,3.549e6,198.1e6,771.8e-6,48.55,2,2,2,2,2,2,2,1,2,2,2,2,188.4e6,-49.71
4.738e3,nom,14e-6,14,4,26,44,230,21,216,130,8,4,pass,63.63,5.825e-9,7.983e-9,32e-6,87.03,238.4e6,4.377e6,240.6e6,1.335e-3,47.49,2,2,2,2,2,2,2,1,2,2,2,2,185.6e6,-47.97
4.739e3,nom,14e-6,14,4,26,44,230,42,432,260,16,8,pass,62.65,6.026e-9,7.913e-9,26.65e-6,79.77,215.1e6,3.846e6,217.7e6,1.335e-3,48.21,2,2,2,2,2,2,2,1,2,2,2,2,186.7e6,-49.02
4.74e3,nom,14e-6,14,4,26,44,230,62,648,390,24,12,pass,62.04,6.15e-9,7.909e-9,24.03e-6,71.01,184.1e6,3.539e6,186.2e6,1.335e-3,48.43,2,2,2,2,2,2,2,1,2,2,2,2,178.5e6,-49.44
4.741e3,nom,14e-6,14,4,26,44,345,14,216,138,6,3,pass,65.21,5.721e-9,8.068e-9,35.49e-6,91.24,234.4e6,4.549e6,237.1e6,1.898e-3,46.75,2,2,2,2,2,2,2,1,2,2,2,2,172.9e6,-46.92
4.742e3,nom,14e-6,14,4,26,44,345,28,432,276,12,6,pass,63.12,5.91e-9,7.943e-9,29.67e-6,84.78,213e6,3.889e6,215.5e6,1.899e-3,47.86,2,2,2,2,2,2,2,1,2,2,2,2,176.4e6,-48.49
4.743e3,nom,14e-6,14,4,26,44,345,42,648,390,16,8,pass,62.67,6.036e-9,7.913e-9,26.65e-6,79.88,191e6,3.545e6,192.5e6,1.899e-3,48.21,2,2,2,2,2,2,2,1,2,2,2,2,170.4e6,-49.02
4.744e3,nom,14e-6,14,4,26,66,115,62,216,130,16,8,pass,61.07,5.154e-9,7.285e-9,24.86e-6,65.31,326.9e6,5.842e6,328.6e6,867.7e-6,47.57,2,2,2,2,2,2,2,1,2,2,2,2,283.9e6,-48.48
4.745e3,nom,14e-6,14,4,26,66,115,124,432,260,32,16,pass,60.77,5.306e-9,7.257e-9,20.85e-6,55.24,305.1e6,5.329e6,306.4e6,868.1e-6,47.83,2,2,2,2,2,2,2,1,2,2,2,2,295.4e6,-48.91
4.746e3,nom,14e-6,14,4,26,66,115,186,648,382,46,23,pass,60.63,5.391e-9,7.258e-9,18.86e-6,51.67,256.7e6,4.953e6,257.6e6,868.3e-6,47.85,2,2,2,2,2,2,2,1,2,2,2,2,289.4e6,-49
4.747e3,nom,14e-6,14,4,26,66,230,31,216,130,8,4,pass,61.83,5.005e-9,7.373e-9,29.68e-6,81.84,345.6e6,6.09e6,349.7e6,1.431e-3,46.88,2,2,2,2,2,2,2,1,2,2,2,2,264.9e6,-47.48
4.748e3,nom,14e-6,14,4,26,66,230,62,432,260,16,8,pass,61.13,5.159e-9,7.285e-9,24.86e-6,69.23,269e6,5.404e6,271.9e6,1.432e-3,47.57,2,2,2,2,2,2,2,1,2,2,2,2,282.1e6,-48.46
4.749e3,nom,14e-6,14,4,26,66,230,93,648,390,24,12,pass,60.92,5.251e-9,7.263e-9,22.42e-6,68.25,268e6,4.947e6,270.6e6,1.432e-3,47.76,2,2,2,2,2,2,2,1,2,2,2,2,270.7e6,-48.77
4.75e3,nom,14e-6,14,4,26,66,345,21,216,138,6,3,pass,63.82,4.928e-9,7.455e-9,32.71e-6,83.11,309.7e6,6.305e6,311e6,1.995e-3,46.17,2,2,2,2,2,2,2,1,2,2,2,2,247.7e6,-46.36
4.751e3,nom,14e-6,14,4,26,66,345,42,432,276,12,6,pass,61.94,5.073e-9,7.325e-9,27.46e-6,80.16,301.2e6,5.466e6,303.7e6,1.995e-3,47.23,2,2,2,2,2,2,2,1,2,2,2,2,266.3e6,-47.88
4.752e3,nom,14e-6,14,4,26,66,345,62,648,390,16,8,pass,61.15,5.165e-9,7.285e-9,24.86e-6,70.22,242.3e6,4.953e6,243.9e6,1.996e-3,47.57,2,2,2,2,2,2,2,1,2,2,2,2,260.8e6,-48.46
4.762e3,nom,14e-6,14,4,39,44,115,42,216,130,16,8,pass,63.78,5.538e-9,6.98e-9,23.78e-6,71.81,307.3e6,4.436e6,308.5e6,772.5e-6,48.77,2,2,2,2,2,2,2,1,2,2,2,2,201.1e6,-49.6
4.763e3,nom,14e-6,14,4,39,44,115,83,432,260,32,16,pass,63.03,5.718e-9,6.981e-9,19.7e-6,63.02,253.9e6,4.003e6,254.4e6,772.9e-6,49.1,2,2,2,2,2,2,2,1,2,2,2,2,199e6,-50.18
4.764e3,nom,14e-6,14,4,39,44,115,124,648,382,46,23,pass,62.79,5.824e-9,7.001e-9,17.63e-6,58.61,217.3e6,3.738e6,219.5e6,773.1e-6,49.16,2,2,2,2,2,2,2,1,2,2,2,2,190.5e6,-50.32
4.765e3,nom,14e-6,14,4,39,44,230,21,216,130,8,4,pass,65.08,5.367e-9,7.05e-9,28.69e-6,84.93,269.6e6,4.646e6,272.8e6,1.336e-3,48,2,2,2,2,2,2,2,1,2,2,2,2,196.6e6,-48.48
4.766e3,nom,14e-6,14,4,39,44,230,42,432,260,16,8,pass,63.85,5.545e-9,6.98e-9,23.78e-6,77.25,240.7e6,4.068e6,242.5e6,1.336e-3,48.76,2,2,2,2,2,2,2,1,2,2,2,2,191.9e6,-49.58
4.767e3,nom,14e-6,14,4,39,44,230,62,648,390,24,12,pass,63.15,5.652e-9,6.974e-9,21.36e-6,72.91,218.7e6,3.736e6,221.4e6,1.337e-3,49,2,2,2,2,2,2,2,1,2,2,2,2,181.4e6,-50.02
4.768e3,nom,14e-6,14,4,39,44,345,14,216,138,6,3,pass,67.14,5.277e-9,7.134e-9,31.88e-6,89.83,265.7e6,4.828e6,268.6e6,1.9e-3,47.23,2,2,2,2,2,2,2,1,2,2,2,2,182.9e6,-47.37
4.769e3,nom,14e-6,14,4,39,44,345,28,432,276,12,6,pass,64.43,5.443e-9,7.011e-9,26.55e-6,82.94,239.2e6,4.129e6,241.3e6,1.9e-3,48.38,2,2,2,2,2,2,2,1,2,2,2,2,183.7e6,-49.02
4.77e3,nom,14e-6,14,4,39,44,345,42,648,390,16,8,pass,63.88,5.554e-9,6.98e-9,23.77e-6,73.09,201.5e6,3.751e6,202e6,1.9e-3,48.76,2,2,2,2,2,2,2,1,2,2,2,2,174.9e6,-49.57
4.771e3,nom,14e-6,14,4,39,66,115,62,216,130,16,8,pass,62.46,4.657e-9,6.273e-9,21.85e-6,56.22,424.7e6,6.185e6,427e6,869.9e-6,48.22,2,2,2,2,2,2,2,1,2,2,2,2,295.5e6,-49.14
4.772e3,nom,14e-6,14,4,39,66,115,124,432,260,32,16,pass,62.07,4.79e-9,6.242e-9,18.18e-6,49.51,335e6,5.66e6,337.3e6,870.3e-6,48.51,2,2,2,2,2,2,2,1,2,2,2,2,300.8e6,-49.61
4.773e3,nom,14e-6,14,4,39,66,115,186,648,382,46,23,pass,61.91,4.866e-9,6.241e-9,16.34e-6,47.9,249.1e6,5.266e6,249.5e6,870.4e-6,48.55,2,2,2,2,2,2,2,1,2,2,2,2,290.2e6,-49.72
4.774e3,nom,14e-6,14,4,39,66,230,31,216,130,8,4,pass,63.44,4.529e-9,6.36e-9,26.22e-6,74.41,350.4e6,6.5e6,354.6e6,1.433e-3,47.49,2,2,2,2,2,2,2,1,2,2,2,2,282.8e6,-48.09
4.775e3,nom,14e-6,14,4,39,66,230,62,432,260,16,8,pass,62.52,4.662e-9,6.272e-9,21.85e-6,68.69,339.6e6,5.75e6,342.8e6,1.434e-3,48.22,2,2,2,2,2,2,2,1,2,2,2,2,290e6,-49.13
4.776e3,nom,14e-6,14,4,39,66,230,93,648,390,24,12,pass,62.26,4.743e-9,6.249e-9,19.62e-6,63.93,300.8e6,5.271e6,303e6,1.434e-3,48.43,2,2,2,2,2,2,2,1,2,2,2,2,276.5e6,-49.45
4.777e3,nom,14e-6,14,4,39,66,345,21,216,138,6,3,pass,65.99,4.461e-9,6.441e-9,28.97e-6,84.41,403.9e6,6.776e6,405e6,1.997e-3,46.75,2,2,2,2,2,2,2,1,2,2,2,2,268.2e6,-46.92
4.778e3,nom,14e-6,14,4,39,66,345,42,432,276,12,6,pass,63.49,4.588e-9,6.313e-9,24.22e-6,76.49,345.5e6,5.826e6,349.4e6,1.998e-3,47.85,2,2,2,2,2,2,2,1,2,2,2,2,278.1e6,-48.5
4.779e3,nom,14e-6,14,4,39,66,345,62,648,390,16,8,pass,62.54,4.667e-9,6.272e-9,21.85e-6,71.91,294.6e6,5.286e6,297.6e6,1.998e-3,48.22,2,2,2,2,2,2,2,1,2,2,2,2,265.7e6,-49.12
4.78e3,nom,14e-6,14,6,13,22,115,21,216,130,24,12,pass,62.56,10.81e-9,12.96e-9,36.84e-6,88.67,83.94e6,1.472e6,84.85e6,452.4e-6,48.88,2,2,2,2,2,2,2,1,2,2,2,2,60.64e6,-49.9
4.781e3,nom,14e-6,14,6,13,22,115,42,432,255,46,23,pass,62.31,11.29e-9,13.15e-9,30.4e-6,82.31,76.19e6,1.353e6,76.76e6,452.7e-6,49.03,2,2,2,2,2,2,2,1,2,2,2,2,59.71e6,-50.2
4.782e3,nom,14e-6,14,6,13,22,115,62,648,379,68,34,pass,61.94,11.57e-9,13.29e-9,27.31e-6,75.49,68.38e6,1.257e6,69.22e6,452.8e-6,49.02,2,2,2,2,2,2,2,1,2,2,2,2,57.25e6,-50.31
4.783e3,nom,14e-6,14,6,13,22,230,11,216,130,12,6,pass,64.52,10.42e-9,12.87e-9,44.03e-6,89.75,80.02e6,1.512e6,80.18e6,826.5e-6,48.37,2,2,2,2,2,2,2,1,2,2,2,2,59.63e6,-48.88
4.784e3,nom,14e-6,14,6,13,22,230,21,432,260,24,12,pass,62.62,10.85e-9,12.96e-9,36.84e-6,83.46,73.24e6,1.351e6,74.09e6,826.9e-6,48.87,2,2,2,2,2,2,2,1,2,2,2,2,57.07e6,-49.89
4.785e3,nom,14e-6,14,6,13,22,230,31,648,379,34,17,pass,62.17,11.12e-9,13.06e-9,33.07e-6,83.71,68.7e6,1.242e6,69.58e6,827.1e-6,49,2,2,2,2,2,2,2,1,2,2,2,2,54.14e6,-50.18
4.786e3,nom,14e-6,14,6,13,22,345,7,216,130,8,4,pass,63.61,10.16e-9,12.9e-9,49.73e-6,90.04,77.99e6,1.547e6,78.27e6,1.201e-3,47.87,2,2,2,2,2,2,2,1,2,2,2,2,58.27e6,-48.44
4.787e3,nom,14e-6,14,6,13,22,345,14,432,260,16,8,pass,62.85,10.59e-9,12.89e-9,41.21e-6,84.99,72.18e6,1.359e6,73.09e6,1.201e-3,48.64,2,2,2,2,2,2,2,1,2,2,2,2,55.53e6,-49.53
4.788e3,nom,14e-6,14,6,13,22,345,21,648,390,24,12,pass,62.64,10.88e-9,12.96e-9,36.84e-6,83.32,67.26e6,1.239e6,68.01e6,1.202e-3,48.87,2,2,2,2,2,2,2,1,2,2,2,2,52.68e6,-49.88
4.789e3,nom,14e-6,14,6,13,44,115,42,216,130,24,12,pass,60.83,8.403e-9,10.98e-9,32.16e-6,80.05,143.2e6,2.66e6,145e6,516e-6,47.83,2,2,2,2,2,2,2,1,2,2,2,2,121.3e6,-48.88
4.79e3,nom,14e-6,14,6,13,44,115,83,432,255,46,23,pass,60.42,8.734e-9,11.08e-9,27.05e-6,70.82,123.8e6,2.448e6,124.2e6,516.4e-6,47.94,2,2,2,2,2,2,2,1,2,2,2,2,127.8e6,-49.17
4.791e3,nom,14e-6,14,6,13,44,115,124,648,379,68,34,pass,60.25,8.922e-9,11.16e-9,24.52e-6,65.98,111.6e6,2.301e6,113e6,516.5e-6,47.9,2,2,2,2,2,2,2,1,2,2,2,2,121.3e6,-49.2
4.792e3,nom,14e-6,14,6,13,44,230,21,216,130,12,6,pass,61.27,8.08e-9,10.96e-9,38.48e-6,88.77,139.9e6,2.73e6,141.8e6,890.2e-6,47.41,2,2,2,2,2,2,2,1,2,2,2,2,117.5e6,-48.22
4.793e3,nom,14e-6,14,6,13,44,230,42,432,260,24,12,pass,60.88,8.414e-9,10.98e-9,32.15e-6,82.84,128.1e6,2.449e6,128.6e6,890.6e-6,47.83,2,2,2,2,2,2,2,1,2,2,2,2,118e6,-48.87
4.794e3,nom,14e-6,14,6,13,44,230,62,648,379,34,17,pass,60.48,8.616e-9,11.03e-9,29.1e-6,74.77,113e6,2.275e6,114.5e6,890.8e-6,47.93,2,2,2,2,2,2,2,1,2,2,2,2,115e6,-49.12
4.795e3,nom,14e-6,14,6,13,44,345,14,216,130,8,4,pass,61.75,7.904e-9,11e-9,42.72e-6,89.64,134.6e6,2.799e6,136.2e6,1.264e-3,46.93,2,2,2,2,2,2,2,1,2,2,2,2,114.2e6,-47.53
4.796e3,nom,14e-6,14,6,13,44,345,28,432,260,16,8,pass,61.1,8.224e-9,10.96e-9,35.71e-6,85.12,124.6e6,2.458e6,124.8e6,1.265e-3,47.63,2,2,2,2,2,2,2,1,2,2,2,2,112.1e6,-48.54
4.797e3,nom,14e-6,14,6,13,44,345,42,648,390,24,12,pass,60.9,8.429e-9,10.98e-9,32.15e-6,82.41,115.6e6,2.266e6,117e6,1.265e-3,47.83,2,2,2,2,2,2,2,1,2,2,2,2,108.2e6,-48.86
4.798e3,nom,14e-6,14,6,13,66,115,62,216,130,24,12,pass,59.33,7.347e-9,10.28e-9,30.5e-6,73.89,194.5e6,3.705e6,195.3e6,579e-6,47.08,2,2,2,2,2,2,2,1,2,2,2,2,170.9e6,-48.2
4.799e3,nom,14e-6,14,6,13,66,115,124,432,255,46,23,pass,59.15,7.605e-9,10.33e-9,25.85e-6,66.18,177.5e6,3.43e6,179.5e6,579.3e-6,47.15,2,2,2,2,2,2,2,1,2,2,2,2,192.3e6,-48.39
4.8e3,nom,14e-6,14,6,13,66,115,186,648,379,68,34,pass,59.03,7.747e-9,10.37e-9,23.6e-6,60.77,155.5e6,3.205e6,156e6,579.5e-6,47.09,2,2,2,2,2,2,2,1,2,2,2,2,184.6e6,-48.38
4.801e3,nom,14e-6,14,6,13,66,230,31,216,130,12,6,pass,59.65,7.087e-9,10.29e-9,36.22e-6,86.71,193.9e6,3.799e6,195e6,953.1e-6,46.69,2,2,2,2,2,2,2,1,2,2,2,2,169.3e6,-47.59
4.802e3,nom,14e-6,14,6,13,66,230,62,432,260,24,12,pass,59.37,7.357e-9,10.28e-9,30.5e-6,74.48,163.6e6,3.438e6,164.6e6,953.5e-6,47.08,2,2,2,2,2,2,2,1,2,2,2,2,179.6e6,-48.19
4.803e3,nom,14e-6,14,6,13,66,230,93,648,379,34,17,pass,59.26,7.517e-9,10.31e-9,27.66e-6,69.82,147.8e6,3.175e6,149.4e6,953.7e-6,47.15,2,2,2,2,2,2,2,1,2,2,2,2,177.9e6,-48.34
4.804e3,nom,14e-6,14,6,13,66,345,21,216,130,8,4,pass,60.48,6.947e-9,10.34e-9,39.92e-6,88.72,183.7e6,3.886e6,186e6,1.327e-3,46.24,2,2,2,2,2,2,2,1,2,2,2,2,165.3e6,-46.84
4.805e3,nom,14e-6,14,6,13,66,345,42,432,260,16,8,pass,59.83,7.209e-9,10.28e-9,33.58e-6,82.71,168.3e6,3.453e6,170.1e6,1.328e-3,46.89,2,2,2,2,2,2,2,1,2,2,2,2,170.6e6,-47.81
4.806e3,nom,14e-6,14,6,13,66,345,62,648,390,24,12,pass,59.39,7.368e-9,10.28e-9,30.5e-6,74.77,148.6e6,3.158e6,150.1e6,1.328e-3,47.08,2,2,2,2,2,2,2,1,2,2,2,2,167.4e6,-48.18
4.816e3,nom,14e-6,14,6,26,44,115,42,216,130,24,12,pass,62.64,7.262e-9,8.827e-9,26.04e-6,78.43,193.1e6,2.936e6,194.2e6,517.6e-6,48.87,2,2,2,2,2,2,2,1,2,2,2,2,135.2e6,-49.93
4.817e3,nom,14e-6,14,6,26,44,115,83,432,255,46,23,pass,62.15,7.53e-9,8.904e-9,21.56e-6,66.12,147.4e6,2.699e6,148.9e6,517.9e-6,49.03,2,2,2,2,2,2,2,1,2,2,2,2,132.7e6,-50.28
4.818e3,nom,14e-6,14,6,26,44,115,124,648,379,68,34,pass,61.97,7.677e-9,8.965e-9,19.31e-6,63.67,142.2e6,2.509e6,143.9e6,518.1e-6,49.01,2,2,2,2,2,2,2,1,2,2,2,2,126.1e6,-50.34
4.819e3,nom,14e-6,14,6,26,44,230,21,216,130,12,6,pass,63.21,7.007e-9,8.816e-9,31.5e-6,86.93,172.3e6,3.024e6,174.6e6,891.8e-6,48.38,2,2,2,2,2,2,2,1,2,2,2,2,129e6,-49.19
4.82e3,nom,14e-6,14,6,26,44,230,42,432,260,24,12,pass,62.7,7.274e-9,8.826e-9,26.04e-6,80.02,156.1e6,2.713e6,156.6e6,892.2e-6,48.87,2,2,2,2,2,2,2,1,2,2,2,2,127e6,-49.91
4.821e3,nom,14e-6,14,6,26,44,230,62,648,379,34,17,pass,62.22,7.432e-9,8.865e-9,23.38e-6,75.43,141.1e6,2.493e6,142.9e6,892.4e-6,49,2,2,2,2,2,2,2,1,2,2,2,2,120.9e6,-50.21
4.822e3,nom,14e-6,14,6,26,44,345,14,216,130,8,4,pass,63.89,6.868e-9,8.859e-9,35.14e-6,88.48,164.2e6,3.104e6,165.5e6,1.266e-3,47.86,2,2,2,2,2,2,2,1,2,2,2,2,124.1e6,-48.45
4.823e3,nom,14e-6,14,6,26,44,345,28,432,260,16,8,pass,63.04,7.125e-9,8.809e-9,29.12e-6,78.86,146.1e6,2.734e6,147.8e6,1.267e-3,48.63,2,2,2,2,2,2,2,1,2,2,2,2,121.6e6,-49.55
4.824e3,nom,14e-6,14,6,26,44,345,42,648,390,24,12,pass,62.72,7.287e-9,8.826e-9,26.04e-6,80.02,139.7e6,2.491e6,141.6e6,1.267e-3,48.86,2,2,2,2,2,2,2,1,2,2,2,2,116.4e6,-49.91
4.825e3,nom,14e-6,14,6,26,66,115,62,216,130,24,12,pass,61.45,6.157e-9,7.925e-9,24.02e-6,66.52,241.6e6,4.115e6,242.9e6,581.7e-6,48.3,2,2,2,2,2,2,2,1,2,2,2,2,194.3e6,-49.45
4.826e3,nom,14e-6,14,6,26,66,115,124,432,255,46,23,pass,61.23,6.362e-9,7.958e-9,20e-6,57.5,194e6,3.8e6,194.9e6,582e-6,48.43,2,2,2,2,2,2,2,1,2,2,2,2,199.9e6,-49.7
4.827e3,nom,14e-6,14,6,26,66,115,186,648,379,68,34,pass,61.1,6.472e-9,7.99e-9,18.02e-6,52.9,187.1e6,3.563e6,188.6e6,582.2e-6,48.4,2,2,2,2,2,2,2,1,2,2,2,2,193.9e6,-49.72
4.828e3,nom,14e-6,14,6,26,66,230,31,216,130,12,6,pass,61.88,5.953e-9,7.947e-9,28.87e-6,82.54,250.6e6,4.259e6,250.7e6,955.8e-6,47.85,2,2,2,2,2,2,2,1,2,2,2,2,192.5e6,-48.76
4.829e3,nom,14e-6,14,6,26,66,230,62,432,260,24,12,pass,61.5,6.164e-9,7.924e-9,24.01e-6,69.88,200.5e6,3.825e6,200.7e6,956.2e-6,48.3,2,2,2,2,2,2,2,1,2,2,2,2,194.5e6,-49.43
4.83e3,nom,14e-6,14,6,26,66,230,93,648,379,34,17,pass,61.36,6.288e-9,7.939e-9,21.57e-6,68.69,193.2e6,3.549e6,194.3e6,956.4e-6,48.41,2,2,2,2,2,2,2,1,2,2,2,2,185.9e6,-49.62
4.831e3,nom,14e-6,14,6,26,66,345,21,216,130,8,4,pass,62.96,5.846e-9,7.996e-9,31.99e-6,81.78,221e6,4.385e6,224e6,1.33e-3,47.35,2,2,2,2,2,2,2,1,2,2,2,2,186.6e6,-47.95
4.832e3,nom,14e-6,14,6,26,66,345,42,432,260,16,8,pass,62.09,6.049e-9,7.928e-9,26.64e-6,79.37,211e6,3.851e6,213.2e6,1.331e-3,48.08,2,2,2,2,2,2,2,1,2,2,2,2,187e6,-49
4.833e3,nom,14e-6,14,6,26,66,345,62,648,390,24,12,pass,61.52,6.173e-9,7.924e-9,24.01e-6,70.77,181.3e6,3.542e6,183.5e6,1.331e-3,48.3,2,2,2,2,2,2,2,1,2,2,2,2,178.3e6,-49.43
4.852e3,nom,14e-6,14,6,39,66,115,62,216,130,24,12,pass,62.47,5.66e-9,6.99e-9,21.35e-6,59.57,305.5e6,4.357e6,306.6e6,583e-6,48.87,2,2,2,2,2,2,2,1,2,2,2,2,200.5e6,-50.03
4.853e3,nom,14e-6,14,6,39,66,115,124,432,255,46,23,pass,62.21,5.842e-9,7.018e-9,17.63e-6,53.73,210.6e6,3.991e6,212.4e6,583.3e-6,49.03,2,2,2,2,2,2,2,1,2,2,2,2,202.3e6,-50.31
4.854e3,nom,14e-6,14,6,39,66,115,186,648,379,68,34,pass,62.08,5.942e-9,7.046e-9,15.77e-6,48.9,183e6,3.749e6,185e6,583.5e-6,49.01,2,2,2,2,2,2,2,1,2,2,2,2,195.5e6,-50.35
4.855e3,nom,14e-6,14,6,39,66,230,31,216,130,12,6,pass,62.99,5.482e-9,7.015e-9,25.83e-6,79,284.4e6,4.519e6,287.8e6,957.1e-6,48.38,2,2,2,2,2,2,2,1,2,2,2,2,203.6e6,-49.3
4.856e3,nom,14e-6,14,6,39,66,230,62,432,260,24,12,pass,62.53,5.666e-9,6.99e-9,21.35e-6,70.17,245e6,4.033e6,246e6,957.5e-6,48.87,2,2,2,2,2,2,2,1,2,2,2,2,197.6e6,-50.01
4.857e3,nom,14e-6,14,6,39,66,230,93,648,379,34,17,pass,62.36,5.779e-9,7.002e-9,19.08e-6,62.03,195.8e6,3.744e6,196.5e6,957.7e-6,48.99,2,2,2,2,2,2,2,1,2,2,2,2,189e6,-50.22
4.858e3,nom,14e-6,14,6,39,66,345,21,216,130,8,4,pass,64.28,5.387e-9,7.064e-9,28.68e-6,84.41,263.6e6,4.653e6,266.1e6,1.331e-3,47.85,2,2,2,2,2,2,2,1,2,2,2,2,198.7e6,-48.45
4.859e3,nom,14e-6,14,6,39,66,345,42,432,260,16,8,pass,63.19,5.567e-9,6.995e-9,23.77e-6,72.22,219.1e6,4.076e6,221.8e6,1.332e-3,48.62,2,2,2,2,2,2,2,1,2,2,2,2,192.5e6,-49.56
