ibias,mul_cap,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg1,nf_Mp_stg2,nf_Rz,nf_Mp3,nf_Mp4,CMRR_DC,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Slew Rate Value,PSRR_DC
2E-05,12,8,26,88,460,21,216,119,8,4,63.22,5.074E-09,7.533E-09,3.256E-05,82.22,343600000,6834000,348000000,0.001867,46.29,287500000,-46.64
2E-05,14,8,13,22,230,42,864,511,62,31,62.34,1.106E-08,1.295E-08,3.051E-05,82.18,66730000,1215000,67420000,0.000877,48.97,53700000,-50.11
5E-06,14,4,13,44,115,42,216,130,16,8,61.17,1.069E-08,1.266E-08,3.068E-05,82.11,96600000,1647000,97210000,0.0002899,48.65,75330000,-49.98
1.4E-05,12,4,13,88,460,21,216,119,4,2,58.45,5.646E-09,1.001E-08,4.372E-05,82.06,308800000,8126000,310200000,0.002646,43.59,304200000,-43.46
1.4E-05,12,4,26,88,460,21,216,119,4,2,64.89,4.43E-09,7.229E-09,3.339E-05,82.06,450900000,9430000,456600000,0.002654,45,368300000,-44.89
5E-06,12,2,13,22,115,42,432,237,16,8,62.26,1.061E-08,1.258E-08,3.073E-05,82.05,101300000,1744000,101600000,0.0005113,48.86,82710000,-49.96
8E-06,12,2,13,22,460,21,864,473,8,4,62.33,8.474E-09,1.118E-08,3.818E-05,82.05,107200000,2104000,108400000,0.002818,47.88,93060000,-48.53
2E-05,14,8,13,22,115,42,432,256,62,31,62.29,1.102E-08,1.295E-08,3.051E-05,82.03,79140000,1414000,79200000,0.0004828,48.97,62060000,-50.12
1.1E-05,14,2,52,44,460,21,432,260,4,2,69.08,4.048E-09,5.774E-09,2.683E-05,82.01,348800000,6786000,353500000,0.003963,47.02,279400000,-46.97
1.1E-05,8,2,26,22,230,11,216,91,4,2,71.68,6.209E-09,8.495E-09,3.754E-05,81.99,322500000,6135000,324000000,0.001983,47.03,245400000,-46.59
8E-06,12,2,26,88,460,21,216,119,2,1,66.36,4.169E-09,7.14E-09,3.39E-05,81.97,529200000,11140000,533900000,0.003163,44.22,400200000,-43.81
8E-06,14,4,52,88,460,21,216,130,4,2,65.29,4.717E-09,6.24E-09,2.676E-05,81.97,328800000,5638000,331400000,0.001565,47.65,237700000,-48.16
1.1E-05,12,4,13,88,460,21,216,119,4,2,59.6,5.993E-09,1.003E-08,4.227E-05,81.97,271700000,6668000,275100000,0.002106,44.55,266800000,-44.74
1.4E-05,14,2,52,44,460,21,432,260,4,2,71.82,3.649E-09,5.526E-09,2.693E-05,81.97,412600000,8409000,415700000,0.004975,46.22,337000000,-45.85
8E-06,6,2,26,22,460,6,216,73,2,1,62.69,6.931E-09,9.313E-09,4.373E-05,81.92,298200000,6312000,301100000,0.002818,46.06,210700000,-44.33
1.1E-05,12,4,13,22,230,21,432,237,16,8,62.59,1.003E-08,1.231E-08,3.719E-05,81.91,95530000,1796000,96280000,0.000984,48.61,78380000,-49.52
1.7E-05,8,4,26,22,230,11,216,91,8,4,69,7.096E-09,9.131E-09,3.742E-05,81.89,252400000,4685000,252700000,0.001488,47.86,189900000,-47.79
1.7E-05,12,4,26,88,460,21,216,119,4,2,66.42,4.162E-09,7.137E-09,3.392E-05,81.89,514300000,11220000,517000000,0.00319,44.2,406300000,-43.77
1.4E-05,8,2,26,22,460,11,432,181,4,2,74.75,5.629E-09,8.111E-09,3.77E-05,81.87,300800000,6413000,303400000,0.004774,46.23,246400000,-45.45
2E-05,8,2,13,22,460,21,864,361,8,4,54.81,6.201E-09,1.008E-08,4.167E-05,81.83,241200000,5560000,242900000,0.006686,45.47,249100000,-45.31
5E-06,12,4,13,44,460,21,432,237,8,4,61.44,1.029E-08,1.25E-08,3.708E-05,81.81,90720000,1730000,91870000,0.0009293,48.44,77780000,-49.6
8E-06,12,2,13,22,230,21,432,237,8,4,62.3,8.437E-09,1.118E-08,3.818E-05,81.81,129200000,2532000,130000000,0.001469,47.88,112900000,-48.54
1.1E-05,8,2,26,22,460,11,432,181,4,2,71.8,6.216E-09,8.495E-09,3.754E-05,81.81,256500000,5195000,257700000,0.003803,47.02,205500000,-46.58
1.4E-05,8,2,26,22,230,11,216,91,4,2,74.64,5.625E-09,8.111E-09,3.77E-05,81.74,384400000,7633000,386800000,0.00249,46.23,296800000,-45.46
1.7E-05,8,4,26,22,460,11,432,181,8,4,69.08,7.105E-09,9.131E-09,3.742E-05,81.73,205600000,3981000,207000000,0.002844,47.86,158700000,-47.78
2E-05,14,4,26,44,230,21,216,130,8,4,63.95,5.052E-09,7.521E-09,3.258E-05,81.71,285600000,5955000,289300000,0.001873,46.54,245200000,-46.69
5E-06,8,2,13,22,460,21,864,361,8,4,62.63,1.022E-08,1.243E-08,3.713E-05,81.7,102200000,1887000,102700000,0.001814,48.66,84600000,-49.58
1.4E-05,12,8,13,88,460,21,216,119,8,4,60.15,6.961E-09,1.035E-08,3.99E-05,81.7,201600000,4472000,202100000,0.001326,46.13,193200000,-46.82
2E-05,14,4,52,44,460,21,432,260,8,4,67.93,4.323E-09,5.959E-09,2.679E-05,81.66,310600000,5976000,311700000,0.003459,47.44,245100000,-47.56
1.7E-05,8,2,13,22,460,21,864,361,8,4,57.85,6.498E-09,1.016E-08,4.088E-05,81.65,221300000,4896000,224300000,0.005733,46.01,223100000,-46.05
2E-05,8,4,26,22,230,11,216,91,8,4,70.23,6.611E-09,8.777E-09,3.748E-05,81.65,284100000,5418000,287800000,0.001737,47.45,217000000,-47.2
2E-05,8,4,26,22,460,11,432,181,8,4,70.33,6.618E-09,8.777E-09,3.748E-05,81.64,230200000,4615000,233000000,0.003319,47.44,181500000,-47.18
2E-05,12,8,13,22,230,21,432,237,32,16,62.61,1.06E-08,1.276E-08,3.694E-05,81.64,86090000,1597000,87170000,0.0008766,48.8,68490000,-49.79
8E-06,10,2,26,22,460,21,864,421,8,4,64.46,7.389E-09,9.078E-09,3.141E-05,81.61,146200000,2624000,147900000,0.002819,48.82,113800000,-49.47
5E-06,8,2,26,44,460,11,216,91,2,1,69.09,6.351E-09,8.594E-09,3.752E-05,81.59,306600000,5872000,308400000,0.001889,46.9,238600000,-46.76
1.7E-05,6,4,26,22,460,6,216,73,4,2,62.57,6.917E-09,9.299E-09,4.373E-05,81.55,295700000,6420000,298800000,0.002843,46.04,211100000,-44.29
2E-05,12,8,13,88,460,21,216,119,8,4,59.86,6.225E-09,1.008E-08,4.153E-05,81.55,249500000,5997000,249800000,0.001862,45.04,246800000,-45.38
1.1E-05,12,2,13,88,460,42,432,237,4,2,47.68,5.251E-09,1.002E-08,4.086E-05,81.54,376800000,9942000,380300000,0.004243,42.98,480200000,-42.74
1.4E-05,8,2,13,22,460,21,864,361,8,4,60.13,6.908E-09,1.032E-08,4.003E-05,81.54,198400000,4225000,198600000,0.004772,46.58,193700000,-46.81
1.7E-05,14,8,52,88,460,21,216,130,8,4,65.38,4.678E-09,6.211E-09,2.676E-05,81.53,325300000,5766000,327300000,0.001602,47.61,240400000,-48.1
1.1E-05,14,2,52,44,230,21,216,130,4,2,68.97,4.043E-09,5.774E-09,2.683E-05,81.51,445200000,7550000,450600000,0.002144,47.02,307900000,-46.98
2E-05,12,2,13,22,230,42,864,473,16,8,54.79,6.401E-09,9.955E-09,3.526E-05,81.5,198400000,4270000,198600000,0.003487,46.37,216500000,-46.65
1.1E-05,8,2,13,22,460,21,864,361,8,4,61.57,7.508E-09,1.061E-08,3.914E-05,81.48,171700000,3507000,173800000,0.003801,47.2,160500000,-47.63
5E-06,6,2,13,22,460,6,216,73,2,1,75.76,9.473E-09,1.247E-08,5.2E-05,81.44,176500000,3716000,178800000,0.001813,46.89,140700000,-46.16
1.1E-05,12,8,13,44,460,21,432,237,16,8,61.44,1.007E-08,1.234E-08,3.717E-05,81.43,93400000,1808000,94380000,0.00098,48.37,80250000,-49.5
8E-06,12,2,13,22,230,42,864,473,16,8,61.87,8.81E-09,1.122E-08,3.185E-05,81.42,112900000,2126000,114400000,0.001469,48.24,101800000,-49.12
1.4E-05,8,4,13,22,460,21,864,361,16,8,62.52,9.111E-09,1.162E-08,3.771E-05,81.42,123000000,2366000,123500000,0.002365,48.22,105600000,-48.99
1.7E-05,10,4,26,22,460,21,864,421,16,8,64.46,7.36E-09,9.062E-09,3.141E-05,81.42,146000000,2652000,147700000,0.002845,48.81,113400000,-49.46
1.1E-05,10,2,26,22,460,21,864,421,8,4,64.51,6.428E-09,8.375E-09,3.172E-05,81.41,182300000,3407000,184500000,0.003803,48.23,149600000,-48.67
1.7E-05,12,2,13,22,230,42,864,473,16,8,57.52,6.721E-09,1.006E-08,3.45E-05,81.4,181100000,3782000,183500000,0.00299,46.78,191500000,-47.21
1.1E-05,12,2,13,44,460,42,864,473,8,4,57.15,6.158E-09,9.894E-09,3.597E-05,81.39,212000000,4750000,214300000,0.003954,45.77,243000000,-46.2
1.7E-05,8,4,13,22,460,21,864,361,16,8,62.32,8.431E-09,1.116E-08,3.819E-05,81.39,140000000,2763000,141900000,0.002843,47.87,124200000,-48.51
2E-05,8,4,13,22,460,21,864,361,16,8,62.02,7.919E-09,1.085E-08,3.866E-05,81.39,155600000,3128000,156200000,0.003318,47.53,140600000,-48.07
8E-06,12,2,13,22,115,42,432,237,16,8,61.82,8.774E-09,1.122E-08,3.185E-05,81.38,140200000,2511000,142100000,0.0007949,48.25,123100000,-49.13
1.4E-05,12,2,13,22,230,42,864,473,16,8,59.61,7.162E-09,1.025E-08,3.369E-05,81.34,161500000,3261000,162200000,0.002489,47.23,163200000,-47.79
2E-05,10,2,26,22,460,21,864,421,8,4,62.26,5.04E-09,7.509E-09,3.261E-05,81.34,268300000,5559000,271400000,0.006692,46.73,242800000,-46.63
1.1E-05,12,2,13,22,230,42,864,473,16,8,61.02,7.802E-09,1.059E-08,3.281E-05,81.33,139000000,2719000,140800000,0.001982,47.71,134600000,-48.42
2E-05,10,4,26,22,460,21,864,421,16,8,64.52,6.845E-09,8.679E-09,3.156E-05,81.33,163700000,3030000,164900000,0.00332,48.52,131200000,-49.06
1.4E-05,10,2,26,22,460,21,864,421,8,4,64.25,5.805E-09,7.959E-09,3.202E-05,81.31,214100000,4141000,216600000,0.004775,47.7,181700000,-47.95
5E-06,12,2,13,44,230,42,432,237,8,4,60.7,7.939E-09,1.068E-08,3.263E-05,81.3,166700000,3126000,168300000,0.001019,47.57,158300000,-48.52
1.7E-05,10,2,26,22,460,21,864,421,8,4,63.54,5.366E-09,7.691E-09,3.232E-05,81.29,242500000,4852000,244100000,0.005737,47.2,213200000,-47.27
5E-06,12,2,13,44,460,42,864,473,8,4,60.73,7.967E-09,1.068E-08,3.263E-05,81.24,132800000,2615000,134100000,0.001887,47.56,130100000,-48.51
8E-06,12,2,13,44,460,42,864,473,8,4,59.52,6.771E-09,1.008E-08,3.44E-05,81.23,177300000,3744000,179600000,0.002932,46.6,189500000,-47.27
1.1E-05,14,4,26,88,460,21,216,130,4,2,63.68,4.822E-09,7.402E-09,3.283E-05,81.21,306600000,6682000,308300000,0.002112,45.86,270400000,-46.06
5E-06,14,2,52,88,460,21,216,130,2,1,67.16,4.147E-09,5.843E-09,2.682E-05,81.16,423400000,7243000,427500000,0.00204,46.9,290400000,-47.11
8E-06,12,2,26,22,115,21,216,119,8,4,64.34,7.351E-09,9.076E-09,3.141E-05,81.16,180900000,3107000,183300000,0.0007959,48.82,134800000,-49.5
1.7E-05,6,8,13,22,460,6,216,73,8,4,72.66,1.058E-08,1.328E-08,5.18E-05,81.14,144900000,2993000,146700000,0.001425,47.59,113100000,-47.18
5E-06,12,4,13,44,460,42,864,473,16,8,61.24,1.077E-08,1.267E-08,3.068E-05,81.13,78750000,1465000,78890000,0.0009294,48.64,68860000,-49.95
5E-06,6,2,13,22,460,11,432,146,4,2,64.8,9.8E-09,1.238E-08,4.426E-05,81.1,154000000,2944000,154800000,0.001813,48.07,127300000,-48.46
8E-06,12,2,13,88,460,42,432,237,4,2,54.71,5.561E-09,9.885E-09,3.85E-05,81.1,327600000,7881000,330100000,0.003153,44.2,399700000,-44.46
1.1E-05,12,2,13,44,230,42,432,237,8,4,57.13,6.143E-09,9.893E-09,3.597E-05,81.09,267300000,5761000,270200000,0.002135,45.78,296300000,-46.21
1.1E-05,12,2,13,22,115,42,432,237,16,8,60.97,7.776E-09,1.059E-08,3.281E-05,81.08,172900000,3229000,175200000,0.001073,47.71,162300000,-48.43
1.4E-05,8,4,13,22,230,11,216,91,8,4,65.25,8.747E-09,1.164E-08,4.475E-05,81.08,176300000,3571000,178600000,0.001236,47.49,148400000,-47.65
1.1E-05,6,4,13,22,460,6,216,73,4,2,75.79,9.34E-09,1.237E-08,5.203E-05,81.06,179500000,3868000,181900000,0.001881,46.79,143900000,-46.01
1.1E-05,8,2,13,22,230,11,216,91,4,2,66.07,7.239E-09,1.073E-08,4.604E-05,81.06,247400000,5485000,248100000,0.001981,46.08,220000000,-45.71
8E-06,12,2,13,44,230,42,432,237,8,4,59.49,6.751E-09,1.007E-08,3.441E-05,81.04,223100000,4517000,226100000,0.001583,46.6,231600000,-47.28
1.1E-05,14,2,26,22,230,21,432,260,8,4,64.46,6.411E-09,8.374E-09,3.172E-05,81.04,170300000,3227000,172300000,0.001984,48.24,138500000,-48.68
2E-05,12,4,13,44,460,42,864,473,16,8,58.53,6.418E-09,9.956E-09,3.52E-05,81.04,194200000,4276000,195200000,0.003452,46.18,214000000,-46.73
8E-06,12,2,13,44,460,21,432,237,4,2,60.29,6.53E-09,1.017E-08,4.078E-05,81.01,201600000,4610000,202100000,0.002931,45.83,203600000,-46.13
1.7E-05,8,8,26,44,460,11,216,91,8,4,66.9,7.121E-09,9.148E-09,3.742E-05,81,244700000,4710000,246000000,0.001484,47.6,190900000,-47.76
2E-05,12,2,13,22,115,42,432,237,16,8,54.75,6.387E-09,9.955E-09,3.526E-05,81,247700000,5119000,248400000,0.001886,46.37,265900000,-46.66
5E-06,14,2,26,44,230,42,432,260,8,4,62.71,6.795E-09,8.458E-09,2.624E-05,80.97,180900000,3062000,183300000,0.001021,48.65,147300000,-49.62
1.1E-05,12,4,13,44,460,21,432,237,8,4,61.17,7.545E-09,1.064E-08,3.907E-05,80.97,154400000,3267000,155200000,0.001958,46.98,146500000,-47.65
1.4E-05,12,2,13,22,115,42,432,237,16,8,59.57,7.142E-09,1.025E-08,3.369E-05,80.96,201200000,3896000,201600000,0.001347,47.23,197800000,-47.81
1.1E-05,8,4,26,44,460,11,216,91,4,2,69.5,6.257E-09,8.528E-09,3.754E-05,80.95,307900000,6087000,309400000,0.001959,46.8,245000000,-46.61
1.7E-05,12,2,13,22,115,42,432,237,16,8,57.48,6.705E-09,1.006E-08,3.45E-05,80.95,225900000,4543000,228900000,0.001618,46.79,233800000,-47.22
2E-05,10,8,13,22,460,21,864,421,32,16,62.64,1.065E-08,1.277E-08,3.694E-05,80.95,81060000,1519000,81430000,0.001665,48.8,65530000,-49.78
1.4E-05,6,2,13,22,460,11,432,146,4,2,65.51,6.684E-09,1.047E-08,4.686E-05,80.94,295400000,6913000,298500000,0.004771,45.21,279400000,-44.5
1.7E-05,12,4,13,44,460,42,864,473,16,8,59.49,6.751E-09,1.007E-08,3.443E-05,80.94,176700000,3777000,179100000,0.002958,46.59,189100000,-47.25
8E-06,10,2,26,22,460,11,432,211,4,2,69.04,7.131E-09,9.145E-09,3.742E-05,80.93,170900000,3346000,172900000,0.002819,47.88,131600000,-47.8
1.7E-05,6,4,13,22,460,6,216,73,4,2,66.13,7.877E-09,1.14E-08,5.256E-05,80.92,238800000,5757000,240800000,0.002841,45.28,193400000,-43.77
8E-06,12,4,13,44,460,42,864,473,16,8,61.02,8.886E-09,1.127E-08,3.179E-05,80.9,109200000,2114000,110600000,0.001449,48.03,103200000,-49.12
1.4E-05,12,4,13,44,460,42,864,473,16,8,60.19,7.206E-09,1.027E-08,3.362E-05,80.87,157100000,3250000,157400000,0.002461,47.03,161700000,-47.81
5E-06,10,4,13,44,230,21,216,106,8,4,61.41,1.026E-08,1.25E-08,3.708E-05,80.85,122800000,2251000,123400000,0.0005029,48.44,102400000,-49.61
1.1E-05,10,4,13,22,460,21,864,421,16,8,62.62,1.008E-08,1.231E-08,3.719E-05,80.85,89780000,1695000,90950000,0.001882,48.61,73990000,-49.51
1.1E-05,14,4,52,88,460,21,216,130,4,2,67.5,4.082E-09,5.8E-09,2.683E-05,80.85,417600000,7487000,421200000,0.002116,46.8,303100000,-46.97
1.1E-05,12,4,13,44,460,42,864,473,16,8,60.68,7.86E-09,1.062E-08,3.275E-05,80.84,134900000,2707000,136400000,0.001958,47.5,133300000,-48.43
1.4E-05,8,4,13,22,460,11,432,181,8,4,65.31,8.758E-09,1.164E-08,4.475E-05,80.83,148600000,3051000,150100000,0.002364,47.48,125800000,-47.64
1.1E-05,14,2,26,22,230,42,864,520,16,8,63.63,6.658E-09,8.344E-09,2.631E-05,80.8,152100000,2706000,153200000,0.001984,48.81,127200000,-49.54
8E-06,6,2,13,22,460,11,432,146,4,2,65.69,8.134E-09,1.124E-08,4.517E-05,80.79,210400000,4338000,212500000,0.002817,47.01,187000000,-46.99
5E-06,12,2,13,88,460,42,432,237,4,2,58.5,6.245E-09,9.912E-09,3.565E-05,80.78,256800000,5547000,258100000,0.002032,45.68,285600000,-46.36
1.1E-05,6,4,13,22,460,11,432,146,8,4,64.86,9.656E-09,1.227E-08,4.431E-05,80.78,156600000,3057000,157000000,0.001881,48.01,129700000,-48.37
8E-06,8,2,26,44,460,11,216,91,2,1,74.96,5.255E-09,7.886E-09,3.785E-05,80.77,425400000,8979000,430100000,0.002934,45.3,334800000,-44.44
5E-06,6,2,13,22,230,11,216,73,4,2,64.76,9.783E-09,1.238E-08,4.426E-05,80.74,196500000,3556000,197100000,0.0009451,48.08,156700000,-48.47
5E-06,8,2,13,44,460,11,216,91,2,1,65.29,7.377E-09,1.08E-08,4.587E-05,80.74,236000000,5229000,238400000,0.001887,45.97,214800000,-45.89
1.1E-05,14,8,13,44,115,42,216,130,32,16,61.15,1.046E-08,1.249E-08,3.078E-05,80.74,97470000,1717000,97940000,0.0003106,48.59,76700000,-49.9
8E-06,12,4,13,44,230,42,432,237,16,8,60.99,8.849E-09,1.127E-08,3.18E-05,80.73,135100000,2507000,136700000,0.0007843,48.03,124600000,-49.13
5E-06,8,2,13,22,230,21,432,181,8,4,62.6,1.018E-08,1.242E-08,3.713E-05,80.69,132500000,2388000,133800000,0.0009453,48.66,110900000,-49.59
1.1E-05,14,2,13,88,230,42,216,130,4,2,47.67,5.249E-09,1.003E-08,4.086E-05,80.69,372600000,9768000,376500000,0.002424,42.98,367200000,-42.75
1.4E-05,12,8,13,44,460,42,864,473,32,16,61.13,9.528E-09,1.174E-08,3.134E-05,80.68,95990000,1847000,96680000,0.001233,48.28,87560000,-49.46
1.7E-05,14,8,26,44,460,21,432,260,16,8,63.16,7.366E-09,9.08E-09,3.141E-05,80.67,133200000,2505000,134600000,0.001485,48.56,106500000,-49.44
2E-05,10,8,26,44,460,11,216,106,8,4,68.09,6.634E-09,8.792E-09,3.748E-05,80.66,217900000,4523000,220800000,0.001733,47.19,175700000,-47.16
8E-06,10,2,13,22,115,21,216,106,8,4,62.24,8.421E-09,1.118E-08,3.818E-05,80.64,176300000,3305000,178600000,0.0007947,47.88,148300000,-48.56
1.7E-05,12,8,13,44,460,42,864,473,32,16,61.02,8.808E-09,1.123E-08,3.184E-05,80.64,109700000,2151000,111200000,0.001484,48,102200000,-49.09
2E-05,6,8,13,22,460,11,432,146,16,8,64.64,1.022E-08,1.269E-08,4.411E-05,80.64,141100000,2752000,143000000,0.001665,48.27,115300000,-48.73
1.7E-05,14,4,26,22,230,42,864,520,32,16,63.83,7.632E-09,9.092E-09,2.592E-05,80.63,120700000,2106000,121600000,0.001489,49.24,95060000,-50.12
2E-05,12,8,13,44,460,42,864,473,32,16,60.85,8.263E-09,1.087E-08,3.231E-05,80.63,122400000,2437000,123000000,0.001732,47.74,117500000,-48.74
8E-06,12,2,52,44,460,11,216,119,2,1,68.03,4.558E-09,6.367E-09,3.151E-05,80.59,332900000,7169000,336200000,0.002937,46.05,240300000,-45.03
1.4E-05,8,4,26,44,460,11,216,91,4,2,73.57,5.663E-09,8.135E-09,3.769E-05,80.59,364500000,7575000,369000000,0.002462,46.02,294500000,-45.49
2E-05,12,2,52,22,460,21,864,473,8,4,67.95,4.305E-09,5.942E-09,2.68E-05,80.59,287900000,5526000,291600000,0.006695,47.64,228500000,-47.52
8E-06,8,2,13,44,460,11,216,91,2,1,69.11,6.334E-09,1.034E-08,4.753E-05,80.58,312000000,7834000,312900000,0.002931,44.23,289300000,-43.46
1.7E-05,6,4,13,22,460,11,432,146,8,4,65.7,8.115E-09,1.123E-08,4.518E-05,80.58,209600000,4405000,211600000,0.002843,47,186400000,-46.97
1.1E-05,8,2,13,22,460,11,432,181,4,2,66.15,7.247E-09,1.073E-08,4.604E-05,80.57,205800000,4638000,207200000,0.003801,46.07,186200000,-45.7
2E-05,6,4,13,22,460,11,432,146,8,4,66,7.635E-09,1.094E-08,4.56E-05,80.57,232400000,5018000,235100000,0.003317,46.54,210900000,-46.34
2E-05,12,8,13,22,230,42,864,466,62,31,62.34,1.107E-08,1.295E-08,3.051E-05,80.56,74390000,1362000,75160000,0.000877,48.97,61100000,-50.11
1.1E-05,10,4,13,22,115,21,216,106,16,8,62.53,1.001E-08,1.231E-08,3.72E-05,80.55,128700000,2326000,129300000,0.0005352,48.61,102600000,-49.54
8E-06,10,2,13,22,460,21,864,421,8,4,62.33,8.469E-09,1.118E-08,3.818E-05,80.53,120600000,2376000,121500000,0.002818,47.88,107000000,-48.53
1.1E-05,12,4,13,44,230,42,432,237,16,8,60.65,7.833E-09,1.062E-08,3.275E-05,80.5,167200000,3227000,168900000,0.00106,47.5,163800000,-48.44
1.7E-05,10,4,26,22,230,21,432,211,16,8,64.21,7.336E-09,9.061E-09,3.141E-05,80.49,183600000,3265000,185800000,0.001489,48.81,143400000,-49.47
1.7E-05,12,4,13,22,115,42,432,237,32,16,61.81,8.742E-09,1.121E-08,3.187E-05,80.49,137900000,2524000,139700000,0.0008097,48.24,122300000,-49.12
2E-05,14,2,26,22,230,42,864,520,16,8,61.03,5.188E-09,7.384E-09,2.735E-05,80.49,227300000,4360000,230200000,0.003492,47.72,212500000,-48.07
2E-05,12,4,13,44,230,42,432,237,16,8,58.5,6.404E-09,9.956E-09,3.52E-05,80.47,241900000,5146000,243600000,0.001869,46.18,265500000,-46.73
1.7E-05,14,2,13,44,115,42,216,130,8,4,48.65,5.548E-09,9.899E-09,3.863E-05,80.45,325700000,7713000,327700000,0.00184,44.39,315300000,-44.29
1.7E-05,8,4,26,44,460,11,216,91,4,2,74.83,5.244E-09,7.878E-09,3.785E-05,80.44,418300000,9074000,422200000,0.00296,45.28,335900000,-44.41
5E-06,10,2,26,44,460,21,432,211,4,2,63.38,6.56E-09,8.479E-09,3.166E-05,80.43,221300000,4044000,224300000,0.001889,48.08,184300000,-48.78
1.4E-05,12,4,13,44,230,42,432,237,16,8,60.16,7.185E-09,1.027E-08,3.362E-05,80.42,195200000,3898000,196000000,0.001333,47.03,197700000,-47.82
1.7E-05,12,4,13,44,230,42,432,237,16,8,59.46,6.734E-09,1.007E-08,3.443E-05,80.42,219900000,4553000,222800000,0.001602,46.59,232800000,-47.26
8E-06,14,2,26,44,460,42,864,520,8,4,62.56,5.591E-09,7.617E-09,2.698E-05,80.41,199800000,3784000,199800000,0.002935,47.87,183300000,-48.55
1.4E-05,12,4,13,88,460,42,432,237,8,4,56.9,5.802E-09,9.858E-09,3.725E-05,80.41,293600000,6876000,296900000,0.002647,44.85,349100000,-45.3
1.1E-05,12,8,13,44,230,42,432,237,32,16,61.2,1.049E-08,1.249E-08,3.078E-05,80.38,99020000,1808000,99220000,0.0005338,48.59,85910000,-49.88
1.4E-05,10,2,26,22,230,21,432,211,8,4,64.19,5.789E-09,7.958E-09,3.202E-05,80.36,274000000,5167000,277500000,0.002491,47.7,232300000,-47.96
1.7E-05,14,2,26,44,460,42,864,520,8,4,58.33,4.243E-09,6.965E-09,2.888E-05,80.36,317800000,6870000,318200000,0.005971,46,340700000,-46.07
1.4E-05,14,2,13,44,115,42,216,130,8,4,53.27,5.778E-09,9.864E-09,3.738E-05,80.34,297500000,6692000,300400000,0.001536,45.05,278300000,-45.24
2E-05,10,4,26,22,230,21,432,211,16,8,64.47,6.825E-09,8.678E-09,3.156E-05,80.31,206500000,3749000,208000000,0.001737,48.52,165500000,-49.07
1.4E-05,14,2,26,44,460,42,864,520,8,4,60.56,4.523E-09,7.06E-09,2.829E-05,80.3,284200000,5897000,287900000,0.004971,46.57,291600000,-46.82
1.1E-05,12,2,26,22,115,21,216,119,8,4,64.38,6.4E-09,8.374E-09,3.172E-05,80.28,226400000,4068000,229300000,0.001074,48.24,178000000,-48.7
1.1E-05,14,2,26,44,460,42,864,520,8,4,61.91,4.934E-09,7.245E-09,2.766E-05,80.28,245200000,4863000,246300000,0.00396,47.19,238900000,-47.65
1.1E-05,14,4,26,44,460,42,864,520,16,8,62.74,6.714E-09,8.382E-09,2.629E-05,80.28,147500000,2696000,149100000,0.00196,48.6,126300000,-49.54
5E-06,10,2,13,44,230,21,216,106,4,2,61.17,7.629E-09,1.069E-08,3.896E-05,80.26,208400000,4137000,210200000,0.001019,47.07,187200000,-47.77
1.4E-05,14,2,52,44,230,21,216,130,4,2,71.68,3.646E-09,5.526E-09,2.693E-05,80.25,540400000,9405000,545600000,0.002691,46.23,367800000,-45.86
5E-06,12,4,13,88,460,42,432,237,8,4,59.84,8.027E-09,1.073E-08,3.254E-05,80.24,158900000,3087000,159000000,0.001001,47.36,159400000,-48.52
1.1E-05,12,4,13,88,460,42,432,237,8,4,58.36,6.181E-09,9.898E-09,3.584E-05,80.22,257700000,5717000,259200000,0.002107,45.58,294700000,-46.23
1.7E-05,8,4,13,44,460,11,216,91,4,2,69.18,6.324E-09,1.033E-08,4.755E-05,80.22,310400000,7915000,311600000,0.002956,44.2,288300000,-43.43
1.7E-05,10,2,26,22,230,21,432,211,8,4,63.49,5.354E-09,7.69E-09,3.232E-05,80.22,311900000,6086000,312800000,0.002993,47.21,274200000,-47.28
8E-06,14,8,13,88,230,42,216,130,16,8,59.98,8.892E-09,1.131E-08,3.175E-05,80.2,128700000,2408000,129400000,0.0004494,47.81,112800000,-49.11
2E-05,10,2,26,22,230,21,432,211,8,4,62.21,5.03E-09,7.509E-09,3.261E-05,80.19,346900000,6998000,351400000,0.003491,46.73,313000000,-46.64
1.4E-05,12,8,13,44,230,42,432,237,32,16,61.1,9.492E-09,1.174E-08,3.134E-05,80.17,117600000,2192000,118900000,0.0006716,48.28,106300000,-49.47
2E-05,8,2,13,22,230,21,432,181,8,4,54.78,6.192E-09,1.008E-08,4.167E-05,80.16,319100000,7222000,319800000,0.003485,45.48,341200000,-45.32
8E-06,14,2,26,44,230,42,432,260,8,4,62.52,5.573E-09,7.616E-09,2.698E-05,80.15,250500000,4484000,250700000,0.001587,47.87,219900000,-48.56
1.4E-05,8,2,13,44,460,21,432,181,4,2,53.65,5.63E-09,1.002E-08,4.385E-05,80.14,383200000,9708000,385800000,0.00496,43.78,442400000,-43.36
5E-06,14,2,13,22,230,42,864,520,16,8,62.3,1.067E-08,1.258E-08,3.073E-05,80.13,71760000,1319000,72680000,0.0009454,48.86,60350000,-49.95
1.4E-05,14,4,26,44,460,42,864,520,16,8,62.68,6.046E-09,7.914E-09,2.665E-05,80.13,174400000,3263000,176700000,0.002463,48.21,155800000,-49.02
