Point,Corner,L_Mn_drive,L_Mn_tail1,L_Mp_stg1,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,Pass/Fail,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value
370,nom,250e-9,2.9e-6,350e-9,2,13,23.2,145,315,pass,7.633e-9,10.65e-9,24.66e-6,62.57,169.3e6,2.708e6,171.1e6,1.098e-3,50.15,2,2,2,2,2,2,2,1,2,2,2,2,157.8e6
371,nom,250e-9,2.9e-6,400e-9,2,13,23.2,145,360,pass,7.743e-9,10.66e-9,22.68e-6,56.96,156.7e6,2.445e6,157e6,1.098e-3,50.5,2,2,2,2,2,2,2,1,2,2,2,2,152.1e6
372,nom,250e-9,2.9e-6,450e-9,2,13,23.2,145,404,pass,7.841e-9,10.69e-9,21.26e-6,51.45,145.2e6,2.231e6,146.7e6,1.098e-3,50.81,2,2,2,2,2,2,2,1,2,2,2,2,146e6
373,nom,250e-9,3e-6,200e-9,3,13,24,150,180,near,8.401e-9,11.61e-9,39.09e-6,78.84,151.5e6,2.673e6,152.7e6,757.1e-6,49.28,2,3,2,2,2,2,2,1,2,2,2,2,123.4e6
374,nom,250e-9,3e-6,250e-9,3,13,24,150,225,near,8.601e-9,11.49e-9,31.77e-6,73.9,144.4e6,2.408e6,146.2e6,757.1e-6,49.91,2,3,2,2,2,2,2,1,2,2,2,2,120.7e6
375,nom,250e-9,3e-6,300e-9,3,13,24,150,270,near,8.797e-9,11.47e-9,27.21e-6,68.93,137.3e6,2.187e6,139e6,757.2e-6,50.37,2,3,2,2,2,2,2,1,2,2,2,2,116.2e6
376,nom,250e-9,3e-6,350e-9,3,13,24,150,315,near,8.981e-9,11.5e-9,24.23e-6,63.3,128.9e6,1.976e6,129.6e6,757.2e-6,50.75,3,3,2,2,2,2,2,1,2,2,2,2,108.3e6
377,nom,250e-9,3e-6,400e-9,3,13,24,150,360,near,9.138e-9,11.55e-9,22.26e-6,57.75,119.6e6,1.803e6,120.6e6,757.2e-6,51.09,3,3,2,2,2,2,2,1,2,2,2,2,105.8e6
378,nom,250e-9,3e-6,450e-9,3,13,24,150,404,near,9.277e-9,11.6e-9,20.85e-6,52.41,110.8e6,1.636e6,112.1e6,757.2e-6,51.4,3,3,2,2,2,2,2,1,2,2,2,2,102e6
379,nom,275e-9,1e-6,200e-9,1,15,8,50,180,pass,7.996e-9,10.9e-9,38.08e-6,80.69,162.9e6,2.913e6,163.9e6,845.5e-6,49.11,2,2,2,2,2,2,2,1,2,2,2,2,133.4e6
380,nom,275e-9,1e-6,250e-9,1,15,8,50,225,pass,8.185e-9,10.76e-9,30.75e-6,75.76,155.4e6,2.62e6,156e6,845.5e-6,49.73,2,2,2,2,2,2,2,1,2,2,2,2,125.9e6
381,nom,275e-9,1e-6,300e-9,1,15,8,50,270,pass,8.379e-9,10.73e-9,26.14e-6,70.85,148.4e6,2.376e6,149.9e6,845.6e-6,50.19,2,2,2,2,2,2,2,1,2,2,2,2,124.6e6
382,nom,275e-9,1e-6,350e-9,1,15,8,50,315,pass,8.574e-9,10.75e-9,23.11e-6,65.06,139.6e6,2.158e6,141.3e6,845.6e-6,50.57,2,2,2,2,2,2,2,1,2,2,2,2,118.1e6
383,nom,275e-9,1e-6,400e-9,1,15,8,50,360,pass,8.761e-9,10.79e-9,21.09e-6,59.31,129.5e6,1.952e6,130.1e6,845.6e-6,50.91,2,2,2,2,2,2,2,1,2,2,2,2,107.1e6
384,nom,275e-9,1e-6,450e-9,1,15,8,50,404,pass,8.954e-9,10.83e-9,19.63e-6,53.72,119.8e6,1.785e6,120.6e6,845.6e-6,51.2,2,2,2,2,2,2,2,1,2,2,2,2,105.5e6
385,nom,275e-9,1.1e-6,200e-9,1,15,8.8,55,180,pass,7.676e-9,10.69e-9,38.17e-6,81.18,176.2e6,3.14e6,178.5e6,921.2e-6,48.98,2,2,2,2,2,2,2,1,2,2,2,2,147.8e6
386,nom,275e-9,1.1e-6,250e-9,1,15,8.8,55,225,pass,7.85e-9,10.53e-9,30.84e-6,76.1,168.5e6,2.842e6,170.3e6,921.2e-6,49.61,2,2,2,2,2,2,2,1,2,2,2,2,142.7e6
387,nom,275e-9,1.1e-6,300e-9,1,15,8.8,55,270,pass,8.028e-9,10.49e-9,26.23e-6,70.33,159e6,2.562e6,159.1e6,921.2e-6,50.07,2,2,2,2,2,2,2,1,2,2,2,2,135.7e6
388,nom,275e-9,1.1e-6,350e-9,1,15,8.8,55,315,pass,8.205e-9,10.5e-9,23.2e-6,64.57,150.2e6,2.331e6,151.5e6,921.2e-6,50.46,2,2,2,2,2,2,2,1,2,2,2,2,129.5e6
389,nom,275e-9,1.1e-6,400e-9,1,15,8.8,55,360,pass,8.373e-9,10.53e-9,21.17e-6,58.66,139.7e6,2.113e6,141.3e6,921.2e-6,50.8,2,2,2,2,2,2,2,1,2,2,2,2,117.8e6
390,nom,275e-9,1.1e-6,450e-9,1,15,8.8,55,404,pass,8.543e-9,10.57e-9,19.72e-6,53.23,128.1e6,1.92e6,128.6e6,921.2e-6,51.1,2,2,2,2,2,2,2,1,2,2,2,2,111.8e6
391,nom,275e-9,1.2e-6,200e-9,1,15,9.6,60,180,pass,7.403e-9,10.52e-9,38.26e-6,81.75,189.2e6,3.389e6,190.9e6,996.2e-6,48.86,2,2,2,2,2,2,2,1,2,2,2,2,159e6
392,nom,275e-9,1.2e-6,250e-9,1,15,9.6,60,225,pass,7.564e-9,10.35e-9,30.93e-6,75.2,178.2e6,3.047e6,180.6e6,996.1e-6,49.49,2,2,2,2,2,2,2,1,2,2,2,2,155.6e6
393,nom,275e-9,1.2e-6,300e-9,1,15,9.6,60,270,pass,7.728e-9,10.3e-9,26.32e-6,69.76,168.6e6,2.761e6,170.4e6,996.1e-6,49.96,2,2,2,2,2,2,2,1,2,2,2,2,148e6
394,nom,275e-9,1.2e-6,350e-9,1,15,9.6,60,315,pass,7.891e-9,10.3e-9,23.28e-6,64.13,159.9e6,2.487e6,160.2e6,996.2e-6,50.35,2,2,2,2,2,2,2,1,2,2,2,2,140.6e6
395,nom,275e-9,1.2e-6,400e-9,1,15,9.6,60,360,pass,8.041e-9,10.32e-9,21.26e-6,58.11,149.1e6,2.267e6,150.4e6,996.2e-6,50.7,2,2,2,2,2,2,2,1,2,2,2,2,134.4e6
396,nom,275e-9,1.2e-6,450e-9,1,15,9.6,60,404,pass,8.192e-9,10.36e-9,19.8e-6,52.51,137e6,2.055e6,138.4e6,996.2e-6,51,2,2,2,2,2,2,2,1,2,2,2,2,121.6e6
397,nom,275e-9,1.3e-6,200e-9,1,15,10.4,65,180,pass,7.221e-9,10.41e-9,38.33e-6,80.13,195.2e6,3.577e6,196e6,1.068e-3,48.75,2,2,2,2,2,2,2,1,2,2,2,2,169.3e6
398,nom,275e-9,1.3e-6,250e-9,1,15,10.4,65,225,pass,7.372e-9,10.23e-9,31e-6,75.63,187.6e6,3.194e6,189.4e6,1.068e-3,49.39,2,2,2,2,2,2,2,1,2,2,2,2,165e6
399,nom,275e-9,1.3e-6,300e-9,1,15,10.4,65,270,pass,7.527e-9,10.17e-9,26.38e-6,70.03,178e6,2.899e6,180.3e6,1.068e-3,49.87,2,2,2,2,2,2,2,1,2,2,2,2,157e6
400,nom,275e-9,1.3e-6,350e-9,1,15,10.4,65,315,pass,7.679e-9,10.17e-9,23.34e-6,64.01,166.4e6,2.619e6,167.8e6,1.068e-3,50.26,2,2,2,2,2,2,2,1,2,2,2,2,149.4e6
401,nom,275e-9,1.3e-6,400e-9,1,15,10.4,65,360,pass,7.816e-9,10.18e-9,21.32e-6,58.03,155.7e6,2.375e6,156.2e6,1.068e-3,50.61,2,2,2,2,2,2,2,1,2,2,2,2,142.6e6
402,nom,275e-9,1.3e-6,450e-9,1,15,10.4,65,404,pass,7.953e-9,10.21e-9,19.86e-6,52.83,141.8e6,2.161e6,143.4e6,1.068e-3,50.91,2,2,2,2,2,2,2,1,2,2,2,2,128.9e6
403,nom,275e-9,1.4e-6,200e-9,1,15,11.2,70,180,pass,7.008e-9,10.29e-9,38.42e-6,80.5,206.8e6,3.796e6,208.4e6,1.142e-3,48.63,2,2,2,2,2,2,2,1,2,2,2,2,181e6
404,nom,275e-9,1.4e-6,250e-9,1,15,11.2,70,225,pass,7.148e-9,10.09e-9,31.09e-6,75.91,199.5e6,3.408e6,199.5e6,1.142e-3,49.28,2,2,2,2,2,2,2,1,2,2,2,2,172.1e6
405,nom,275e-9,1.4e-6,300e-9,1,15,11.2,70,270,pass,7.293e-9,10.03e-9,26.47e-6,69.38,186e6,3.071e6,187.9e6,1.142e-3,49.76,2,2,2,2,2,2,2,1,2,2,2,2,169e6
406,nom,275e-9,1.4e-6,350e-9,1,15,11.2,70,315,pass,7.433e-9,10.02e-9,23.42e-6,63.6,174.3e6,2.787e6,176.5e6,1.142e-3,50.16,2,2,2,2,2,2,2,1,2,2,2,2,160.6e6
407,nom,275e-9,1.4e-6,400e-9,1,15,11.2,70,360,pass,7.557e-9,10.03e-9,21.39e-6,57.68,163.7e6,2.507e6,164.7e6,1.142e-3,50.51,2,2,2,2,2,2,2,1,2,2,2,2,153.2e6
408,nom,275e-9,1.4e-6,450e-9,1,15,11.2,70,404,pass,7.679e-9,10.05e-9,19.94e-6,52.41,149.3e6,2.294e6,150.6e6,1.142e-3,50.81,2,2,2,2,2,2,2,1,2,2,2,2,138.6e6
409,nom,275e-9,1.5e-6,200e-9,1,15,12,75,180,pass,6.821e-9,10.19e-9,38.51e-6,80.88,218.2e6,4.001e6,221e6,1.215e-3,48.51,2,2,2,2,2,2,2,1,2,2,2,2,194.5e6
410,nom,275e-9,1.5e-6,250e-9,1,15,12,75,225,pass,6.952e-9,9.979e-9,31.18e-6,74.72,206.5e6,3.612e6,208e6,1.215e-3,49.16,2,2,2,2,2,2,2,1,2,2,2,2,187e6
411,nom,275e-9,1.5e-6,300e-9,1,15,12,75,270,pass,7.087e-9,9.905e-9,26.55e-6,69.41,196.8e6,3.242e6,197.3e6,1.215e-3,49.65,2,2,2,2,2,2,2,1,2,2,2,2,180.4e6
412,nom,275e-9,1.5e-6,350e-9,1,15,12,75,315,pass,7.217e-9,9.888e-9,23.5e-6,63.35,184.8e6,2.94e6,186.8e6,1.215e-3,50.05,2,2,2,2,2,2,2,1,2,2,2,2,171.3e6
413,nom,275e-9,1.5e-6,400e-9,1,15,12,75,360,pass,7.331e-9,9.895e-9,21.47e-6,57.43,170.9e6,2.659e6,172.7e6,1.215e-3,50.41,2,2,2,2,2,2,2,1,2,2,2,2,163.2e6
414,nom,275e-9,1.5e-6,450e-9,1,15,12,75,404,pass,7.44e-9,9.916e-9,20.01e-6,51.52,158.2e6,2.417e6,158.3e6,1.215e-3,50.72,2,2,2,2,2,2,2,1,2,2,2,2,148.4e6
415,nom,275e-9,1.6e-6,200e-9,1,15,12.8,80,180,pass,6.656e-9,10.1e-9,38.6e-6,81.27,229.3e6,4.232e6,232.2e6,1.288e-3,48.39,2,2,2,2,2,2,2,1,2,2,2,2,206.4e6
416,nom,275e-9,1.6e-6,250e-9,1,15,12.8,80,225,pass,6.779e-9,9.882e-9,31.27e-6,74.93,217.1e6,3.793e6,219.8e6,1.288e-3,49.05,2,2,2,2,2,2,2,1,2,2,2,2,201.8e6
417,nom,275e-9,1.6e-6,300e-9,1,15,12.8,80,270,pass,6.905e-9,9.8e-9,26.64e-6,69.44,207.7e6,3.421e6,209.3e6,1.288e-3,49.55,2,2,2,2,2,2,2,1,2,2,2,2,191.4e6
418,nom,275e-9,1.6e-6,350e-9,1,15,12.8,80,315,pass,7.026e-9,9.779e-9,23.58e-6,63.03,191.2e6,3.084e6,192.5e6,1.288e-3,49.95,2,2,2,2,2,2,2,1,2,2,2,2,183.8e6
419,nom,275e-9,1.6e-6,400e-9,1,15,12.8,80,360,pass,7.131e-9,9.781e-9,21.54e-6,56.82,180.5e6,2.801e6,182.5e6,1.288e-3,50.31,2,2,2,2,2,2,2,1,2,2,2,2,172.6e6
420,nom,275e-9,1.6e-6,450e-9,1,15,12.8,80,404,pass,7.23e-9,9.798e-9,20.08e-6,51.34,164.7e6,2.536e6,165.8e6,1.288e-3,50.62,2,2,2,2,2,2,2,1,2,2,2,2,163.5e6
421,nom,275e-9,1.7e-6,200e-9,1,15,13.6,85,180,pass,6.51e-9,10.02e-9,38.69e-6,81.73,240.3e6,4.448e6,242.2e6,1.36e-3,48.28,2,2,2,2,2,2,2,1,2,2,2,2,214.8e6
422,nom,275e-9,1.7e-6,250e-9,1,15,13.6,85,225,pass,6.625e-9,9.799e-9,31.36e-6,75.17,227.5e6,3.963e6,230.4e6,1.36e-3,48.95,2,2,2,2,2,2,2,1,2,2,2,2,211.8e6
423,nom,275e-9,1.7e-6,300e-9,1,15,13.6,85,270,pass,6.744e-9,9.711e-9,26.72e-6,68.75,212.9e6,3.592e6,215.2e6,1.36e-3,49.44,2,2,2,2,2,2,2,1,2,2,2,2,200.5e6
424,nom,275e-9,1.7e-6,350e-9,1,15,13.6,85,315,pass,6.857e-9,9.684e-9,23.66e-6,62.82,200.8e6,3.228e6,201e6,1.36e-3,49.85,2,2,2,2,2,2,2,1,2,2,2,2,192.6e6
425,nom,275e-9,1.7e-6,400e-9,1,15,13.6,85,360,pass,6.955e-9,9.683e-9,21.62e-6,56.77,186.3e6,2.933e6,188.1e6,1.36e-3,50.21,2,2,2,2,2,2,2,1,2,2,2,2,184.5e6
426,nom,275e-9,1.7e-6,450e-9,1,15,13.6,85,404,pass,7.046e-9,9.696e-9,20.15e-6,51.27,170.6e6,2.669e6,172.3e6,1.36e-3,50.53,2,2,2,2,2,2,2,1,2,2,2,2,166.9e6
427,nom,275e-9,1.8e-6,200e-9,1,15,14.4,90,180,pass,6.405e-9,9.97e-9,38.77e-6,82.2,249.1e6,4.61e6,249.5e6,1.43e-3,48.18,2,2,2,2,2,2,2,1,2,2,2,2,226e6
428,nom,275e-9,1.8e-6,250e-9,1,15,14.4,90,225,pass,6.515e-9,9.741e-9,31.43e-6,75.48,235.9e6,4.115e6,238.3e6,1.43e-3,48.85,2,2,2,2,2,2,2,1,2,2,2,2,223.1e6
429,nom,275e-9,1.8e-6,300e-9,1,15,14.4,90,270,pass,6.628e-9,9.649e-9,26.78e-6,68.93,220.8e6,3.715e6,223.6e6,1.43e-3,49.35,2,2,2,2,2,2,2,1,2,2,2,2,213.1e6
430,nom,275e-9,1.8e-6,350e-9,1,15,14.4,90,315,pass,6.736e-9,9.618e-9,23.72e-6,62.76,208.8e6,3.351e6,210.5e6,1.43e-3,49.77,2,2,2,2,2,2,2,1,2,2,2,2,198.1e6
431,nom,275e-9,1.8e-6,400e-9,1,15,14.4,90,360,pass,6.828e-9,9.614e-9,21.67e-6,56.45,193.8e6,3.031e6,194.7e6,1.43e-3,50.13,2,2,2,2,2,2,2,1,2,2,2,2,185.2e6
432,nom,275e-9,1.8e-6,450e-9,1,15,14.4,90,404,pass,6.913e-9,9.625e-9,20.21e-6,50.78,177.2e6,2.768e6,179.1e6,1.43e-3,50.45,2,2,2,2,2,2,2,1,2,2,2,2,180.1e6
433,nom,275e-9,1.9e-6,200e-9,1,15,15.2,95,180,near,6.286e-9,9.913e-9,38.86e-6,79.7,251.8e6,4.815e6,252e6,1.501e-3,48.07,2,2,2,2,2,2,2,1,1,2,2,2,241.4e6
434,nom,275e-9,1.9e-6,250e-9,1,15,15.2,95,225,near,6.388e-9,9.677e-9,31.52e-6,74.02,239.5e6,4.314e6,241.4e6,1.501e-3,48.75,2,2,2,2,2,2,2,1,1,2,2,2,233.9e6
435,nom,275e-9,1.9e-6,300e-9,1,15,15.2,95,270,pass,6.496e-9,9.58e-9,26.86e-6,68.96,230.4e6,3.862e6,233.1e6,1.501e-3,49.25,2,2,2,2,2,2,2,1,2,2,2,2,225.4e6
436,nom,275e-9,1.9e-6,350e-9,1,15,15.2,95,315,pass,6.598e-9,9.545e-9,23.79e-6,62.56,212.8e6,3.501e6,214.9e6,1.501e-3,49.67,2,2,2,2,2,2,2,1,2,2,2,2,208.5e6
437,nom,275e-9,1.9e-6,400e-9,1,15,15.2,95,360,pass,6.684e-9,9.538e-9,21.74e-6,56.55,198.3e6,3.15e6,198.5e6,1.501e-3,50.04,2,2,2,2,2,2,2,1,2,2,2,2,201.2e6
438,nom,275e-9,1.9e-6,450e-9,1,15,15.2,95,404,pass,6.763e-9,9.546e-9,20.27e-6,50.91,182.1e6,2.887e6,184e6,1.501e-3,50.36,2,2,2,2,2,2,2,1,2,2,2,2,188.1e6
439,nom,275e-9,2e-6,200e-9,2,15,16,100,180,near,8.169e-9,11.02e-9,38.02e-6,79.27,156.7e6,2.745e6,157e6,782.4e-6,49.38,2,3,2,2,2,2,2,1,2,2,2,2,127.2e6
440,nom,275e-9,2e-6,250e-9,2,15,16,100,225,near,8.365e-9,10.89e-9,30.69e-6,74.29,149.3e6,2.465e6,150.8e6,782.4e-6,50,3,3,2,2,2,2,2,1,2,2,2,2,120.7e6
441,nom,275e-9,2e-6,300e-9,2,15,16,100,270,near,8.557e-9,10.87e-9,26.09e-6,69.31,142.1e6,2.243e6,143.9e6,782.4e-6,50.46,3,3,2,2,2,2,2,1,2,2,2,2,119e6
442,nom,275e-9,2e-6,350e-9,2,15,16,100,315,near,8.741e-9,10.9e-9,23.06e-6,63.61,133.5e6,2.026e6,134.8e6,782.5e-6,50.84,3,3,2,2,2,2,2,1,2,2,2,2,112.2e6
443,nom,275e-9,2e-6,400e-9,2,15,16,100,360,near,8.902e-9,10.94e-9,21.04e-6,57.98,123.8e6,1.846e6,124.1e6,782.5e-6,51.18,3,3,2,2,2,2,2,1,2,2,2,2,107.1e6
444,nom,275e-9,2e-6,450e-9,2,15,16,100,404,near,9.051e-9,10.99e-9,19.58e-6,52.56,114.5e6,1.679e6,115.8e6,782.5e-6,51.48,3,3,2,2,2,2,2,1,2,2,2,2,97.36e6
445,nom,275e-9,2.1e-6,200e-9,2,15,16.8,105,180,pass,7.998e-9,10.91e-9,38.06e-6,79.48,163e6,2.86e6,164e6,818.1e-6,49.31,2,2,2,2,2,2,2,1,2,2,2,2,133.4e6
446,nom,275e-9,2.1e-6,250e-9,2,15,16.8,105,225,pass,8.185e-9,10.77e-9,30.74e-6,74.41,155.5e6,2.567e6,156e6,818.1e-6,49.94,2,2,2,2,2,2,2,1,2,2,2,2,129.9e6
447,nom,275e-9,2.1e-6,300e-9,2,15,16.8,105,270,pass,8.371e-9,10.74e-9,26.13e-6,68.78,146.5e6,2.334e6,148.1e6,818.1e-6,50.4,2,2,2,2,2,2,2,1,2,2,2,2,123.6e6
448,nom,275e-9,2.1e-6,350e-9,2,15,16.8,105,315,pass,8.546e-9,10.76e-9,23.1e-6,63.28,137.8e6,2.115e6,139.4e6,818.1e-6,50.79,2,2,2,2,2,2,2,1,2,2,2,2,117.5e6
449,nom,275e-9,2.1e-6,400e-9,2,15,16.8,105,360,pass,8.698e-9,10.8e-9,21.08e-6,57.72,128e6,1.917e6,128.4e6,818.1e-6,51.13,2,2,2,2,2,2,2,1,2,2,2,2,106.7e6
450,nom,275e-9,2.1e-6,450e-9,2,15,16.8,105,404,pass,8.836e-9,10.85e-9,19.63e-6,52.28,118.6e6,1.749e6,119.6e6,818.1e-6,51.43,2,2,2,2,2,2,2,1,2,2,2,2,106.6e6
451,nom,275e-9,2.2e-6,200e-9,2,15,17.6,110,180,pass,7.841e-9,10.8e-9,38.1e-6,79.65,169.1e6,2.97e6,171.1e6,853.7e-6,49.25,2,2,2,2,2,2,2,1,2,2,2,2,140e6
452,nom,275e-9,2.2e-6,250e-9,2,15,17.6,110,225,pass,8.02e-9,10.65e-9,30.78e-6,74.53,161.6e6,2.674e6,162.3e6,853.7e-6,49.88,2,2,2,2,2,2,2,1,2,2,2,2,135.2e6
453,nom,275e-9,2.2e-6,300e-9,2,15,17.6,110,270,pass,8.198e-9,10.62e-9,26.18e-6,68.79,152.3e6,2.419e6,153.4e6,853.7e-6,50.35,2,2,2,2,2,2,2,1,2,2,2,2,130.3e6
454,nom,275e-9,2.2e-6,350e-9,2,15,17.6,110,315,pass,8.365e-9,10.64e-9,23.14e-6,63.13,143.5e6,2.199e6,145.2e6,853.7e-6,50.73,2,2,2,2,2,2,2,1,2,2,2,2,123.8e6
455,nom,275e-9,2.2e-6,400e-9,2,15,17.6,110,360,pass,8.509e-9,10.67e-9,21.12e-6,57.38,133.3e6,1.983e6,134.6e6,853.7e-6,51.08,2,2,2,2,2,2,2,1,2,2,2,2,112.6e6
456,nom,275e-9,2.2e-6,450e-9,2,15,17.6,110,404,pass,8.641e-9,10.71e-9,19.67e-6,52.05,122.5e6,1.814e6,123e6,853.7e-6,51.38,2,2,2,2,2,2,2,1,2,2,2,2,112.3e6
457,nom,275e-9,2.3e-6,200e-9,2,15,18.4,115,180,pass,7.731e-9,10.73e-9,38.14e-6,79.94,173.9e6,3.05e6,176.2e6,887.9e-6,49.2,2,2,2,2,2,2,2,1,2,2,2,2,143.1e6
458,nom,275e-9,2.3e-6,250e-9,2,15,18.4,115,225,pass,7.905e-9,10.58e-9,30.81e-6,73.69,164.2e6,2.756e6,165.4e6,887.9e-6,49.83,2,2,2,2,2,2,2,1,2,2,2,2,138.3e6
459,nom,275e-9,2.3e-6,300e-9,2,15,18.4,115,270,pass,8.076e-9,10.54e-9,26.21e-6,68.94,156.9e6,2.48e6,157.2e6,888e-6,50.3,2,2,2,2,2,2,2,1,2,2,2,2,132.6e6
460,nom,275e-9,2.3e-6,350e-9,2,15,18.4,115,315,pass,8.239e-9,10.55e-9,23.18e-6,62.98,146.2e6,2.26e6,147.8e6,888e-6,50.69,2,2,2,2,2,2,2,1,2,2,2,2,126e6
461,nom,275e-9,2.3e-6,400e-9,2,15,18.4,115,360,pass,8.377e-9,10.58e-9,21.15e-6,57.38,136.1e6,2.04e6,137.5e6,888e-6,51.03,2,2,2,2,2,2,2,1,2,2,2,2,116.6e6
462,nom,275e-9,2.3e-6,450e-9,2,15,18.4,115,404,pass,8.502e-9,10.62e-9,19.7e-6,52.08,125.2e6,1.861e6,125.3e6,888e-6,51.34,2,2,2,2,2,2,2,1,2,2,2,2,116.6e6
463,nom,275e-9,2.4e-6,200e-9,2,15,19.2,120,180,pass,7.593e-9,10.64e-9,38.19e-6,80.17,180e6,3.152e6,182.4e6,923.4e-6,49.14,2,2,2,2,2,2,2,1,2,2,2,2,150.4e6
464,nom,275e-9,2.4e-6,250e-9,2,15,19.2,120,225,pass,7.76e-9,10.48e-9,30.86e-6,73.8,170e6,2.856e6,171.9e6,923.3e-6,49.77,2,2,2,2,2,2,2,1,2,2,2,2,142.3e6
465,nom,275e-9,2.4e-6,300e-9,2,15,19.2,120,270,pass,7.926e-9,10.44e-9,26.25e-6,68.35,160.6e6,2.573e6,161e6,923.4e-6,50.25,2,2,2,2,2,2,2,1,2,2,2,2,140.4e6
466,nom,275e-9,2.4e-6,350e-9,2,15,19.2,120,315,pass,8.081e-9,10.45e-9,23.22e-6,62.84,151.6e6,2.337e6,152.7e6,923.4e-6,50.64,2,2,2,2,2,2,2,1,2,2,2,2,131.3e6
467,nom,275e-9,2.4e-6,400e-9,2,15,19.2,120,360,pass,8.212e-9,10.48e-9,21.19e-6,57.05,141.2e6,2.117e6,142.9e6,923.4e-6,50.98,2,2,2,2,2,2,2,1,2,2,2,2,121.7e6
468,nom,275e-9,2.4e-6,450e-9,2,15,19.2,120,404,pass,8.331e-9,10.51e-9,19.74e-6,51.6,129.9e6,1.923e6,130.7e6,923.4e-6,51.29,2,2,2,2,2,2,2,1,2,2,2,2,121.3e6
469,nom,275e-9,2.5e-6,200e-9,2,15,20,125,180,pass,7.465e-9,10.56e-9,38.23e-6,78.48,183.4e6,3.277e6,185.6e6,958.6e-6,49.08,2,2,2,2,2,2,2,1,2,2,2,2,157.9e6
470,nom,275e-9,2.5e-6,250e-9,2,15,20,125,225,pass,7.625e-9,10.39e-9,30.9e-6,73.88,175.6e6,2.951e6,177.9e6,958.7e-6,49.72,2,2,2,2,2,2,2,1,2,2,2,2,150.6e6
471,nom,275e-9,2.5e-6,300e-9,2,15,20,125,270,pass,7.785e-9,10.35e-9,26.29e-6,68.35,166e6,2.666e6,167.5e6,958.7e-6,50.19,2,2,2,2,2,2,2,1,2,2,2,2,143.8e6
472,nom,275e-9,2.5e-6,350e-9,2,15,20,125,315,pass,7.936e-9,10.35e-9,23.26e-6,62.52,155e6,2.412e6,155.6e6,958.7e-6,50.58,2,2,2,2,2,2,2,1,2,2,2,2,140.3e6
473,nom,275e-9,2.5e-6,400e-9,2,15,20,125,360,pass,8.061e-9,10.38e-9,21.23e-6,56.9,144.6e6,2.19e6,146.2e6,958.7e-6,50.93,2,2,2,2,2,2,2,1,2,2,2,2,132.1e6
474,nom,275e-9,2.5e-6,450e-9,2,15,20,125,404,pass,8.174e-9,10.41e-9,19.78e-6,51.49,133.3e6,1.981e6,134.5e6,958.7e-6,51.24,2,2,2,2,2,2,2,1,2,2,2,2,120.8e6
475,nom,275e-9,2.6e-6,200e-9,2,15,20.8,130,180,pass,7.344e-9,10.49e-9,38.27e-6,78.64,189.1e6,3.393e6,190.7e6,993.8e-6,49.02,2,2,2,2,2,2,2,1,2,2,2,2,163.1e6
476,nom,275e-9,2.6e-6,250e-9,2,15,20.8,130,225,pass,7.499e-9,10.31e-9,30.94e-6,73.98,181.2e6,3.042e6,183.5e6,993.9e-6,49.66,2,2,2,2,2,2,2,1,2,2,2,2,158.3e6
477,nom,275e-9,2.6e-6,300e-9,2,15,20.8,130,270,pass,7.654e-9,10.26e-9,26.33e-6,68.36,171.6e6,2.756e6,173.6e6,993.9e-6,50.14,2,2,2,2,2,2,2,1,2,2,2,2,150e6
478,nom,275e-9,2.6e-6,350e-9,2,15,20.8,130,315,pass,7.799e-9,10.26e-9,23.29e-6,62.4,160.2e6,2.483e6,160.6e6,993.9e-6,50.53,2,2,2,2,2,2,2,1,2,2,2,2,138e6
479,nom,275e-9,2.6e-6,400e-9,2,15,20.8,130,360,pass,7.919e-9,10.28e-9,21.27e-6,56.6,149.6e6,2.26e6,150.8e6,993.9e-6,50.88,2,2,2,2,2,2,2,1,2,2,2,2,137.6e6
480,nom,275e-9,2.6e-6,450e-9,2,15,20.8,130,404,pass,8.028e-9,10.32e-9,19.82e-6,51.42,136.4e6,2.047e6,137.9e6,993.9e-6,51.19,2,2,2,2,2,2,2,1,2,2,2,2,125.7e6
481,nom,275e-9,2.7e-6,200e-9,2,15,21.6,135,180,pass,7.232e-9,10.42e-9,38.31e-6,78.76,194.6e6,3.504e6,195.5e6,1.029e-3,48.96,2,2,2,2,2,2,2,1,2,2,2,2,170.1e6
482,nom,275e-9,2.7e-6,250e-9,2,15,21.6,135,225,pass,7.382e-9,10.24e-9,30.98e-6,74.1,186.9e6,3.13e6,188.8e6,1.029e-3,49.6,2,2,2,2,2,2,2,1,2,2,2,2,164.3e6
483,nom,275e-9,2.7e-6,300e-9,2,15,21.6,135,270,pass,7.531e-9,10.18e-9,26.37e-6,68.36,177.1e6,2.841e6,179.3e6,1.029e-3,50.08,2,2,2,2,2,2,2,1,2,2,2,2,158.5e6
