Point,Corner,L_Mn_drive,L_Mn_tail1,L_Mp_stg1,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,Pass/Fail,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value
11,nom,200e-9,1.1e-6,400e-9,1,11,8.8,55,360,pass,8.663e-9,11.92e-9,24.23e-6,59.49,137.7e6,2.195e6,139.3e6,921e-6,50.12,2,2,2,2,2,2,2,1,2,2,2,2,123.2e6
12,nom,200e-9,1.1e-6,450e-9,1,11,8.8,55,404,pass,8.833e-9,11.96e-9,22.94e-6,54.06,126.5e6,1.987e6,126.6e6,921e-6,50.42,2,2,2,2,2,2,2,1,2,2,2,2,111.8e6
13,nom,200e-9,1.2e-6,200e-9,1,11,9.6,60,180,pass,7.71e-9,11.93e-9,40.42e-6,82.24,185.6e6,3.513e6,187.7e6,995.9e-6,48.18,2,2,2,2,2,2,2,1,2,2,2,2,156.7e6
14,nom,200e-9,1.2e-6,250e-9,1,11,9.6,60,225,pass,7.868e-9,11.77e-9,33.34e-6,75.8,175.1e6,3.147e6,177.4e6,995.9e-6,48.82,2,2,2,2,2,2,2,1,2,2,2,2,154.5e6
15,nom,200e-9,1.2e-6,300e-9,1,11,9.6,60,270,pass,8.03e-9,11.73e-9,28.98e-6,70.45,165.8e6,2.862e6,167.3e6,995.9e-6,49.29,2,2,2,2,2,2,2,1,2,2,2,2,146.9e6
16,nom,200e-9,1.2e-6,350e-9,1,11,9.6,60,315,pass,8.19e-9,11.73e-9,26.18e-6,64.91,157.4e6,2.583e6,157.6e6,995.9e-6,49.67,2,2,2,2,2,2,2,1,2,2,2,2,141.5e6
17,nom,200e-9,1.2e-6,400e-9,1,11,9.6,60,360,pass,8.339e-9,11.75e-9,24.34e-6,58.95,147e6,2.349e6,148.5e6,995.9e-6,50.02,2,2,2,2,2,2,2,1,2,2,2,2,133.6e6
18,nom,200e-9,1.2e-6,450e-9,1,11,9.6,60,404,pass,8.489e-9,11.78e-9,23.05e-6,53.36,135.2e6,2.139e6,136.6e6,995.9e-6,50.32,2,2,2,2,2,2,2,1,2,2,2,2,126.8e6
19,nom,200e-9,1.3e-6,200e-9,1,11,10.4,65,180,pass,7.535e-9,11.84e-9,40.51e-6,80.64,191.5e6,3.701e6,192.9e6,1.068e-3,48.08,2,2,2,2,2,2,2,1,2,2,2,2,167.7e6
20,nom,200e-9,1.3e-6,250e-9,1,11,10.4,65,225,pass,7.683e-9,11.68e-9,33.43e-6,76.23,184.2e6,3.319e6,186.3e6,1.068e-3,48.72,2,2,2,2,2,2,2,1,2,2,2,2,164.4e6
21,nom,200e-9,1.3e-6,300e-9,1,11,10.4,65,270,pass,7.835e-9,11.63e-9,29.07e-6,70.74,175e6,3e6,177.2e6,1.068e-3,49.19,2,2,2,2,2,2,2,1,2,2,2,2,153.4e6
22,nom,200e-9,1.3e-6,350e-9,1,11,10.4,65,315,pass,7.985e-9,11.62e-9,26.26e-6,64.79,163.8e6,2.72e6,164.8e6,1.068e-3,49.58,2,2,2,2,2,2,2,1,2,2,2,2,150.6e6
23,nom,200e-9,1.3e-6,400e-9,1,11,10.4,65,360,pass,8.121e-9,11.64e-9,24.42e-6,58.88,153.5e6,2.457e6,154.3e6,1.068e-3,49.93,2,2,2,2,2,2,2,1,2,2,2,2,141.6e6
24,nom,200e-9,1.3e-6,450e-9,1,11,10.4,65,404,pass,8.256e-9,11.66e-9,23.12e-6,53.66,140e6,2.245e6,141.6e6,1.068e-3,50.23,2,2,2,2,2,2,2,1,2,2,2,2,134.4e6
25,nom,200e-9,1.4e-6,200e-9,1,11,11.2,70,180,pass,7.33e-9,11.75e-9,40.62e-6,81.01,202.9e6,3.92e6,203.7e6,1.141e-3,47.95,2,2,2,2,2,2,2,1,2,2,2,2,178.7e6
26,nom,200e-9,1.4e-6,250e-9,1,11,11.2,70,225,pass,7.467e-9,11.57e-9,33.54e-6,76.53,195.8e6,3.532e6,196.5e6,1.141e-3,48.6,2,2,2,2,2,2,2,1,2,2,2,2,176.4e6
27,nom,200e-9,1.4e-6,300e-9,1,11,11.2,70,270,pass,7.609e-9,11.51e-9,29.17e-6,70.08,182.8e6,3.175e6,185e6,1.141e-3,49.08,2,2,2,2,2,2,2,1,2,2,2,2,167.9e6
28,nom,200e-9,1.4e-6,350e-9,1,11,11.2,70,315,pass,7.747e-9,11.5e-9,26.36e-6,64.38,171.6e6,2.888e6,173.6e6,1.141e-3,49.48,2,2,2,2,2,2,2,1,2,2,2,2,159.8e6
29,nom,200e-9,1.4e-6,400e-9,1,11,11.2,70,360,pass,7.87e-9,11.51e-9,24.52e-6,58.53,161.4e6,2.609e6,162e6,1.141e-3,49.83,2,2,2,2,2,2,2,1,2,2,2,2,153.1e6
30,nom,200e-9,1.4e-6,450e-9,1,11,11.2,70,404,pass,7.99e-9,11.54e-9,23.22e-6,53.25,147.4e6,2.378e6,148.8e6,1.141e-3,50.13,2,2,2,2,2,2,2,1,2,2,2,2,138.9e6
31,nom,200e-9,1.5e-6,200e-9,1,11,12,75,180,pass,7.152e-9,11.67e-9,40.72e-6,81.4,213.9e6,4.154e6,216.4e6,1.215e-3,47.83,2,2,2,2,2,2,2,1,2,2,2,2,193e6
32,nom,200e-9,1.5e-6,250e-9,1,11,12,75,225,pass,7.28e-9,11.48e-9,33.64e-6,75.34,202.7e6,3.735e6,203.5e6,1.215e-3,48.49,2,2,2,2,2,2,2,1,2,2,2,2,187.8e6
33,nom,200e-9,1.5e-6,300e-9,1,11,12,75,270,pass,7.411e-9,11.42e-9,29.28e-6,70.14,193.4e6,3.366e6,194.5e6,1.215e-3,48.97,2,2,2,2,2,2,2,1,2,2,2,2,181.4e6
34,nom,200e-9,1.5e-6,350e-9,1,11,12,75,315,pass,7.539e-9,11.4e-9,26.46e-6,64.16,181.9e6,3.04e6,184e6,1.215e-3,49.37,2,2,2,2,2,2,2,1,2,2,2,2,167.4e6
35,nom,200e-9,1.5e-6,400e-9,1,11,12,75,360,pass,7.651e-9,11.41e-9,24.62e-6,58.28,168.4e6,2.762e6,170e6,1.215e-3,49.73,2,2,2,2,2,2,2,1,2,2,2,2,164.9e6
36,nom,200e-9,1.5e-6,450e-9,1,11,12,75,404,pass,7.759e-9,11.43e-9,23.32e-6,52.39,156.2e6,2.501e6,156.6e6,1.215e-3,50.04,2,2,2,2,2,2,2,1,2,2,2,2,155.8e6
37,nom,200e-9,1.6e-6,200e-9,1,11,12.8,80,180,pass,6.995e-9,11.6e-9,40.83e-6,81.79,224.7e6,4.383e6,227.7e6,1.287e-3,47.72,2,2,2,2,2,2,2,1,2,2,2,2,204.4e6
38,nom,200e-9,1.6e-6,250e-9,1,11,12.8,80,225,pass,7.114e-9,11.41e-9,33.75e-6,75.56,213e6,3.916e6,215.4e6,1.287e-3,48.38,2,2,2,2,2,2,2,1,2,2,2,2,199.4e6
39,nom,200e-9,1.6e-6,300e-9,1,11,12.8,80,270,pass,7.237e-9,11.34e-9,29.38e-6,70.19,203.9e6,3.544e6,204.9e6,1.287e-3,48.87,2,2,2,2,2,2,2,1,2,2,2,2,191.9e6
40,nom,200e-9,1.6e-6,350e-9,1,11,12.8,80,315,pass,7.357e-9,11.32e-9,26.55e-6,63.83,188.1e6,3.19e6,189.7e6,1.287e-3,49.27,2,2,2,2,2,2,2,1,2,2,2,2,184.4e6
41,nom,200e-9,1.6e-6,400e-9,1,11,12.8,80,360,pass,7.459e-9,11.32e-9,24.71e-6,57.7,177.9e6,2.903e6,179.9e6,1.287e-3,49.63,2,2,2,2,2,2,2,1,2,2,2,2,174.8e6
42,nom,200e-9,1.6e-6,450e-9,1,11,12.8,80,404,pass,7.557e-9,11.34e-9,23.41e-6,52.21,162.5e6,2.64e6,163.3e6,1.287e-3,49.94,2,2,2,2,2,2,2,1,2,2,2,2,163.7e6
43,nom,200e-9,1.7e-6,200e-9,1,11,13.6,85,180,pass,6.856e-9,11.55e-9,40.93e-6,82.25,235.3e6,4.597e6,237.7e6,1.359e-3,47.6,2,2,2,2,2,2,2,1,2,2,2,2,214.7e6
44,nom,200e-9,1.7e-6,250e-9,1,11,13.6,85,225,pass,6.968e-9,11.35e-9,33.85e-6,75.82,223.1e6,4.109e6,226e6,1.359e-3,48.27,2,2,2,2,2,2,2,1,2,2,2,2,207.7e6
45,nom,200e-9,1.7e-6,300e-9,1,11,13.6,85,270,pass,7.084e-9,11.27e-9,29.47e-6,69.49,209e6,3.714e6,210.9e6,1.359e-3,48.77,2,2,2,2,2,2,2,1,2,2,2,2,203.1e6
46,nom,200e-9,1.7e-6,350e-9,1,11,13.6,85,315,pass,7.195e-9,11.25e-9,26.64e-6,63.65,197.4e6,3.352e6,197.8e6,1.359e-3,49.17,2,2,2,2,2,2,2,1,2,2,2,2,194.1e6
47,nom,200e-9,1.7e-6,400e-9,1,11,13.6,85,360,pass,7.291e-9,11.25e-9,24.8e-6,57.65,183.5e6,3.035e6,185.4e6,1.359e-3,49.53,2,2,2,2,2,2,2,1,2,2,2,2,176.9e6
48,nom,200e-9,1.7e-6,450e-9,1,11,13.6,85,404,pass,7.38e-9,11.26e-9,23.5e-6,52.15,168.3e6,2.773e6,169.8e6,1.359e-3,49.85,2,2,2,2,2,2,2,1,2,2,2,2,167.3e6
49,nom,200e-9,1.8e-6,200e-9,1,11,14.4,90,180,pass,6.758e-9,11.51e-9,41.02e-6,82.73,243.7e6,4.758e6,245.1e6,1.429e-3,47.5,2,2,2,2,2,2,2,1,2,2,2,2,223.6e6
50,nom,200e-9,1.8e-6,250e-9,1,11,14.4,90,225,pass,6.864e-9,11.31e-9,33.94e-6,76.14,231.2e6,4.265e6,233.9e6,1.429e-3,48.17,2,2,2,2,2,2,2,1,2,2,2,2,218.8e6
51,nom,200e-9,1.8e-6,300e-9,1,11,14.4,90,270,pass,6.975e-9,11.23e-9,29.55e-6,69.68,216.7e6,3.837e6,219.3e6,1.429e-3,48.68,2,2,2,2,2,2,2,1,2,2,2,2,209.6e6
52,nom,200e-9,1.8e-6,350e-9,1,11,14.4,90,315,pass,7.08e-9,11.2e-9,26.72e-6,63.62,205.2e6,3.474e6,206.3e6,1.429e-3,49.09,2,2,2,2,2,2,2,1,2,2,2,2,195e6
53,nom,200e-9,1.8e-6,400e-9,1,11,14.4,90,360,pass,7.17e-9,11.2e-9,24.87e-6,57.35,190.8e6,3.132e6,192.1e6,1.429e-3,49.45,2,2,2,2,2,2,2,1,2,2,2,2,185.7e6
54,nom,200e-9,1.8e-6,450e-9,1,11,14.4,90,404,pass,7.253e-9,11.21e-9,23.56e-6,51.68,174.7e6,2.871e6,176.7e6,1.429e-3,49.76,2,2,2,2,2,2,2,1,2,2,2,2,173.6e6
55,nom,200e-9,1.9e-6,200e-9,1,11,15.2,95,180,near,6.645e-9,11.47e-9,41.12e-6,80.25,246.5e6,4.962e6,247.4e6,1.5e-3,47.39,2,2,2,2,2,2,2,1,1,2,2,2,238.1e6
56,nom,200e-9,1.9e-6,250e-9,1,11,15.2,95,225,near,6.745e-9,11.26e-9,34.04e-6,74.67,234.7e6,4.462e6,237.2e6,1.5e-3,48.07,2,2,2,2,2,2,2,1,1,2,2,2,233.4e6
57,nom,200e-9,1.9e-6,300e-9,1,11,15.2,95,270,pass,6.85e-9,11.18e-9,29.64e-6,69.73,226e6,3.983e6,228.8e6,1.5e-3,48.58,2,2,2,2,2,2,2,1,2,2,2,2,225.6e6
58,nom,200e-9,1.9e-6,350e-9,1,11,15.2,95,315,pass,6.949e-9,11.15e-9,26.8e-6,63.39,209.1e6,3.623e6,210.8e6,1.5e-3,48.99,2,2,2,2,2,2,2,1,2,2,2,2,208.2e6
59,nom,200e-9,1.9e-6,400e-9,1,11,15.2,95,360,pass,7.033e-9,11.14e-9,24.95e-6,57.44,195.2e6,3.272e6,195.9e6,1.5e-3,49.36,2,2,2,2,2,2,2,1,2,2,2,2,195.9e6
60,nom,200e-9,1.9e-6,450e-9,1,11,15.2,95,404,pass,7.111e-9,11.15e-9,23.64e-6,51.8,179.5e6,2.989e6,181.5e6,1.5e-3,49.67,2,2,2,2,2,2,2,1,2,2,2,2,186e6
61,nom,200e-9,2e-6,200e-9,2,11,16,100,180,near,8.453e-9,12.34e-9,40.13e-6,79.78,153.9e6,2.845e6,154.7e6,782.2e-6,48.7,3,3,2,2,2,2,2,1,2,2,2,2,126.1e6
62,nom,200e-9,2e-6,250e-9,2,11,16,100,225,near,8.644e-9,12.22e-9,33.04e-6,74.88,146.9e6,2.555e6,148.5e6,782.3e-6,49.33,3,3,2,2,2,2,2,1,2,2,2,2,120.2e6
63,nom,200e-9,2e-6,300e-9,2,11,16,100,270,near,8.835e-9,12.2e-9,28.69e-6,69.98,139.9e6,2.324e6,141.7e6,782.3e-6,49.79,3,3,2,2,2,2,2,1,2,2,2,2,116.6e6
64,nom,200e-9,2e-6,350e-9,2,11,16,100,315,near,9.017e-9,12.22e-9,25.89e-6,64.36,131.5e6,2.108e6,132.6e6,782.3e-6,50.17,3,3,2,2,2,2,2,1,2,2,2,2,112.9e6
65,nom,200e-9,2e-6,400e-9,2,11,16,100,360,near,9.178e-9,12.26e-9,24.05e-6,58.76,122.1e6,1.913e6,122.7e6,782.3e-6,50.51,3,3,2,2,2,2,2,1,2,2,2,2,107e6
66,nom,200e-9,2e-6,450e-9,2,11,16,100,404,near,9.326e-9,12.31e-9,22.75e-6,53.36,113.2e6,1.746e6,114.4e6,782.3e-6,50.8,3,3,2,2,2,2,2,1,2,2,2,2,97.44e6
67,nom,200e-9,2.1e-6,200e-9,2,11,16.8,105,180,near,8.286e-9,12.24e-9,40.18e-6,79.99,160.1e6,2.96e6,160.4e6,817.9e-6,48.64,2,3,2,2,2,2,2,1,2,2,2,2,132.8e6
68,nom,200e-9,2.1e-6,250e-9,2,11,16.8,105,225,near,8.47e-9,12.11e-9,33.1e-6,75,152.9e6,2.668e6,153.8e6,817.9e-6,49.27,3,3,2,2,2,2,2,1,2,2,2,2,128.3e6
69,nom,200e-9,2.1e-6,300e-9,2,11,16.8,105,270,near,8.653e-9,12.09e-9,28.75e-6,69.45,144.2e6,2.415e6,146e6,817.9e-6,49.73,3,3,2,2,2,2,2,1,2,2,2,2,123.1e6
70,nom,200e-9,2.1e-6,350e-9,2,11,16.8,105,315,near,8.827e-9,12.11e-9,25.94e-6,64.02,135.8e6,2.196e6,137.3e6,817.9e-6,50.11,3,3,2,2,2,2,2,1,2,2,2,2,118.6e6
71,nom,200e-9,2.1e-6,400e-9,2,11,16.8,105,360,near,8.978e-9,12.14e-9,24.11e-6,58.51,126.3e6,1.983e6,126.4e6,818e-6,50.45,3,3,2,2,2,2,2,1,2,2,2,2,106.8e6
72,nom,200e-9,2.1e-6,450e-9,2,11,16.8,105,404,near,9.116e-9,12.19e-9,22.81e-6,53.08,117.2e6,1.815e6,118.3e6,818e-6,50.75,3,3,2,2,2,2,2,1,2,2,2,2,102.3e6
73,nom,200e-9,2.2e-6,200e-9,2,11,17.6,110,180,pass,8.133e-9,12.16e-9,40.23e-6,80.17,166.1e6,3.07e6,167.6e6,853.5e-6,48.58,2,2,2,2,2,2,2,1,2,2,2,2,138.6e6
74,nom,200e-9,2.2e-6,250e-9,2,11,17.6,110,225,pass,8.309e-9,12.02e-9,33.15e-6,75.13,158.8e6,2.775e6,158.9e6,853.5e-6,49.21,2,2,2,2,2,2,2,1,2,2,2,2,133.9e6
75,nom,200e-9,2.2e-6,300e-9,2,11,17.6,110,270,pass,8.485e-9,11.99e-9,28.8e-6,69.47,149.9e6,2.5e6,151.2e6,853.5e-6,49.67,2,2,2,2,2,2,2,1,2,2,2,2,129.4e6
76,nom,200e-9,2.2e-6,350e-9,2,11,17.6,110,315,pass,8.65e-9,12.01e-9,26e-6,63.89,141.4e6,2.28e6,143.1e6,853.5e-6,50.06,2,2,2,2,2,2,2,1,2,2,2,2,123.5e6
77,nom,200e-9,2.2e-6,400e-9,2,11,17.6,110,360,pass,8.793e-9,12.04e-9,24.16e-6,58.18,131.5e6,2.063e6,132.6e6,853.5e-6,50.4,2,2,2,2,2,2,2,1,2,2,2,2,112.1e6
78,nom,200e-9,2.2e-6,450e-9,2,11,17.6,110,404,pass,8.924e-9,12.08e-9,22.87e-6,52.85,121e6,1.881e6,121.8e6,853.5e-6,50.7,2,2,2,2,2,2,2,1,2,2,2,2,107.2e6
79,nom,200e-9,2.3e-6,200e-9,2,11,18.4,115,180,pass,8.026e-9,12.1e-9,40.28e-6,80.45,170.7e6,3.151e6,172.8e6,887.8e-6,48.52,2,2,2,2,2,2,2,1,2,2,2,2,144.2e6
80,nom,200e-9,2.3e-6,250e-9,2,11,18.4,115,225,pass,8.197e-9,11.96e-9,33.2e-6,74.29,161.4e6,2.857e6,162.1e6,887.7e-6,49.16,2,2,2,2,2,2,2,1,2,2,2,2,140.8e6
81,nom,200e-9,2.3e-6,300e-9,2,11,18.4,115,270,pass,8.366e-9,11.92e-9,28.85e-6,69.63,154.4e6,2.574e6,155.1e6,887.8e-6,49.63,2,2,2,2,2,2,2,1,2,2,2,2,132.1e6
82,nom,200e-9,2.3e-6,350e-9,2,11,18.4,115,315,pass,8.528e-9,11.94e-9,26.04e-6,63.73,144e6,2.342e6,145.7e6,887.8e-6,50.01,2,2,2,2,2,2,2,1,2,2,2,2,127.6e6
83,nom,200e-9,2.3e-6,400e-9,2,11,18.4,115,360,pass,8.664e-9,11.96e-9,24.21e-6,58.18,134.2e6,2.123e6,135.6e6,887.8e-6,50.36,2,2,2,2,2,2,2,1,2,2,2,2,116.8e6
84,nom,200e-9,2.3e-6,450e-9,2,11,18.4,115,404,pass,8.788e-9,12e-9,22.91e-6,52.89,123.7e6,1.928e6,124.1e6,887.8e-6,50.66,2,2,2,2,2,2,2,1,2,2,2,2,116.9e6
85,nom,200e-9,2.4e-6,200e-9,2,11,19.2,120,180,pass,7.892e-9,12.03e-9,40.33e-6,80.68,176.7e6,3.274e6,179.1e6,923.2e-6,48.46,2,2,2,2,2,2,2,1,2,2,2,2,150.5e6
86,nom,200e-9,2.4e-6,250e-9,2,11,19.2,120,225,pass,8.056e-9,11.88e-9,33.25e-6,74.4,167.1e6,2.957e6,168.7e6,923.1e-6,49.1,2,2,2,2,2,2,2,1,2,2,2,2,146.6e6
87,nom,200e-9,2.4e-6,300e-9,2,11,19.2,120,270,pass,8.22e-9,11.84e-9,28.9e-6,69.04,158e6,2.675e6,158.1e6,923.1e-6,49.57,2,2,2,2,2,2,2,1,2,2,2,2,140e6
88,nom,200e-9,2.4e-6,350e-9,2,11,19.2,120,315,pass,8.374e-9,11.85e-9,26.09e-6,63.6,149.4e6,2.419e6,150.7e6,923.2e-6,49.96,2,2,2,2,2,2,2,1,2,2,2,2,129.6e6
89,nom,200e-9,2.4e-6,400e-9,2,11,19.2,120,360,pass,8.503e-9,11.87e-9,24.26e-6,57.86,139.3e6,2.199e6,141e6,923.2e-6,50.31,2,2,2,2,2,2,2,1,2,2,2,2,127.8e6
90,nom,200e-9,2.4e-6,450e-9,2,11,19.2,120,404,pass,8.621e-9,11.91e-9,22.96e-6,52.41,128.3e6,1.99e6,128.8e6,923.2e-6,50.61,2,2,2,2,2,2,2,1,2,2,2,2,116.3e6
91,nom,200e-9,2.5e-6,200e-9,2,11,20,125,180,pass,7.768e-9,11.96e-9,40.38e-6,79.01,180.1e6,3.402e6,182.4e6,958.4e-6,48.4,2,2,2,2,2,2,2,1,2,2,2,2,156.3e6
92,nom,200e-9,2.5e-6,250e-9,2,11,20,125,225,pass,7.926e-9,11.81e-9,33.3e-6,74.5,172.6e6,3.052e6,174.8e6,958.4e-6,49.04,2,2,2,2,2,2,2,1,2,2,2,2,152.6e6
93,nom,200e-9,2.5e-6,300e-9,2,11,20,125,270,pass,8.084e-9,11.77e-9,28.95e-6,69.05,163.4e6,2.767e6,164.4e6,958.5e-6,49.52,2,2,2,2,2,2,2,1,2,2,2,2,146e6
94,nom,200e-9,2.5e-6,350e-9,2,11,20,125,315,pass,8.232e-9,11.77e-9,26.14e-6,63.27,152.7e6,2.494e6,153.7e6,958.5e-6,49.91,2,2,2,2,2,2,2,1,2,2,2,2,137.1e6
95,nom,200e-9,2.5e-6,400e-9,2,11,20,125,360,pass,8.356e-9,11.79e-9,24.31e-6,57.7,142.6e6,2.273e6,144.3e6,958.5e-6,50.26,2,2,2,2,2,2,2,1,2,2,2,2,133.2e6
96,nom,200e-9,2.5e-6,450e-9,2,11,20,125,404,pass,8.468e-9,11.82e-9,23.02e-6,52.3,131.7e6,2.061e6,132.7e6,958.5e-6,50.56,2,2,2,2,2,2,2,1,2,2,2,2,121.6e6
97,nom,200e-9,2.6e-6,200e-9,2,11,20.8,130,180,pass,7.652e-9,11.9e-9,40.43e-6,79.17,185.6e6,3.518e6,187.7e6,993.6e-6,48.34,2,2,2,2,2,2,2,1,2,2,2,2,162.4e6
98,nom,200e-9,2.6e-6,250e-9,2,11,20.8,130,225,pass,7.804e-9,11.74e-9,33.36e-6,74.6,178.1e6,3.143e6,180.4e6,993.7e-6,48.98,2,2,2,2,2,2,2,1,2,2,2,2,157.7e6
99,nom,200e-9,2.6e-6,300e-9,2,11,20.8,130,270,pass,7.956e-9,11.7e-9,29e-6,69.07,168.8e6,2.857e6,170.6e6,993.7e-6,49.46,2,2,2,2,2,2,2,1,2,2,2,2,153.4e6
100,nom,200e-9,2.6e-6,350e-9,2,11,20.8,130,315,pass,8.099e-9,11.7e-9,26.2e-6,63.17,157.8e6,2.578e6,157.9e6,993.7e-6,49.86,2,2,2,2,2,2,2,1,2,2,2,2,139.5e6
101,nom,200e-9,2.6e-6,400e-9,2,11,20.8,130,360,pass,8.218e-9,11.72e-9,24.36e-6,57.42,147.6e6,2.343e6,149e6,993.7e-6,50.21,2,2,2,2,2,2,2,1,2,2,2,2,138.3e6
102,nom,200e-9,2.6e-6,450e-9,2,11,20.8,130,404,pass,8.326e-9,11.75e-9,23.07e-6,52.23,134.8e6,2.131e6,136.2e6,993.7e-6,50.51,2,2,2,2,2,2,2,1,2,2,2,2,126.1e6
103,nom,200e-9,2.7e-6,200e-9,2,11,21.6,135,180,pass,7.545e-9,11.85e-9,40.49e-6,79.29,191e6,3.628e6,192.5e6,1.029e-3,48.28,2,2,2,2,2,2,2,1,2,2,2,2,166.4e6
104,nom,200e-9,2.7e-6,250e-9,2,11,21.6,135,225,pass,7.691e-9,11.69e-9,33.41e-6,74.72,183.6e6,3.247e6,185.8e6,1.029e-3,48.93,2,2,2,2,2,2,2,1,2,2,2,2,164.8e6
105,nom,200e-9,2.7e-6,300e-9,2,11,21.6,135,270,pass,7.837e-9,11.63e-9,29.05e-6,69.08,174.2e6,2.942e6,176.4e6,1.029e-3,49.41,2,2,2,2,2,2,2,1,2,2,2,2,158e6
106,nom,200e-9,2.7e-6,350e-9,2,11,21.6,135,315,pass,7.975e-9,11.63e-9,26.25e-6,63.05,162.9e6,2.663e6,163.8e6,1.029e-3,49.8,2,2,2,2,2,2,2,1,2,2,2,2,152.5e6
107,nom,200e-9,2.7e-6,400e-9,2,11,21.6,135,360,pass,8.09e-9,11.65e-9,24.41e-6,57.32,150.5e6,2.411e6,151.6e6,1.029e-3,50.15,2,2,2,2,2,2,2,1,2,2,2,2,145.1e6
108,nom,200e-9,2.7e-6,450e-9,2,11,21.6,135,404,pass,8.193e-9,11.67e-9,23.12e-6,51.83,139.1e6,2.199e6,140.7e6,1.029e-3,50.46,2,2,2,2,2,2,2,1,2,2,2,2,131.4e6
109,nom,200e-9,2.8e-6,200e-9,2,11,22.4,140,180,pass,7.466e-9,11.81e-9,40.53e-6,79.51,195.3e6,3.712e6,196.1e6,1.063e-3,48.23,2,2,2,2,2,2,2,1,2,2,2,2,173.5e6
110,nom,200e-9,2.8e-6,250e-9,2,11,22.4,140,225,pass,7.608e-9,11.64e-9,33.45e-6,74.9,187.9e6,3.329e6,189.7e6,1.063e-3,48.88,2,2,2,2,2,2,2,1,2,2,2,2,166.8e6
111,nom,200e-9,2.8e-6,300e-9,2,11,22.4,140,270,pass,7.752e-9,11.59e-9,29.09e-6,68.53,175.7e6,3.01e6,177.9e6,1.063e-3,49.36,2,2,2,2,2,2,2,1,2,2,2,2,164.2e6
112,nom,200e-9,2.8e-6,350e-9,2,11,22.4,140,315,pass,7.886e-9,11.59e-9,26.28e-6,62.87,164.6e6,2.728e6,165.8e6,1.063e-3,49.76,2,2,2,2,2,2,2,1,2,2,2,2,156.9e6
