Point,Corner,L_Mn_drive,L_Mn_tail1,L_Mp_stg1,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,Pass/Fail,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value
839,nom,350e-9,2.3e-6,400e-9,2,22,23,138,432,pass,7.286e-9,8.841e-9,17.81e-6,52.65,153.8e6,2.328e6,154.6e6,1.07e-3,51.28,2,2,2,2,2,2,2,1,2,2,2,2,138.1e6
840,nom,350e-9,2.3e-6,450e-9,2,22,23,138,486,pass,7.387e-9,8.874e-9,16.4e-6,47.58,139.4e6,2.102e6,141e6,1.07e-3,51.59,2,2,2,2,2,2,2,1,2,2,2,2,136.1e6
841,nom,350e-9,2.4e-6,200e-9,2,22,24,144,216,pass,6.627e-9,8.932e-9,33.56e-6,77.12,215.9e6,3.721e6,218.6e6,1.113e-3,49.38,2,2,2,2,2,2,2,1,2,2,2,2,186.2e6
842,nom,350e-9,2.4e-6,250e-9,2,22,24,144,270,pass,6.773e-9,8.771e-9,26.91e-6,70.16,200.8e6,3.313e6,201.1e6,1.113e-3,50.02,2,2,2,2,2,2,2,1,2,2,2,2,176.5e6
843,nom,350e-9,2.4e-6,300e-9,2,22,24,144,324,pass,6.908e-9,8.72e-9,22.71e-6,64.21,187e6,2.969e6,188.8e6,1.113e-3,50.5,2,2,2,2,2,2,2,1,2,2,2,2,167.6e6
844,nom,350e-9,2.4e-6,350e-9,2,22,24,144,378,pass,7.037e-9,8.72e-9,19.82e-6,58.22,173.9e6,2.666e6,176e6,1.113e-3,50.89,2,2,2,2,2,2,2,1,2,2,2,2,158.9e6
845,nom,350e-9,2.4e-6,400e-9,2,22,24,144,432,pass,7.147e-9,8.741e-9,17.84e-6,52.29,159.2e6,2.4e6,159.4e6,1.113e-3,51.23,2,2,2,2,2,2,2,1,2,2,2,2,143.7e6
846,nom,350e-9,2.4e-6,450e-9,2,22,24,144,486,pass,7.242e-9,8.772e-9,16.43e-6,47.11,144.1e6,2.175e6,145.7e6,1.113e-3,51.54,2,2,2,2,2,2,2,1,2,2,2,2,141.9e6
847,nom,350e-9,2.5e-6,200e-9,2,22,25,150,216,pass,6.52e-9,8.86e-9,33.62e-6,75.57,219.2e6,3.843e6,222e6,1.155e-3,49.32,2,2,2,2,2,2,2,1,2,2,2,2,192.4e6
848,nom,350e-9,2.5e-6,250e-9,2,22,25,150,270,pass,6.657e-9,8.69e-9,26.95e-6,70.21,207.2e6,3.425e6,208.7e6,1.155e-3,49.96,2,2,2,2,2,2,2,1,2,2,2,2,183e6
849,nom,350e-9,2.5e-6,300e-9,2,22,25,150,324,pass,6.787e-9,8.634e-9,22.74e-6,64.17,193.1e6,3.057e6,194.2e6,1.155e-3,50.44,2,2,2,2,2,2,2,1,2,2,2,2,176.4e6
850,nom,350e-9,2.5e-6,350e-9,2,22,25,150,378,pass,6.912e-9,8.631e-9,19.86e-6,58.04,177.4e6,2.755e6,179.6e6,1.155e-3,50.83,2,2,2,2,2,2,2,1,2,2,2,2,164.2e6
851,nom,350e-9,2.5e-6,400e-9,2,22,25,150,432,pass,7.017e-9,8.649e-9,17.88e-6,52.25,162.8e6,2.471e6,163.7e6,1.155e-3,51.18,2,2,2,2,2,2,2,1,2,2,2,2,157.1e6
852,nom,350e-9,2.5e-6,450e-9,2,22,25,150,486,pass,7.108e-9,8.677e-9,16.46e-6,47.07,147.6e6,2.246e6,149e6,1.155e-3,51.49,2,2,2,2,2,2,2,1,2,2,2,2,142e6
853,nom,350e-9,2.6e-6,200e-9,2,22,26,156,216,pass,6.416e-9,8.792e-9,33.66e-6,75.69,225.5e6,3.954e6,228.5e6,1.197e-3,49.26,2,2,2,2,2,2,2,1,2,2,2,2,200.1e6
854,nom,350e-9,2.6e-6,250e-9,2,22,26,156,270,pass,6.548e-9,8.615e-9,26.98e-6,70.29,213.5e6,3.533e6,215.9e6,1.197e-3,49.9,2,2,2,2,2,2,2,1,2,2,2,2,191.6e6
855,nom,350e-9,2.6e-6,300e-9,2,22,26,156,324,pass,6.674e-9,8.555e-9,22.77e-6,64.13,199.1e6,3.142e6,199.2e6,1.197e-3,50.39,2,2,2,2,2,2,2,1,2,2,2,2,181e6
856,nom,350e-9,2.6e-6,350e-9,2,22,26,156,378,pass,6.794e-9,8.548e-9,19.89e-6,57.87,183e6,2.839e6,185e6,1.197e-3,50.78,2,2,2,2,2,2,2,1,2,2,2,2,168.6e6
857,nom,350e-9,2.6e-6,400e-9,2,22,26,156,432,pass,6.895e-9,8.564e-9,17.91e-6,51.91,168e6,2.545e6,169.5e6,1.197e-3,51.13,2,2,2,2,2,2,2,1,2,2,2,2,163.2e6
858,nom,350e-9,2.6e-6,450e-9,2,22,26,156,486,pass,6.982e-9,8.589e-9,16.49e-6,46.63,152.2e6,2.313e6,153.2e6,1.197e-3,51.44,2,2,2,2,2,2,2,1,2,2,2,2,150.6e6
859,nom,350e-9,2.7e-6,200e-9,2,22,27,162,216,pass,6.318e-9,8.729e-9,33.7e-6,75.81,231.9e6,4.079e6,234.5e6,1.239e-3,49.2,2,2,2,2,2,2,2,1,2,2,2,2,207.8e6
860,nom,350e-9,2.7e-6,250e-9,2,22,27,162,270,pass,6.446e-9,8.546e-9,27.02e-6,70.35,219.8e6,3.636e6,222.6e6,1.239e-3,49.85,2,2,2,2,2,2,2,1,2,2,2,2,200.1e6
861,nom,350e-9,2.7e-6,300e-9,2,22,27,162,324,pass,6.567e-9,8.482e-9,22.81e-6,64.07,205.2e6,3.239e6,206.4e6,1.239e-3,50.34,2,2,2,2,2,2,2,1,2,2,2,2,188.6e6
862,nom,350e-9,2.7e-6,350e-9,2,22,27,162,378,pass,6.683e-9,8.471e-9,19.92e-6,57.68,188.6e6,2.92e6,190.2e6,1.239e-3,50.73,2,2,2,2,2,2,2,1,2,2,2,2,173.1e6
863,nom,350e-9,2.7e-6,400e-9,2,22,27,162,432,pass,6.781e-9,8.484e-9,17.94e-6,51.93,171.1e6,2.627e6,173e6,1.239e-3,51.08,2,2,2,2,2,2,2,1,2,2,2,2,169.7e6
864,nom,350e-9,2.7e-6,450e-9,2,22,27,162,486,pass,6.865e-9,8.507e-9,16.52e-6,46.67,155.4e6,2.379e6,155.9e6,1.239e-3,51.39,2,2,2,2,2,2,2,1,2,2,2,2,156.7e6
865,nom,350e-9,2.8e-6,200e-9,2,22,28,168,216,pass,6.226e-9,8.67e-9,33.74e-6,75.93,238.1e6,4.207e6,240.2e6,1.281e-3,49.14,2,2,2,2,2,2,2,1,2,2,2,2,215.7e6
866,nom,350e-9,2.8e-6,250e-9,2,22,28,168,270,pass,6.349e-9,8.482e-9,27.06e-6,70.42,226.1e6,3.737e6,229e6,1.281e-3,49.79,2,2,2,2,2,2,2,1,2,2,2,2,206.9e6
867,nom,350e-9,2.8e-6,300e-9,2,22,28,168,324,pass,6.468e-9,8.413e-9,22.84e-6,63.62,207.7e6,3.343e6,209.4e6,1.281e-3,50.28,2,2,2,2,2,2,2,1,2,2,2,2,200.4e6
868,nom,350e-9,2.8e-6,350e-9,2,22,28,168,378,pass,6.58e-9,8.4e-9,19.95e-6,57.55,191.3e6,3.002e6,192.7e6,1.281e-3,50.68,2,2,2,2,2,2,2,1,2,2,2,2,189.1e6
869,nom,350e-9,2.8e-6,400e-9,2,22,28,168,432,pass,6.673e-9,8.41e-9,17.96e-6,51.63,176.1e6,2.706e6,178.2e6,1.281e-3,51.03,2,2,2,2,2,2,2,1,2,2,2,2,173.7e6
870,nom,350e-9,2.8e-6,450e-9,2,22,28,168,486,pass,6.754e-9,8.431e-9,16.55e-6,46.25,159.8e6,2.442e6,160.1e6,1.281e-3,51.35,2,2,2,2,2,2,2,1,2,2,2,2,158.9e6
871,nom,350e-9,2.9e-6,200e-9,2,22,29,174,216,pass,6.14e-9,8.616e-9,33.78e-6,76.05,244.4e6,4.33e6,245.6e6,1.323e-3,49.09,2,2,2,2,2,2,2,1,2,2,2,2,224.8e6
872,nom,350e-9,2.9e-6,250e-9,2,22,29,174,270,pass,6.259e-9,8.422e-9,27.1e-6,69.42,228.2e6,3.842e6,231e6,1.323e-3,49.74,2,2,2,2,2,2,2,1,2,2,2,2,218.1e6
873,nom,350e-9,2.9e-6,300e-9,2,22,29,174,324,pass,6.373e-9,8.35e-9,22.88e-6,63.58,213.4e6,3.438e6,215.7e6,1.323e-3,50.23,2,2,2,2,2,2,2,1,2,2,2,2,205e6
874,nom,350e-9,2.9e-6,350e-9,2,22,29,174,378,pass,6.481e-9,8.333e-9,19.98e-6,57.4,196.6e6,3.077e6,197.2e6,1.323e-3,50.63,2,2,2,2,2,2,2,1,2,2,2,2,190.8e6
875,nom,350e-9,2.9e-6,400e-9,2,22,29,174,432,pass,6.573e-9,8.341e-9,17.99e-6,51.69,178.9e6,2.784e6,181e6,1.323e-3,50.98,2,2,2,2,2,2,2,1,2,2,2,2,181.9e6
876,nom,350e-9,2.9e-6,450e-9,2,22,29,174,486,pass,6.65e-9,8.36e-9,16.58e-6,46.37,162.7e6,2.505e6,163.6e6,1.323e-3,51.3,2,2,2,2,2,2,2,1,2,2,2,2,171e6
877,nom,350e-9,3e-6,200e-9,3,22,30,180,216,pass,7.237e-9,9.358e-9,33.39e-6,75.6,184.2e6,3.12e6,186.3e6,911.7e-6,49.76,2,2,2,2,2,2,2,1,2,2,2,2,152.6e6
878,nom,350e-9,3e-6,250e-9,3,22,30,180,270,pass,7.407e-9,9.231e-9,26.74e-6,69.88,173.2e6,2.798e6,175.4e6,911.7e-6,50.38,2,2,2,2,2,2,2,1,2,2,2,2,147.1e6
879,nom,350e-9,3e-6,300e-9,3,22,30,180,324,pass,7.567e-9,9.206e-9,22.55e-6,64.25,162.3e6,2.495e6,163.1e6,911.7e-6,50.85,2,2,2,2,2,2,2,1,2,2,2,2,139.9e6
880,nom,350e-9,3e-6,350e-9,3,22,30,180,378,pass,7.719e-9,9.227e-9,19.68e-6,58.18,150e6,2.259e6,151.2e6,911.7e-6,51.24,2,2,2,2,2,2,2,1,2,2,2,2,134.9e6
881,nom,350e-9,3e-6,400e-9,3,22,30,180,432,pass,7.849e-9,9.264e-9,17.7e-6,52.49,136.8e6,2.027e6,138.4e6,911.7e-6,51.57,2,2,2,2,2,2,2,1,2,2,2,2,120.6e6
882,nom,350e-9,3e-6,450e-9,3,22,30,180,486,pass,7.959e-9,9.307e-9,16.29e-6,47.29,124.5e6,1.84e6,124.8e6,911.7e-6,51.88,2,2,2,2,2,2,2,1,2,2,2,2,112e6
883,nom,375e-9,1e-6,200e-9,1,24,10,60,216,pass,6.929e-9,8.952e-9,33.05e-6,77.7,197.1e6,3.427e6,197.6e6,1.02e-3,49.46,2,2,2,2,2,2,2,1,2,2,2,2,164.8e6
884,nom,375e-9,1e-6,250e-9,1,24,10,60,270,pass,7.092e-9,8.807e-9,26.38e-6,72.03,185.5e6,3.05e6,187.5e6,1.02e-3,50.08,2,2,2,2,2,2,2,1,2,2,2,2,157.6e6
885,nom,375e-9,1e-6,300e-9,1,24,10,60,324,pass,7.253e-9,8.771e-9,22.16e-6,66.41,174.7e6,2.74e6,176.8e6,1.02e-3,50.55,2,2,2,2,2,2,2,1,2,2,2,2,150e6
886,nom,375e-9,1e-6,350e-9,1,24,10,60,378,pass,7.42e-9,8.783e-9,19.26e-6,60.17,161.7e6,2.458e6,162.3e6,1.02e-3,50.93,2,2,2,2,2,2,2,1,2,2,2,2,142.3e6
887,nom,375e-9,1e-6,400e-9,1,24,10,60,432,pass,7.582e-9,8.814e-9,17.25e-6,54.33,147.3e6,2.225e6,148.7e6,1.02e-3,51.26,2,2,2,2,2,2,2,1,2,2,2,2,132.4e6
888,nom,375e-9,1e-6,450e-9,1,24,10,60,486,pass,7.747e-9,8.853e-9,15.81e-6,48.99,133.8e6,2e6,135e6,1.02e-3,51.56,2,2,2,2,2,2,2,1,2,2,2,2,120.1e6
889,nom,375e-9,1.1e-6,200e-9,1,24,11,66,216,pass,6.654e-9,8.758e-9,33.13e-6,78.14,212.3e6,3.693e6,214.6e6,1.111e-3,49.34,2,2,2,2,2,2,2,1,2,2,2,2,179.1e6
890,nom,375e-9,1.1e-6,250e-9,1,24,11,66,270,pass,6.802e-9,8.596e-9,26.45e-6,72.27,200.4e6,3.283e6,200.7e6,1.111e-3,49.96,2,2,2,2,2,2,2,1,2,2,2,2,172.6e6
891,nom,375e-9,1.1e-6,300e-9,1,24,11,66,324,pass,6.95e-9,8.547e-9,22.23e-6,65.95,186.3e6,2.948e6,188.1e6,1.111e-3,50.44,2,2,2,2,2,2,2,1,2,2,2,2,163.9e6
892,nom,375e-9,1.1e-6,350e-9,1,24,11,66,378,pass,7.101e-9,8.55e-9,19.32e-6,59.69,173.1e6,2.648e6,175e6,1.111e-3,50.82,2,2,2,2,2,2,2,1,2,2,2,2,154.8e6
893,nom,375e-9,1.1e-6,400e-9,1,24,11,66,432,pass,7.245e-9,8.574e-9,17.31e-6,53.7,158e6,2.387e6,158.1e6,1.111e-3,51.16,2,2,2,2,2,2,2,1,2,2,2,2,144.7e6
894,nom,375e-9,1.1e-6,450e-9,1,24,11,66,486,pass,7.389e-9,8.607e-9,15.87e-6,48.61,142.5e6,2.162e6,144.1e6,1.111e-3,51.46,2,2,2,2,2,2,2,1,2,2,2,2,131.2e6
895,nom,375e-9,1.2e-6,200e-9,1,24,12,72,216,pass,6.415e-9,8.594e-9,33.21e-6,78.58,227.3e6,3.936e6,230.3e6,1.2e-3,49.21,2,2,2,2,2,2,2,1,2,2,2,2,193e6
896,nom,375e-9,1.2e-6,250e-9,1,24,12,72,270,pass,6.553e-9,8.418e-9,26.53e-6,71.44,211e6,3.526e6,213.1e6,1.2e-3,49.85,2,2,2,2,2,2,2,1,2,2,2,2,187e6
897,nom,375e-9,1.2e-6,300e-9,1,24,12,72,324,pass,6.688e-9,8.359e-9,22.29e-6,65.47,196.7e6,3.138e6,197.3e6,1.2e-3,50.33,2,2,2,2,2,2,2,1,2,2,2,2,177.5e6
898,nom,375e-9,1.2e-6,350e-9,1,24,12,72,378,pass,6.825e-9,8.354e-9,19.38e-6,59.3,183.5e6,2.834e6,185.4e6,1.2e-3,50.72,2,2,2,2,2,2,2,1,2,2,2,2,168.7e6
899,nom,375e-9,1.2e-6,400e-9,1,24,12,72,432,pass,6.954e-9,8.371e-9,17.37e-6,53.19,167.9e6,2.541e6,169.4e6,1.2e-3,51.06,2,2,2,2,2,2,2,1,2,2,2,2,156.7e6
900,nom,375e-9,1.2e-6,450e-9,1,24,12,72,486,pass,7.08e-9,8.398e-9,15.93e-6,47.96,151.6e6,2.31e6,152.6e6,1.2e-3,51.36,2,2,2,2,2,2,2,1,2,2,2,2,142.4e6
901,nom,375e-9,1.3e-6,200e-9,1,24,13,78,216,pass,6.207e-9,8.456e-9,33.29e-6,76.97,236.6e6,4.213e6,238.9e6,1.289e-3,49.09,2,2,2,2,2,2,2,1,2,2,2,2,208e6
902,nom,375e-9,1.3e-6,250e-9,1,24,13,78,270,pass,6.334e-9,8.266e-9,26.6e-6,71.63,224.6e6,3.743e6,227.5e6,1.289e-3,49.74,2,2,2,2,2,2,2,1,2,2,2,2,201.6e6
903,nom,375e-9,1.3e-6,300e-9,1,24,13,78,324,pass,6.46e-9,8.198e-9,22.36e-6,65.37,209.9e6,3.346e6,211.8e6,1.289e-3,50.22,2,2,2,2,2,2,2,1,2,2,2,2,184.8e6
904,nom,375e-9,1.3e-6,350e-9,1,24,13,78,378,pass,6.585e-9,8.186e-9,19.44e-6,58.99,192.9e6,3.006e6,194e6,1.289e-3,50.61,2,2,2,2,2,2,2,1,2,2,2,2,181.4e6
905,nom,375e-9,1.3e-6,400e-9,1,24,13,78,432,pass,6.701e-9,8.197e-9,17.43e-6,52.81,177.1e6,2.712e6,179.1e6,1.289e-3,50.96,2,2,2,2,2,2,2,1,2,2,2,2,168.4e6
906,nom,375e-9,1.3e-6,450e-9,1,24,13,78,486,pass,6.812e-9,8.22e-9,15.99e-6,47.45,160.1e6,2.447e6,160.5e6,1.289e-3,51.26,2,2,2,2,2,2,2,1,2,2,2,2,153.8e6
907,nom,375e-9,1.4e-6,200e-9,1,24,14,84,216,pass,6.024e-9,8.337e-9,33.37e-6,77.29,250e6,4.469e6,250.2e6,1.378e-3,48.98,2,2,2,2,2,2,2,1,2,2,2,2,225.7e6
908,nom,375e-9,1.4e-6,250e-9,1,24,14,84,270,pass,6.142e-9,8.137e-9,26.67e-6,71.81,238.2e6,3.945e6,240.3e6,1.378e-3,49.62,2,2,2,2,2,2,2,1,2,2,2,2,216.2e6
909,nom,375e-9,1.4e-6,300e-9,1,24,14,84,324,pass,6.259e-9,8.06e-9,22.43e-6,64.9,218.4e6,3.548e6,221e6,1.378e-3,50.11,2,2,2,2,2,2,2,1,2,2,2,2,198.3e6
910,nom,375e-9,1.4e-6,350e-9,1,24,14,84,378,pass,6.374e-9,8.042e-9,19.5e-6,58.72,201.3e6,3.166e6,201.7e6,1.378e-3,50.51,2,2,2,2,2,2,2,1,2,2,2,2,194.3e6
911,nom,375e-9,1.4e-6,400e-9,1,24,14,84,432,pass,6.479e-9,8.048e-9,17.48e-6,52.56,185.5e6,2.87e6,187.3e6,1.378e-3,50.86,2,2,2,2,2,2,2,1,2,2,2,2,180.1e6
912,nom,375e-9,1.4e-6,450e-9,1,24,14,84,486,pass,6.577e-9,8.066e-9,16.04e-6,47.08,168.1e6,2.591e6,169.6e6,1.378e-3,51.17,2,2,2,2,2,2,2,1,2,2,2,2,168e6
913,nom,375e-9,1.5e-6,200e-9,1,24,15,90,216,pass,5.862e-9,8.236e-9,33.45e-6,77.62,263.1e6,4.706e6,265.5e6,1.466e-3,48.86,2,2,2,2,2,2,2,1,2,2,2,2,239.8e6
914,nom,375e-9,1.5e-6,250e-9,1,24,15,90,270,pass,5.972e-9,8.024e-9,26.75e-6,70.8,245.4e6,4.177e6,246.4e6,1.466e-3,49.52,2,2,2,2,2,2,2,1,2,2,2,2,231.3e6
915,nom,375e-9,1.5e-6,300e-9,1,24,15,90,324,pass,6.081e-9,7.941e-9,22.49e-6,64.82,230.4e6,3.731e6,233.1e6,1.466e-3,50.01,2,2,2,2,2,2,2,1,2,2,2,2,217.6e6
916,nom,375e-9,1.5e-6,350e-9,1,24,15,90,378,pass,6.187e-9,7.916e-9,19.56e-6,58.36,212.7e6,3.348e6,214.8e6,1.466e-3,50.41,2,2,2,2,2,2,2,1,2,2,2,2,206.1e6
917,nom,375e-9,1.5e-6,400e-9,1,24,15,90,432,pass,6.283e-9,7.918e-9,17.54e-6,52.43,193.2e6,3.018e6,194.2e6,1.466e-3,50.76,2,2,2,2,2,2,2,1,2,2,2,2,191.6e6
918,nom,375e-9,1.5e-6,450e-9,1,24,15,90,486,pass,6.371e-9,7.933e-9,16.09e-6,46.84,175.5e6,2.74e6,177.5e6,1.466e-3,51.07,2,2,2,2,2,2,2,1,2,2,2,2,175.9e6
919,nom,375e-9,1.6e-6,200e-9,1,24,16,96,216,pass,5.718e-9,8.147e-9,33.53e-6,77.95,276e6,4.927e6,279.6e6,1.553e-3,48.75,2,2,2,2,2,2,2,1,2,2,2,2,252.6e6
920,nom,375e-9,1.6e-6,250e-9,1,24,16,96,270,pass,5.82e-9,7.927e-9,26.82e-6,70.95,257.4e6,4.392e6,258.8e6,1.553e-3,49.41,2,2,2,2,2,2,2,1,2,2,2,2,244.9e6
921,nom,375e-9,1.6e-6,300e-9,1,24,16,96,324,pass,5.922e-9,7.837e-9,22.56e-6,64.72,242.5e6,3.902e6,244e6,1.553e-3,49.91,2,2,2,2,2,2,2,1,2,2,2,2,224.5e6
922,nom,375e-9,1.6e-6,350e-9,1,24,16,96,378,pass,6.021e-9,7.807e-9,19.62e-6,58.22,219.4e6,3.523e6,222e6,1.553e-3,50.31,2,2,2,2,2,2,2,1,2,2,2,2,219.4e6
923,nom,375e-9,1.6e-6,400e-9,1,24,16,96,432,pass,6.109e-9,7.805e-9,17.6e-6,51.77,203.1e6,3.155e6,203.9e6,1.553e-3,50.67,2,2,2,2,2,2,2,1,2,2,2,2,202.8e6
924,nom,375e-9,1.6e-6,450e-9,1,24,16,96,486,pass,6.189e-9,7.816e-9,16.15e-6,46.73,182.3e6,2.88e6,184.2e6,1.553e-3,50.98,2,2,2,2,2,2,2,1,2,2,2,2,185.6e6
925,nom,375e-9,1.7e-6,200e-9,1,24,17,102,216,pass,5.588e-9,8.071e-9,33.6e-6,78.33,288.9e6,5.164e6,292.5e6,1.64e-3,48.64,2,2,2,2,2,2,2,1,2,2,2,2,265.8e6
926,nom,375e-9,1.7e-6,250e-9,1,24,17,102,270,pass,5.684e-9,7.842e-9,26.9e-6,71.09,269.4e6,4.594e6,272.5e6,1.64e-3,49.3,2,2,2,2,2,2,2,1,2,2,2,2,254.5e6
927,nom,375e-9,1.7e-6,300e-9,1,24,17,102,324,pass,5.78e-9,7.746e-9,22.62e-6,64.28,247.9e6,4.089e6,248.5e6,1.64e-3,49.81,2,2,2,2,2,2,2,1,2,2,2,2,243.7e6
928,nom,375e-9,1.7e-6,350e-9,1,24,17,102,378,pass,5.873e-9,7.711e-9,19.68e-6,57.91,229.9e6,3.68e6,232.4e6,1.64e-3,50.22,2,2,2,2,2,2,2,1,2,2,2,2,231.3e6
929,nom,375e-9,1.7e-6,400e-9,1,24,17,102,432,pass,5.954e-9,7.705e-9,17.65e-6,51.84,209.5e6,3.316e6,211.2e6,1.64e-3,50.57,2,2,2,2,2,2,2,1,2,2,2,2,216.9e6
930,nom,375e-9,1.7e-6,450e-9,1,24,17,102,486,pass,6.027e-9,7.713e-9,16.2e-6,46.73,188.6e6,3.012e6,190.1e6,1.639e-3,50.89,2,2,2,2,2,2,2,1,2,2,2,2,199.6e6
931,nom,375e-9,1.8e-6,200e-9,1,24,18,108,216,pass,5.472e-9,8.004e-9,33.68e-6,78.7,301.7e6,5.406e6,304.2e6,1.726e-3,48.53,2,2,2,2,2,2,2,1,2,2,2,2,282.6e6
932,nom,375e-9,1.8e-6,250e-9,1,24,18,108,270,pass,5.562e-9,7.768e-9,26.97e-6,71.24,281.3e6,4.783e6,285e6,1.726e-3,49.2,2,2,2,2,2,2,2,1,2,2,2,2,265.4e6
933,nom,375e-9,1.8e-6,300e-9,1,24,18,108,324,pass,5.652e-9,7.666e-9,22.69e-6,64.23,258.7e6,4.275e6,260.3e6,1.726e-3,49.71,2,2,2,2,2,2,2,1,2,2,2,2,248.7e6
934,nom,375e-9,1.8e-6,350e-9,1,24,18,108,378,pass,5.739e-9,7.627e-9,19.74e-6,57.55,240.2e6,3.829e6,241.9e6,1.726e-3,50.12,2,2,2,2,2,2,2,1,2,2,2,2,243.8e6
935,nom,375e-9,1.8e-6,400e-9,1,24,18,108,432,pass,5.815e-9,7.617e-9,17.7e-6,51.25,218.7e6,3.466e6,221.1e6,1.726e-3,50.48,2,2,2,2,2,2,2,1,2,2,2,2,225.3e6
936,nom,375e-9,1.8e-6,450e-9,1,24,18,108,486,pass,5.883e-9,7.623e-9,16.25e-6,46.05,196.5e6,3.133e6,197e6,1.726e-3,50.8,2,2,2,2,2,2,2,1,2,2,2,2,205.9e6
937,nom,375e-9,1.9e-6,200e-9,1,24,19,114,216,near,5.366e-9,7.945e-9,33.76e-6,76.44,303.4e6,5.654e6,305.6e6,1.811e-3,48.42,2,2,2,2,2,2,2,1,1,2,2,2,294.2e6
938,nom,375e-9,1.9e-6,250e-9,1,24,19,114,270,near,5.451e-9,7.703e-9,27.04e-6,70.05,284.3e6,4.976e6,287.9e6,1.811e-3,49.1,2,2,2,2,2,2,2,1,1,2,2,2,287.6e6
939,nom,375e-9,1.9e-6,300e-9,1,24,19,114,324,pass,5.536e-9,7.596e-9,22.75e-6,64.15,269.5e6,4.45e6,272.4e6,1.811e-3,49.61,2,2,2,2,2,2,2,1,2,2,2,2,269.3e6
940,nom,375e-9,1.9e-6,350e-9,1,24,19,114,378,pass,5.619e-9,7.553e-9,19.8e-6,57.62,244.5e6,3.976e6,245.6e6,1.811e-3,50.03,2,2,2,2,2,2,2,1,2,2,2,2,246.6e6
941,nom,375e-9,1.9e-6,400e-9,1,24,19,114,432,pass,5.691e-9,7.54e-9,17.76e-6,51.51,223.7e6,3.612e6,226.3e6,1.811e-3,50.39,2,2,2,2,2,2,2,1,2,2,2,2,230e6
942,nom,375e-9,1.9e-6,450e-9,1,24,19,114,486,pass,5.754e-9,7.543e-9,16.3e-6,46.24,201.9e6,3.273e6,202.4e6,1.811e-3,50.71,2,2,2,2,2,2,2,1,2,2,2,2,216.1e6
943,nom,375e-9,2e-6,200e-9,2,24,20,120,216,pass,7.102e-9,9.084e-9,33e-6,76.18,188.9e6,3.204e6,190.6e6,942.5e-6,49.73,2,2,2,2,2,2,2,1,2,2,2,2,156.6e6
944,nom,375e-9,2e-6,250e-9,2,24,20,120,270,pass,7.268e-9,8.95e-9,26.33e-6,70.46,177.7e6,2.873e6,180e6,942.6e-6,50.35,2,2,2,2,2,2,2,1,2,2,2,2,149e6
945,nom,375e-9,2e-6,300e-9,2,24,20,120,324,pass,7.426e-9,8.921e-9,22.12e-6,64.84,166.7e6,2.565e6,168.2e6,942.6e-6,50.82,2,2,2,2,2,2,2,1,2,2,2,2,143.3e6
946,nom,375e-9,2e-6,350e-9,2,24,20,120,378,pass,7.578e-9,8.94e-9,19.21e-6,58.73,154.1e6,2.318e6,154.8e6,942.6e-6,51.2,2,2,2,2,2,2,2,1,2,2,2,2,133.9e6
947,nom,375e-9,2e-6,400e-9,2,24,20,120,432,pass,7.712e-9,8.975e-9,17.21e-6,53,140.5e6,2.086e6,142.2e6,942.6e-6,51.54,2,2,2,2,2,2,2,1,2,2,2,2,126.2e6
948,nom,375e-9,2e-6,450e-9,2,24,20,120,486,pass,7.831e-9,9.017e-9,15.78e-6,47.76,127.8e6,1.888e6,128.2e6,942.6e-6,51.84,2,2,2,2,2,2,2,1,2,2,2,2,114.3e6
949,nom,375e-9,2.1e-6,200e-9,2,24,21,126,216,pass,6.954e-9,8.977e-9,33.04e-6,76.34,196.1e6,3.341e6,196.7e6,985.3e-6,49.67,2,2,2,2,2,2,2,1,2,2,2,2,163.9e6
950,nom,375e-9,2.1e-6,250e-9,2,24,21,126,270,pass,7.113e-9,8.834e-9,26.37e-6,70.54,184.6e6,2.98e6,186.6e6,985.3e-6,50.29,2,2,2,2,2,2,2,1,2,2,2,2,154.9e6
951,nom,375e-9,2.1e-6,300e-9,2,24,21,126,324,pass,7.265e-9,8.799e-9,22.15e-6,64.43,171.4e6,2.673e6,173.4e6,985.3e-6,50.77,2,2,2,2,2,2,2,1,2,2,2,2,150.3e6
952,nom,375e-9,2.1e-6,350e-9,2,24,21,126,378,pass,7.411e-9,8.812e-9,19.24e-6,58.5,158.7e6,2.402e6,158.7e6,985.3e-6,51.15,2,2,2,2,2,2,2,1,2,2,2,2,140.2e6
953,nom,375e-9,2.1e-6,400e-9,2,24,21,126,432,pass,7.537e-9,8.844e-9,17.24e-6,52.81,145e6,2.169e6,146.6e6,985.3e-6,51.49,2,2,2,2,2,2,2,1,2,2,2,2,132.1e6
954,nom,375e-9,2.1e-6,450e-9,2,24,21,126,486,pass,7.649e-9,8.883e-9,15.81e-6,47.54,132e6,1.954e6,133.1e6,985.3e-6,51.79,2,2,2,2,2,2,2,1,2,2,2,2,119.6e6
