Point,Corner,L_Mn_drive,L_Mn_tail1,L_Mp_stg1,nf_ibias,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,Pass/Fail,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value
1,nom,200e-9,1e-6,200e-9,1,12,10,60,216,pass,7.512e-9,11.44e-9,37.25e-6,79.21,187.7e6,3.588e6,189.5e6,1.019e-3,48.26,2,2,2,2,2,2,2,1,2,2,2,2,164.1e6
2,nom,200e-9,1e-6,250e-9,1,12,10,60,270,pass,7.674e-9,11.31e-9,30.91e-6,73.8,177.1e6,3.185e6,179.5e6,1.019e-3,48.88,2,2,2,2,2,2,2,1,2,2,2,2,158.3e6
3,nom,200e-9,1e-6,300e-9,1,12,10,60,324,pass,7.835e-9,11.28e-9,27.06e-6,68.45,167.2e6,2.871e6,168.8e6,1.019e-3,49.35,2,2,2,2,2,2,2,1,2,2,2,2,144.4e6
4,nom,200e-9,1e-6,350e-9,1,12,10,60,378,pass,8.003e-9,11.29e-9,24.53e-6,62.39,155.3e6,2.576e6,155.9e6,1.019e-3,49.73,2,2,2,2,2,2,2,1,2,2,2,2,142.4e6
5,nom,200e-9,1e-6,400e-9,1,12,10,60,432,pass,8.167e-9,11.32e-9,22.85e-6,56.59,142e6,2.332e6,143.7e6,1.019e-3,50.06,2,2,2,2,2,2,2,1,2,2,2,2,132.8e6
6,nom,200e-9,1e-6,450e-9,1,12,10,60,486,pass,8.334e-9,11.35e-9,21.69e-6,51.23,129.5e6,2.109e6,130.2e6,1.019e-3,50.36,2,2,2,2,2,2,2,1,2,2,2,2,124.5e6
7,nom,200e-9,1.1e-6,200e-9,1,12,11,66,216,pass,7.252e-9,11.3e-9,37.38e-6,79.68,201.9e6,3.854e6,202.5e6,1.11e-3,48.13,2,2,2,2,2,2,2,1,2,2,2,2,178.6e6
8,nom,200e-9,1.1e-6,250e-9,1,12,11,66,270,pass,7.399e-9,11.17e-9,31.03e-6,74.1,191.1e6,3.444e6,192.5e6,1.11e-3,48.76,2,2,2,2,2,2,2,1,2,2,2,2,172.4e6
9,nom,200e-9,1.1e-6,300e-9,1,12,11,66,324,pass,7.547e-9,11.13e-9,27.18e-6,68.01,178.2e6,3.078e6,180.5e6,1.11e-3,49.23,2,2,2,2,2,2,2,1,2,2,2,2,158.4e6
10,nom,200e-9,1.1e-6,350e-9,1,12,11,66,378,pass,7.698e-9,11.13e-9,24.65e-6,61.96,166.2e6,2.779e6,167.6e6,1.11e-3,49.62,2,2,2,2,2,2,2,1,2,2,2,2,155.6e6
11,nom,200e-9,1.1e-6,400e-9,1,12,11,66,432,pass,7.843e-9,11.15e-9,22.97e-6,56.02,152.3e6,2.494e6,153.3e6,1.11e-3,49.95,2,2,2,2,2,2,2,1,2,2,2,2,145e6
12,nom,200e-9,1.1e-6,450e-9,1,12,11,66,486,pass,7.989e-9,11.18e-9,21.81e-6,50.87,137.9e6,2.27e6,139.4e6,1.11e-3,50.25,2,2,2,2,2,2,2,1,2,2,2,2,136e6
13,nom,200e-9,1.2e-6,200e-9,1,12,12,72,216,pass,7.029e-9,11.2e-9,37.5e-6,80.16,215.9e6,4.123e6,218.6e6,1.2e-3,48.01,2,2,2,2,2,2,2,1,2,2,2,2,191.6e6
14,nom,200e-9,1.2e-6,250e-9,1,12,12,72,270,pass,7.165e-9,11.05e-9,31.15e-6,73.29,201.2e6,3.685e6,201.6e6,1.199e-3,48.64,2,2,2,2,2,2,2,1,2,2,2,2,187.5e6
15,nom,200e-9,1.2e-6,300e-9,1,12,12,72,324,pass,7.3e-9,11.01e-9,27.3e-6,67.54,188.2e6,3.293e6,189.9e6,1.199e-3,49.12,2,2,2,2,2,2,2,1,2,2,2,2,176.3e6
16,nom,200e-9,1.2e-6,350e-9,1,12,12,72,378,pass,7.436e-9,11e-9,24.76e-6,61.6,176.1e6,2.965e6,178.2e6,1.199e-3,49.51,2,2,2,2,2,2,2,1,2,2,2,2,168.2e6
17,nom,200e-9,1.2e-6,400e-9,1,12,12,72,432,pass,7.566e-9,11.02e-9,23.08e-6,55.56,161.9e6,2.674e6,162.5e6,1.199e-3,49.85,2,2,2,2,2,2,2,1,2,2,2,2,159.1e6
18,nom,200e-9,1.2e-6,450e-9,1,12,12,72,486,pass,7.693e-9,11.04e-9,21.92e-6,50.27,146.6e6,2.418e6,148.1e6,1.199e-3,50.15,2,2,2,2,2,2,2,1,2,2,2,2,147.4e6
19,nom,200e-9,1.3e-6,200e-9,1,12,13,78,216,pass,6.836e-9,11.11e-9,37.63e-6,78.57,224.8e6,4.408e6,227.8e6,1.288e-3,47.88,2,2,2,2,2,2,2,1,2,2,2,2,206.8e6
20,nom,200e-9,1.3e-6,250e-9,1,12,13,78,270,pass,6.961e-9,10.96e-9,31.27e-6,73.53,213.9e6,3.901e6,216.3e6,1.288e-3,48.53,2,2,2,2,2,2,2,1,2,2,2,2,199e6
21,nom,200e-9,1.3e-6,300e-9,1,12,13,78,324,pass,7.085e-9,10.9e-9,27.41e-6,67.54,200.5e6,3.505e6,200.7e6,1.288e-3,49.01,2,2,2,2,2,2,2,1,2,2,2,2,190e6
22,nom,200e-9,1.3e-6,350e-9,1,12,13,78,378,pass,7.21e-9,10.89e-9,24.86e-6,61.29,185e6,3.135e6,186.9e6,1.288e-3,49.4,2,2,2,2,2,2,2,1,2,2,2,2,174.9e6
23,nom,200e-9,1.3e-6,400e-9,1,12,13,78,432,pass,7.326e-9,10.91e-9,23.18e-6,55.21,170.6e6,2.843e6,172.4e6,1.288e-3,49.74,2,2,2,2,2,2,2,1,2,2,2,2,170.5e6
24,nom,200e-9,1.3e-6,450e-9,1,12,13,78,486,pass,7.437e-9,10.92e-9,22.02e-6,49.79,154.8e6,2.566e6,155.4e6,1.288e-3,50.05,2,2,2,2,2,2,2,1,2,2,2,2,158.9e6
25,nom,200e-9,1.4e-6,200e-9,1,12,14,84,216,pass,6.668e-9,11.04e-9,37.75e-6,78.92,237.1e6,4.66e6,239.4e6,1.377e-3,47.76,2,2,2,2,2,2,2,1,2,2,2,2,223e6
26,nom,200e-9,1.4e-6,250e-9,1,12,14,84,270,pass,6.784e-9,10.88e-9,31.39e-6,73.76,226.4e6,4.129e6,229.3e6,1.377e-3,48.41,2,2,2,2,2,2,2,1,2,2,2,2,210.4e6
27,nom,200e-9,1.4e-6,300e-9,1,12,14,84,324,pass,6.899e-9,10.82e-9,27.52e-6,67.04,208.5e6,3.705e6,210.2e6,1.377e-3,48.9,2,2,2,2,2,2,2,1,2,2,2,2,204e6
28,nom,200e-9,1.4e-6,350e-9,1,12,14,84,378,pass,7.013e-9,10.81e-9,24.97e-6,61.03,193e6,3.326e6,194.1e6,1.377e-3,49.3,2,2,2,2,2,2,2,1,2,2,2,2,185.1e6
29,nom,200e-9,1.4e-6,400e-9,1,12,14,84,432,pass,7.117e-9,10.81e-9,23.28e-6,54.98,178.6e6,3e6,180.6e6,1.377e-3,49.64,2,2,2,2,2,2,2,1,2,2,2,2,174.8e6
30,nom,200e-9,1.4e-6,450e-9,1,12,14,84,486,pass,7.215e-9,10.83e-9,22.12e-6,49.45,162.4e6,2.724e6,163.2e6,1.377e-3,49.95,2,2,2,2,2,2,2,1,2,2,2,2,169.6e6
31,nom,200e-9,1.5e-6,200e-9,1,12,15,90,216,pass,6.52e-9,10.98e-9,37.87e-6,79.27,249.2e6,4.895e6,249.6e6,1.464e-3,47.64,2,2,2,2,2,2,2,1,2,2,2,2,233.7e6
32,nom,200e-9,1.5e-6,250e-9,1,12,15,90,270,pass,6.628e-9,10.82e-9,31.5e-6,72.73,233.3e6,4.367e6,235.8e6,1.464e-3,48.3,2,2,2,2,2,2,2,1,2,2,2,2,225.2e6
33,nom,200e-9,1.5e-6,300e-9,1,12,15,90,324,pass,6.735e-9,10.75e-9,27.63e-6,67.04,219.7e6,3.885e6,222.5e6,1.464e-3,48.79,2,2,2,2,2,2,2,1,2,2,2,2,217e6
34,nom,200e-9,1.5e-6,350e-9,1,12,15,90,378,pass,6.84e-9,10.73e-9,25.07e-6,60.76,203.7e6,3.505e6,204.5e6,1.464e-3,49.19,2,2,2,2,2,2,2,1,2,2,2,2,198e6
35,nom,200e-9,1.5e-6,400e-9,1,12,15,90,432,pass,6.935e-9,10.73e-9,23.38e-6,54.85,185.8e6,3.147e6,187.6e6,1.464e-3,49.54,2,2,2,2,2,2,2,1,2,2,2,2,186.8e6
36,nom,200e-9,1.5e-6,450e-9,1,12,15,90,486,pass,7.023e-9,10.75e-9,22.21e-6,49.24,169.4e6,2.871e6,171.1e6,1.464e-3,49.85,2,2,2,2,2,2,2,1,2,2,2,2,173.4e6
37,nom,200e-9,1.6e-6,200e-9,1,12,16,96,216,pass,6.39e-9,10.94e-9,37.99e-6,79.63,260.9e6,5.136e6,263e6,1.551e-3,47.52,2,2,2,2,2,2,2,1,2,2,2,2,250.4e6
38,nom,200e-9,1.6e-6,250e-9,1,12,16,96,270,pass,6.491e-9,10.76e-9,31.62e-6,72.93,244.4e6,4.579e6,245.6e6,1.551e-3,48.19,2,2,2,2,2,2,2,1,2,2,2,2,236.7e6
39,nom,200e-9,1.6e-6,300e-9,1,12,16,96,324,pass,6.59e-9,10.69e-9,27.73e-6,67.02,230.9e6,4.071e6,233.5e6,1.551e-3,48.68,2,2,2,2,2,2,2,1,2,2,2,2,226.2e6
40,nom,200e-9,1.6e-6,350e-9,1,12,16,96,378,pass,6.688e-9,10.67e-9,25.16e-6,60.58,210e6,3.677e6,211.8e6,1.551e-3,49.09,2,2,2,2,2,2,2,1,2,2,2,2,218.3e6
41,nom,200e-9,1.6e-6,400e-9,1,12,16,96,432,pass,6.775e-9,10.67e-9,23.47e-6,54.28,195.3e6,3.311e6,196e6,1.551e-3,49.44,2,2,2,2,2,2,2,1,2,2,2,2,202.7e6
42,nom,200e-9,1.6e-6,450e-9,1,12,16,96,486,pass,6.854e-9,10.68e-9,22.3e-6,49.14,175.9e6,3.009e6,177.9e6,1.551e-3,49.76,2,2,2,2,2,2,2,1,2,2,2,2,184.6e6
43,nom,200e-9,1.7e-6,200e-9,1,12,17,102,216,pass,6.275e-9,10.9e-9,38.11e-6,80.03,272.6e6,5.388e6,276e6,1.638e-3,47.41,2,2,2,2,2,2,2,1,2,2,2,2,264.3e6
44,nom,200e-9,1.7e-6,250e-9,1,12,17,102,270,pass,6.369e-9,10.72e-9,31.73e-6,73.13,255.3e6,4.776e6,256.2e6,1.638e-3,48.08,2,2,2,2,2,2,2,1,2,2,2,2,253.7e6
45,nom,200e-9,1.7e-6,300e-9,1,12,17,102,324,pass,6.462e-9,10.64e-9,27.83e-6,66.53,236e6,4.274e6,238.2e6,1.638e-3,48.58,2,2,2,2,2,2,2,1,2,2,2,2,242.6e6
46,nom,200e-9,1.7e-6,350e-9,1,12,17,102,378,pass,6.553e-9,10.62e-9,25.26e-6,60.36,219.7e6,3.831e6,222.3e6,1.638e-3,48.99,2,2,2,2,2,2,2,1,2,2,2,2,229.4e6
47,nom,200e-9,1.7e-6,400e-9,1,12,17,102,432,pass,6.634e-9,10.61e-9,23.56e-6,54.34,201.1e6,3.471e6,201.4e6,1.637e-3,49.35,2,2,2,2,2,2,2,1,2,2,2,2,207.5e6
48,nom,200e-9,1.7e-6,450e-9,1,12,17,102,486,pass,6.706e-9,10.62e-9,22.39e-6,49.16,181.7e6,3.139e6,183.7e6,1.637e-3,49.66,2,2,2,2,2,2,2,1,2,2,2,2,195.4e6
49,nom,200e-9,1.8e-6,200e-9,1,12,18,108,216,pass,6.172e-9,10.87e-9,38.23e-6,80.44,284e6,5.623e6,287.8e6,1.723e-3,47.3,2,2,2,2,2,2,2,1,2,2,2,2,275e6
50,nom,200e-9,1.8e-6,250e-9,1,12,18,108,270,pass,6.26e-9,10.68e-9,31.84e-6,73.33,266.1e6,4.961e6,268.8e6,1.723e-3,47.97,2,2,2,2,2,2,2,1,2,2,2,2,265.8e6
51,nom,200e-9,1.8e-6,300e-9,1,12,18,108,324,pass,6.348e-9,10.6e-9,27.93e-6,66.54,245.8e6,4.455e6,246.8e6,1.723e-3,48.48,2,2,2,2,2,2,2,1,2,2,2,2,254.5e6
52,nom,200e-9,1.8e-6,350e-9,1,12,18,108,378,pass,6.434e-9,10.57e-9,25.35e-6,60.1,229.3e6,3.976e6,231.8e6,1.723e-3,48.89,2,2,2,2,2,2,2,1,2,2,2,2,233.6e6
53,nom,200e-9,1.8e-6,400e-9,1,12,18,108,432,pass,6.509e-9,10.57e-9,23.65e-6,53.83,209.8e6,3.616e6,211.5e6,1.723e-3,49.25,2,2,2,2,2,2,2,1,2,2,2,2,218.9e6
54,nom,200e-9,1.8e-6,450e-9,1,12,18,108,486,pass,6.576e-9,10.57e-9,22.47e-6,48.53,189.3e6,3.28e6,190.7e6,1.723e-3,49.57,2,2,2,2,2,2,2,1,2,2,2,2,202.6e6
55,nom,200e-9,1.9e-6,200e-9,1,12,19,114,216,near,6.081e-9,10.84e-9,38.34e-6,78.18,286e6,5.864e6,289.7e6,1.808e-3,47.18,2,2,2,2,2,2,2,1,1,2,2,2,289.8e6
56,nom,200e-9,1.9e-6,250e-9,1,12,19,114,270,near,6.163e-9,10.65e-9,31.94e-6,72.09,269e6,5.181e6,272.1e6,1.808e-3,47.87,2,2,2,2,2,2,2,1,1,2,2,2,280.5e6
57,nom,200e-9,1.9e-6,300e-9,1,12,19,114,324,pass,6.246e-9,10.57e-9,28.03e-6,66.54,255.6e6,4.624e6,256.6e6,1.809e-3,48.38,2,2,2,2,2,2,2,1,2,2,2,2,268.6e6
58,nom,200e-9,1.9e-6,350e-9,1,12,19,114,378,pass,6.327e-9,10.54e-9,25.44e-6,60.09,233.1e6,4.154e6,235.5e6,1.808e-3,48.8,2,2,2,2,2,2,2,1,2,2,2,2,246.6e6
59,nom,200e-9,1.9e-6,400e-9,1,12,19,114,432,pass,6.397e-9,10.53e-9,23.73e-6,54.06,214.3e6,3.759e6,216.5e6,1.808e-3,49.16,2,2,2,2,2,2,2,1,2,2,2,2,230.1e6
60,nom,200e-9,1.9e-6,450e-9,1,12,19,114,486,pass,6.46e-9,10.53e-9,22.55e-6,48.73,194.1e6,3.424e6,195e6,1.808e-3,49.48,2,2,2,2,2,2,2,1,2,2,2,2,213.5e6
61,nom,200e-9,2e-6,200e-9,2,12,20,120,216,pass,7.672e-9,11.53e-9,37.16e-6,77.73,180.2e6,3.367e6,182.5e6,942e-6,48.53,2,2,2,2,2,2,2,1,2,2,2,2,155.3e6
62,nom,200e-9,2e-6,250e-9,2,12,20,120,270,pass,7.838e-9,11.41e-9,30.83e-6,72.25,170e6,3.004e6,171.9e6,942e-6,49.16,2,2,2,2,2,2,2,1,2,2,2,2,147.8e6
63,nom,200e-9,2e-6,300e-9,2,12,20,120,324,pass,7.996e-9,11.39e-9,26.99e-6,66.86,159.9e6,2.697e6,160.2e6,942.1e-6,49.63,2,2,2,2,2,2,2,1,2,2,2,2,142.4e6
64,nom,200e-9,2e-6,350e-9,2,12,20,120,378,pass,8.149e-9,11.4e-9,24.46e-6,60.89,148.4e6,2.425e6,149.8e6,942.1e-6,50.01,2,2,2,2,2,2,2,1,2,2,2,2,134.8e6
65,nom,200e-9,2e-6,400e-9,2,12,20,120,432,pass,8.284e-9,11.43e-9,22.78e-6,55.19,135.8e6,2.194e6,137.2e6,942e-6,50.34,2,2,2,2,2,2,2,1,2,2,2,2,122.3e6
66,nom,200e-9,2e-6,450e-9,2,12,20,120,486,pass,8.405e-9,11.47e-9,21.62e-6,49.93,123.9e6,1.975e6,124.2e6,942e-6,50.64,2,2,2,2,2,2,2,1,2,2,2,2,114.7e6
67,nom,200e-9,2.1e-6,200e-9,2,12,21,126,216,pass,7.532e-9,11.45e-9,37.22e-6,77.92,187e6,3.503e6,188.9e6,984.7e-6,48.47,2,2,2,2,2,2,2,1,2,2,2,2,162.1e6
68,nom,200e-9,2.1e-6,250e-9,2,12,21,126,270,pass,7.691e-9,11.33e-9,30.89e-6,72.36,176.5e6,3.111e6,178.8e6,984.7e-6,49.1,2,2,2,2,2,2,2,1,2,2,2,2,157.5e6
69,nom,200e-9,2.1e-6,300e-9,2,12,21,126,324,pass,7.842e-9,11.3e-9,27.05e-6,66.43,164.4e6,2.805e6,165.6e6,984.7e-6,49.57,2,2,2,2,2,2,2,1,2,2,2,2,148.9e6
70,nom,200e-9,2.1e-6,350e-9,2,12,21,126,378,pass,7.988e-9,11.31e-9,24.51e-6,60.65,152.7e6,2.509e6,153.7e6,984.7e-6,49.96,2,2,2,2,2,2,2,1,2,2,2,2,141.2e6
71,nom,200e-9,2.1e-6,400e-9,2,12,21,126,432,pass,8.116e-9,11.34e-9,22.84e-6,55.01,140e6,2.277e6,141.7e6,984.7e-6,50.29,2,2,2,2,2,2,2,1,2,2,2,2,127.2e6
72,nom,200e-9,2.1e-6,450e-9,2,12,21,126,486,pass,8.228e-9,11.37e-9,21.68e-6,49.72,128e6,2.053e6,128.4e6,984.7e-6,50.59,2,2,2,2,2,2,2,1,2,2,2,2,120.1e6
73,nom,200e-9,2.2e-6,200e-9,2,12,22,132,216,pass,7.403e-9,11.38e-9,37.28e-6,78.1,193.6e6,3.632e6,194.7e6,1.027e-3,48.41,2,2,2,2,2,2,2,1,2,2,2,2,169.9e6
74,nom,200e-9,2.2e-6,250e-9,2,12,22,132,270,pass,7.554e-9,11.26e-9,30.95e-6,72.48,183e6,3.226e6,185.2e6,1.027e-3,49.04,2,2,2,2,2,2,2,1,2,2,2,2,163.9e6
75,nom,200e-9,2.2e-6,300e-9,2,12,22,132,324,pass,7.7e-9,11.22e-9,27.11e-6,66.42,170.5e6,2.905e6,172.5e6,1.027e-3,49.52,2,2,2,2,2,2,2,1,2,2,2,2,152.7e6
76,nom,200e-9,2.2e-6,350e-9,2,12,22,132,378,pass,7.839e-9,11.23e-9,24.57e-6,60.47,158.6e6,2.607e6,158.7e6,1.027e-3,49.9,2,2,2,2,2,2,2,1,2,2,2,2,145.2e6
77,nom,200e-9,2.2e-6,400e-9,2,12,22,132,432,pass,7.96e-9,11.25e-9,22.89e-6,54.67,145.4e6,2.356e6,147e6,1.027e-3,50.24,2,2,2,2,2,2,2,1,2,2,2,2,133.3e6
78,nom,200e-9,2.2e-6,450e-9,2,12,22,132,486,pass,8.066e-9,11.28e-9,21.73e-6,49.56,131.9e6,2.132e6,133e6,1.027e-3,50.54,2,2,2,2,2,2,2,1,2,2,2,2,128.1e6
79,nom,200e-9,2.3e-6,200e-9,2,12,23,138,216,pass,7.282e-9,11.32e-9,37.35e-6,78.29,200.3e6,3.756e6,200.4e6,1.07e-3,48.35,2,2,2,2,2,2,2,1,2,2,2,2,175.3e6
80,nom,200e-9,2.3e-6,250e-9,2,12,23,138,270,pass,7.429e-9,11.19e-9,31.01e-6,71.64,187.1e6,3.353e6,188.9e6,1.07e-3,48.98,2,2,2,2,2,2,2,1,2,2,2,2,171e6
81,nom,200e-9,2.3e-6,300e-9,2,12,23,138,324,pass,7.567e-9,11.15e-9,27.16e-6,66.41,176.7e6,3.001e6,179e6,1.07e-3,49.46,2,2,2,2,2,2,2,1,2,2,2,2,156.3e6
82,nom,200e-9,2.3e-6,350e-9,2,12,23,138,378,pass,7.702e-9,11.16e-9,24.62e-6,60.25,162.5e6,2.703e6,163.4e6,1.07e-3,49.85,2,2,2,2,2,2,2,1,2,2,2,2,150.8e6
83,nom,200e-9,2.3e-6,400e-9,2,12,23,138,432,pass,7.816e-9,11.18e-9,22.95e-6,54.55,149.3e6,2.432e6,150.6e6,1.07e-3,50.19,2,2,2,2,2,2,2,1,2,2,2,2,145.3e6
84,nom,200e-9,2.3e-6,450e-9,2,12,23,138,486,pass,7.917e-9,11.21e-9,21.79e-6,49.44,135.6e6,2.208e6,137.1e6,1.07e-3,50.49,2,2,2,2,2,2,2,1,2,2,2,2,134.7e6
85,nom,200e-9,2.4e-6,200e-9,2,12,24,144,216,pass,7.171e-9,11.27e-9,37.41e-6,78.48,206.8e6,3.875e6,208.4e6,1.112e-3,48.28,2,2,2,2,2,2,2,1,2,2,2,2,183e6
86,nom,200e-9,2.4e-6,250e-9,2,12,24,144,270,pass,7.311e-9,11.13e-9,31.07e-6,71.72,193.1e6,3.469e6,194.2e6,1.112e-3,48.92,2,2,2,2,2,2,2,1,2,2,2,2,178.3e6
87,nom,200e-9,2.4e-6,300e-9,2,12,24,144,324,pass,7.446e-9,11.09e-9,27.22e-6,65.94,180.3e6,3.096e6,182.6e6,1.112e-3,49.4,2,2,2,2,2,2,2,1,2,2,2,2,163.7e6
88,nom,200e-9,2.4e-6,350e-9,2,12,24,144,378,pass,7.573e-9,11.09e-9,24.68e-6,60.1,168.2e6,2.794e6,169.8e6,1.112e-3,49.79,2,2,2,2,2,2,2,1,2,2,2,2,157.5e6
89,nom,200e-9,2.4e-6,400e-9,2,12,24,144,432,pass,7.683e-9,11.11e-9,23e-6,54.22,154.5e6,2.504e6,155.2e6,1.112e-3,50.14,2,2,2,2,2,2,2,1,2,2,2,2,151.5e6
90,nom,200e-9,2.4e-6,450e-9,2,12,24,144,486,pass,7.778e-9,11.13e-9,21.84e-6,49,140.2e6,2.281e6,141.9e6,1.112e-3,50.44,2,2,2,2,2,2,2,1,2,2,2,2,138.9e6
91,nom,200e-9,2.5e-6,200e-9,2,12,25,150,216,pass,7.067e-9,11.22e-9,37.47e-6,76.94,210.2e6,4.003e6,212.2e6,1.154e-3,48.22,2,2,2,2,2,2,2,1,2,2,2,2,192.3e6
92,nom,200e-9,2.5e-6,250e-9,2,12,25,150,270,pass,7.202e-9,11.08e-9,31.12e-6,71.79,199.1e6,3.58e6,199.2e6,1.154e-3,48.87,2,2,2,2,2,2,2,1,2,2,2,2,182.7e6
93,nom,200e-9,2.5e-6,300e-9,2,12,25,150,324,pass,7.331e-9,11.03e-9,27.27e-6,65.93,186.1e6,3.189e6,188e6,1.154e-3,49.35,2,2,2,2,2,2,2,1,2,2,2,2,174.3e6
94,nom,200e-9,2.5e-6,350e-9,2,12,25,150,378,pass,7.455e-9,11.03e-9,24.73e-6,59.89,171.5e6,2.883e6,173.5e6,1.154e-3,49.74,2,2,2,2,2,2,2,1,2,2,2,2,165e6
95,nom,200e-9,2.5e-6,400e-9,2,12,25,150,432,pass,7.559e-9,11.04e-9,23.05e-6,54.17,157.9e6,2.591e6,158e6,1.154e-3,50.08,2,2,2,2,2,2,2,1,2,2,2,2,158e6
96,nom,200e-9,2.5e-6,450e-9,2,12,25,150,486,pass,7.65e-9,11.07e-9,21.89e-6,48.96,143.6e6,2.351e6,145.2e6,1.154e-3,50.39,2,2,2,2,2,2,2,1,2,2,2,2,142.3e6
97,nom,200e-9,2.6e-6,200e-9,2,12,26,156,216,pass,6.97e-9,11.17e-9,37.53e-6,77.06,216.2e6,4.139e6,218.9e6,1.196e-3,48.16,2,2,2,2,2,2,2,1,2,2,2,2,199.7e6
98,nom,200e-9,2.6e-6,250e-9,2,12,26,156,270,pass,7.1e-9,11.03e-9,31.18e-6,71.89,205.1e6,3.688e6,206.3e6,1.197e-3,48.81,2,2,2,2,2,2,2,1,2,2,2,2,187.6e6
99,nom,200e-9,2.6e-6,300e-9,2,12,26,156,324,pass,7.224e-9,10.98e-9,27.33e-6,65.92,191.9e6,3.294e6,193.1e6,1.197e-3,49.29,2,2,2,2,2,2,2,1,2,2,2,2,183.5e6
100,nom,200e-9,2.6e-6,350e-9,2,12,26,156,378,pass,7.343e-9,10.97e-9,24.78e-6,59.76,176.9e6,2.967e6,179.1e6,1.197e-3,49.69,2,2,2,2,2,2,2,1,2,2,2,2,165e6
101,nom,200e-9,2.6e-6,400e-9,2,12,26,156,432,pass,7.443e-9,10.99e-9,23.1e-6,53.87,162.9e6,2.674e6,163.8e6,1.197e-3,50.03,2,2,2,2,2,2,2,1,2,2,2,2,163.1e6
102,nom,200e-9,2.6e-6,450e-9,2,12,26,156,486,pass,7.53e-9,11.01e-9,21.94e-6,48.54,148.1e6,2.419e6,149.4e6,1.197e-3,50.34,2,2,2,2,2,2,2,1,2,2,2,2,153.9e6
103,nom,200e-9,2.7e-6,200e-9,2,12,27,162,216,pass,6.879e-9,11.13e-9,37.59e-6,77.19,222.2e6,4.27e6,225.1e6,1.239e-3,48.1,2,2,2,2,2,2,2,1,2,2,2,2,205.9e6
104,nom,200e-9,2.7e-6,250e-9,2,12,27,162,270,pass,7.004e-9,10.98e-9,31.24e-6,71.97,211e6,3.791e6,213.2e6,1.239e-3,48.75,2,2,2,2,2,2,2,1,2,2,2,2,199.5e6
105,nom,200e-9,2.7e-6,300e-9,2,12,27,162,324,pass,7.124e-9,10.93e-9,27.38e-6,65.89,197.6e6,3.395e6,198e6,1.239e-3,49.24,2,2,2,2,2,2,2,1,2,2,2,2,191.2e6
106,nom,200e-9,2.7e-6,350e-9,2,12,27,162,378,pass,7.238e-9,10.92e-9,24.83e-6,59.6,182.2e6,3.047e6,184.3e6,1.239e-3,49.64,2,2,2,2,2,2,2,1,2,2,2,2,181.6e6
107,nom,200e-9,2.7e-6,400e-9,2,12,27,162,432,pass,7.335e-9,10.93e-9,23.15e-6,53.86,166e6,2.757e6,167.3e6,1.239e-3,49.98,2,2,2,2,2,2,2,1,2,2,2,2,169.5e6
108,nom,200e-9,2.7e-6,450e-9,2,12,27,162,486,pass,7.419e-9,10.95e-9,21.99e-6,48.58,151.2e6,2.485e6,152.3e6,1.239e-3,50.29,2,2,2,2,2,2,2,1,2,2,2,2,159.3e6
109,nom,200e-9,2.8e-6,200e-9,2,12,28,168,216,pass,6.794e-9,11.1e-9,37.65e-6,77.32,228.1e6,4.397e6,230.9e6,1.281e-3,48.04,2,2,2,2,2,2,2,1,2,2,2,2,213.1e6
110,nom,200e-9,2.8e-6,250e-9,2,12,28,168,270,pass,6.914e-9,10.94e-9,31.29e-6,72.06,217e6,3.891e6,219.7e6,1.281e-3,48.7,2,2,2,2,2,2,2,1,2,2,2,2,206.2e6
111,nom,200e-9,2.8e-6,300e-9,2,12,28,168,324,pass,7.031e-9,10.88e-9,27.43e-6,65.4,200.1e6,3.499e6,200.2e6,1.281e-3,49.19,2,2,2,2,2,2,2,1,2,2,2,2,198e6
112,nom,200e-9,2.8e-6,350e-9,2,12,28,168,378,pass,7.141e-9,10.87e-9,24.88e-6,59.44,184.9e6,3.128e6,186.9e6,1.281e-3,49.58,2,2,2,2,2,2,2,1,2,2,2,2,183.7e6
113,nom,200e-9,2.8e-6,400e-9,2,12,28,168,432,pass,7.234e-9,10.88e-9,23.2e-6,53.59,170.7e6,2.834e6,172.6e6,1.281e-3,49.93,2,2,2,2,2,2,2,1,2,2,2,2,176.7e6
114,nom,200e-9,2.8e-6,450e-9,2,12,28,168,486,pass,7.314e-9,10.9e-9,22.04e-6,48.18,155.5e6,2.557e6,156e6,1.281e-3,50.24,2,2,2,2,2,2,2,1,2,2,2,2,159.6e6
115,nom,200e-9,2.9e-6,200e-9,2,12,29,174,216,pass,6.713e-9,11.06e-9,37.71e-6,77.45,233.9e6,4.518e6,236.4e6,1.322e-3,47.98,2,2,2,2,2,2,2,1,2,2,2,2,222e6
116,nom,200e-9,2.9e-6,250e-9,2,12,29,174,270,pass,6.83e-9,10.9e-9,31.35e-6,71.03,219.1e6,3.999e6,221.9e6,1.322e-3,48.64,2,2,2,2,2,2,2,1,2,2,2,2,218.1e6
